AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,screened_by,include_article_review,exclude_reason,notes
"Laura K. Reynolds, Michelle Waycott, Karen J. McGlathery, Robert J. Orth",2016,Ecosystem services returned through seagrass restoration,RESTORATION ECOLOGY,583-588,583-588,10.1111/rec.12360,"Ecosystem restoration is often costly, but can be effective at   increasing biodiversity and ecosystem services. We used a case   studyreseeding seagrass to a coastal lagoonto demonstrate the value of   enhanced ecosystem services as a result of restoration. We modeled the   recovery of areal plant coverage in a system where seagrasses were lost   due to disease and disturbance, and estimated the value of the returned   functions of nitrogen removal and carbon sequestration. We estimated, as   of 2010, that this restoration removes 170 ton of nitrogen per year via   denitrificiation and sequesters carbon at a rate of 630 tons carbon per   year in the sediment. Further, we estimated that natural recovery would   take more than 100 years to reach the areal coverage achieved by   restoration using seeds in just 10 years. Restoration enhanced this   recovery, and the earlier establishment of plants results in a net gain   of at least 4,100 ton of nitrogen removed from the system via   denitrification and 15,000 ton of carbon sequestered in the sediment.   These services have significant ecological and societal value.",1281,n,ER,,,
"Christine Heimes, Niels Agerbirk, Helle Sorensen, Tamara van Molken, Thure P. Hauser",2016,Ecotypic differentiation of two sympatric chemotypes of Barbarea   vulgaris (Brassicaceae) with different biotic resistances,PLANT ECOLOGY,1055-1068,1055-1068,10.1007/s11258-016-0631-8,"Evolution of ecotypic differentiation and maintenance of divergence in   sympatry is more likely if populations occupy different habitats. Two   genetically divergent chemotypes of Barbarea vulgaris (Brassicaceae)   with contrasting insect and disease resistances (G-and P-type) occupy   different geographical ranges in Eurasia but co-occur in Denmark. Here,   they grow mostly in separate populations, posing the question why they   have not merged. In a 2-year reciprocal transplant experiment, we tested   whether the two plant types prefer different habitats and are adapted to   these, possibly influenced by selection by herbivores. Vegetation and   soil analyses indicated that the G-type occurs in slightly drier, less   productive and more alkaline sites than the P-type. Plants planted at   sites of their own chemotype had a higher biomass in the first year than   plants of the nonresident chemotype, but were more damaged by beetle   herbivory. This suggests that herbivores have adapted genetically or   plastically to the resident chemotype. G-plants were less damaged by   molluscs than P-plants, which may be caused by their content of saponins   or glucosinolates. Levels of glucosinolates in siliques were higher in   G-plants, but varied strongly among sites. Survival, reproduction and   biomass in the second year did not differ between plants growing at   sites of their own chemotype and plants of the other chemotype. Thus,   the two chemotypes of B. vulgaris are adapted to different habitats to   some extent, which could contribute to maintain their differentiation in   sympatry. Herbivory by some insects, however, may counteract this.",1282,n,ER,,,
"Tea Ammunet, Tero Klemola, Kalle Parvinen",2014,Consequences of asymmetric competition between resident and invasive   defoliators: A novel empirically based modelling approach,THEORETICAL POPULATION BIOLOGY,107-117,107-117,10.1016/j.tpb.2013.12.006,"Invasive species can have profound effects on a resident community via   indirect interactions among community members. While long periodic   cycles in population dynamics can make the experimental observation of   the indirect effects difficult, modelling the possible effects on an   evolutionary tithe scale may provide the much needed information on the   potential threats of the invasive species on the ecosystem. Using   empirical data from a recent invasion in northernmost Fennoscandia, we   applied adaptive dynamics theory and modelled the long term consequences   of the invasion by the winter moth into the resident community.   Specifically, we investigated the outcome of the observed short-term   asymmetric preferences of generalist predators and specialist   parasitoids on the long term population dynamics of the invasive winter   moth and resident autumnal moth sharing these natural enemies. Our   results indicate that coexistence after the invasion is possible.   However, the outcome of the indirect interaction on the population   dynamics of the moth species was variable and the dynamics might not be   persistent on an evolutionary time scale. In addition, the indirect   interactions between the two moth species via shared natural enemies   were able to cause asynchrony in the population cycles corresponding to   field observations from previous sympatric outbreak areas. Therefore,   the invasion may cause drastic changes in the resident community, for   example by prolonging outbreak periods of birch-feeding moths,   increasing the average population densities of the moths or,   alternatively, leading to extinction of the resident moth species or to   equilibrium densities of the two, formerly cyclic, herbivores. (c) 2014   Elsevier Inc. All rights reserved.",1283,n,ER,,,
"Silvia Rondon, Mario Ortiz, Cielo Leon, Nelson Galvis, Andres Link, Camila Gonzalez",2017,"Seasonality, richness and prevalence of intestinal parasites of three   neotropical primates (Alouatta seniculus, Ateles hybridus and Cebus   versicolor) in a fragmented forest in Colombia",INTERNATIONAL JOURNAL FOR PARASITOLOGY-PARASITES AND WILDLIFE,202-208,202-208,10.1016/j.ijppaw.2017.07.006,"Studies on parasites infecting non-human primates are essential to   better understand the potential threat to humans of zoonoses   transmission, particularly under the current processes of pervasive land   use change and biodiversity loss. The natural ecosystems in the Middle   Magdalena river basin in Colombia have suffered a dramatic reduction and   transformation into pastures and agroindustrial monocultures,   threatening their biodiversity, and probably affecting the dynamics   between parasites and their hosts, as well as altering the disease   transmission cycles between wild populations and humans. This study   evaluated seasonality, prevalence and richness of intestinal parasites   in three species of neotropical primates: Cebus versicolor, Ateles   hybridus and Alouatta seniculus, in a fragmented forest in the Middle   Magdalena river valley, Colombia. One hundred and eighty five faecal   samples were collected between 2010 and 2015. Direct faecal smears were   performed with saline solution (0.85\%) and iodine solution (1\%), in   order to identify larvae and eggs based on their morphology. A large   proportion of the samples examined (72.9\%) was positive for intestinal   parasites; seven families of nematodes were identified: Trichuridae,   Trichostrongylidae, Oxyuridae, Strongyloididae, Ancylostomatidae,   Ascarididae and Gnathostomatidae, two of protozoans: Entamoebidae and   Balantiididae, as well as some eggs of trematodes, cestodes and   acanthocephalans. Additionally, DNA extraction and sequencing were   conducted on 30 faecal samples in order to identify Giardia sp. and   Blastocystis hominis, two parasite species also present in humans.   Molecular testing for Giardia sp. was negative and Blastocystis hominis   was identified in a single sample of Alouatta seniculus. No clear   patterns were observed for prevalence of intestinal parasites according   to the season; nonetheless, parasite species richness was higher during   the dry season. This study builds on our current understanding of   intestinal parasites infecting wild neotropical primates and provides   novel information on the patterns of intestinal parasites in primate   communities exposed to anthropogenic disturbance. (C) 2017 The Authors.   Published by Elsevier Ltd on behalf of Australian Society for   Parasitology.",1284,n,ER,,,
"Jose M. Avila, Antonio Gallardo, Beatriz Ibanez, Lorena Gomez-Aparicio",2016,Quercus suber dieback alters soil respiration and nutrient availability   in Mediterranean forests,JOURNAL OF ECOLOGY,1441-1452,1441-1452,10.1111/1365-2745.12618,"An increase in tree mortality rates has been recently detected in   forests world-wide. However, few works have focused on the potential   consequences of forest dieback for ecosystem functioning. Here we   assessed the effect of Quercus suber dieback on carbon, nitrogen and   phosphorus cycles in two types of Mediterranean forests (woodlands and   closed forests) affected by the aggressive pathogen Phytophthora   cinnamomi. We used a spatially explicit neighbourhood approach to   analyse the direct effects of Q.suber dieback on soil variables,   comparing the impact of Q.suber trees with different health status, as   well as its potential long-term indirect effects, comparing the impact   of non-declining coexistent species.Quercus suber dieback translated   into lower soil respiration rates and phosphorus availability, whereas   its effects on nitrogen varied depending on forest type. Coexistent   species differed strongly from Q.suber in their effects on nutrient   availability, but not on soil respiration rates. Our models showed low   interannual but high intra-annual variation in the ecosystem impacts of   tree dieback.Synthesis. Our results support that tree dieback might have   important short- and long-term impacts on ecosystem processes in   Mediterranean forests. With this work, we provide valuable insights to   fill the existent gap in knowledge on the ecosystem-level impacts of   forest dieback in general and P.cinnamomi-driven mortality in   particular. Because the activity and range of this pathogen is predicted   to increase due to climate warming, these impacts could also increase in   the near future altering ecosystem functioning world-wide.",1285,m,ER,yes,,
"Andrew Kulmatiski, Karen H. Beard, Justin Heavilin",2012,Plant-soil feedbacks provide an additional explanation for   diversity-productivity relationships,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,3020-3026,3020-3026,10.1098/rspb.2012.0285,"Plant-soil feedbacks (PSFs) have gained attention for their role in   plant community dynamics, but their role in productivity has been   overlooked. We developed and tested a biomass-specific, multi-species   model to examine the role of PSFs in diversity-productivity   relationships. The model predicts a negative relationship between PSFs   and overyielding: plants with negative PSFs grow more in communities   than in monoculture (i.e. overyield), and plants with positive PSFs grow   less in communities than in monoculture (i.e. underyield). This effect   is predicted to increase with diversity and saturate at low species   richness because the proportion of `self-cultivated' soils rapidly   decreases as species are added to a community. Results in a set of   glasshouse experiments supported model predictions. We found that PSFs   measured in one experiment were negatively correlated with overyielding   in three-species plant communities measured in a separate experiment.   Furthermore, when parametrized with our experimental PSF data, our model   successfully predicted species-level overyielding and underyielding. The   model was less effective at predicting community-level overyielding and   underyielding, although this appeared to reflect large differences   between communities with or without nitrogen-fixing plants. Results   provide conceptual and experimental support for the role of PSFs in   diversity-productivity relationships.",1286,n,ER,,,
"Alena S. Gsell, Lisette N. De Senerpont Domis, Suzanne M. H. Naus-Wiezer, Nico R. Helmsing, Ellen Van Donk, Bas W. Ibelings",2013,Spatiotemporal variation in the distribution of chytrid parasites in   diatom host populations,FRESHWATER BIOLOGY,523-537,523-537,10.1111/j.1365-2427.2012.02786.x,"1.Many hostparasite interaction dynamics show distinct seasonality.   Parasite population growth and invasion success are generally explained   by host density dependence, while the direct influence of environmental   factors on parasite life history traits has been underreported. 2. In   waterbodies, resource availability and environmental conditions change   with season (temperature, irradiance and rainfall patterns) and with   depth (light, temperature and chemical gradients). Hence, hosts and   parasites live in a spatially and temporally variable environment. Such   environmental variation leads to structured populations, which in turn   have implications for hostparasite interaction dynamics. Nevertheless,   time-series data on the vertical distribution of aquatic hosts and their   parasites are rare. 3. We present a dataset spanning 1.5years (20082010)   of weekly sampling in Lake Maarsseveen (the Netherlands) focussing on   the dynamics of the diatom Asterionella formosa and its parasite, the   chytrid Zygorhizidium planktonicum, at four depths. Environmental   variables measured included ice cover, temperature, global irradiance,   light extinction, pH, soluble reactive silicate (SRSi), dissolved   nitrate and ortho-phosphate. 4. We observed four host blooms, two in   early spring and one each in summer and autumn. Each host bloom was   followed by a time-lagged parasite epidemic. Blooms and epidemics   started in the uppermost water layers and showed a time lag in onset   date with increasing depth. 5. Host abundance was related to SRSi,   global irradiance, Schmidt stability and parasite abundance in the upper   10m, whereas at 15m only a relationship with parasite abundance   prevailed. Parasite abundance was related to host abundance, light   extinction, temperature, SRSi, stability and global irradiance within   the upper 10m; again, at 15m, parasite abundance correlated only with   host abundance and disease prevalence. 6. Host vertical distribution was   less aggregated during isothermal conditions than during thermal   stratification, when host abundance was higher in the mixed, photic   epilimnion and lower in the dark, colder hypolimnion. Parasite vertical   distribution was patchy most of the year. Parasite epidemics seemed to   reduce host vertical patchiness as they impacted higher density patches   in the photic zone more strongly, a result of both higher host abundance   and favourable environmental conditions for the parasite. 7. Seasonal   variability and vertical gradients in biotic and abiotic factors expose   host and parasite individuals to different environmental conditions even   within a single population. Environmental variability affects parasite   transmission rates through changes in host abundance and through changes   in the strength and outcome of hostparasite interactions.",1287,no,ER,,,
"Xin Tong, Yu-Xuan Zhang, Rong Wang, Moshe Inbar, Xiao-Yong Chen",2017,Habitat fragmentation alters predator satiation of acorns,JOURNAL OF PLANT ECOLOGY,67-73,67-73,10.1093/jpe/rtw093,"Aims Acorn weevils (Curculio spp.), endoparasitic granivorous insects,   impede recruitment of fagaceous trees, and in turn affect community   structure and ecosystem functioning. Previous studies have made   considerable progress in elucidating local factors that contribute to   seed predation by acorn weevils, but it is still not clear how habitat   configurations interplay with local factors in influencing Curculio   predation. In this study, we assessed the roles of crop size, landscape   configurations (area and isolation) and their interactions on the   predation rate of seeds by acorn weevils.   Methods We studied acorn weevils feeding on the seeds of Castanopsis   sclerophylla (Fagaceae) on two peninsulas and nine islands with varying   areas and isolation levels in the Thousand-island Lake in Chun'an   County, Zhejiang Province of China. Overall, crop size was estimated for   130 trees and predation status was assessed for 26 207 seeds from these   trees during two years. Generalized linear mixed models were performed   to clarify how island area and isolation interplayed with crop size to   determine predation rate on a single tree.   Important Findings A negative relationship was detected between crop   size and seed predation rate, indicating predator satiation at the tree   level. This suggests that acorn weevils tend to stay sedentary once they   have arrived at a suitable habitat. Habitat fragmentation had   significant effects on seed predation such that predation rate was   higher on larger, less isolated islands. Furthermore, the relationship   between crop size and predation rate was significantly changed by both   island area and isolation. This finding highlighted that the effects of   habitat isolation might be overlooked relative to those of habitat loss.",1288,no,ER,,,
"William F. Laurance, Bernard Dell, Stephen M. Turton, Michael J. Lawes, Lindsay B. Hutley, Hamish McCallum, Patricia Dale, Michael Bird, Giles Hardy, Gavin Prideaux, Ben Gawne, Clive R. McMahon, Richard Yu, Jean-Marc Hero, Lin Schwarzkop, Andrew Krockenberger, Michael Douglas, Ewen Silvester, Michael Mahony, Karen Vella, Udoy Saikia, Carl-Henrik Wahren, Zhihong Xu, Bradley Smith, Chris Cocklin",2011,The 10 Australian ecosystems most vulnerable to tipping points,BIOLOGICAL CONSERVATION,1472-1480,1472-1480,10.1016/j.biocon.2011.01.016,"We identify the 10 major terrestrial and marine ecosystems in Australia   most vulnerable to tipping points, in which modest environmental changes   can cause disproportionately large changes in ecosystem properties. To   accomplish this we independently surveyed the coauthors of this paper to   produce a list of candidate ecosystems, and then refined this list   during a 2-day workshop. The list includes (1) elevationally restricted   mountain ecosystems, (2) tropical savannas, (3) coastal floodplains and   wetlands, (4) coral reefs, (5) drier rainforests, (6) wetlands and   floodplains in the Murray-Darling Basin, (7) the Mediterranean   ecosystems of southwestern Australia, (8) offshore islands, (9)   temperate eucalypt forests, and (10) salt marshes and mangroves. Some of   these ecosystems are vulnerable to widespread phase-changes that could   fundamentally alter ecosystem properties such as habitat structure,   species composition, fire regimes, or carbon storage. Others appear   susceptible to major changes across only part of their geographic range,   whereas yet others are susceptible to a large-scale decline of key   biotic components, such as small mammals or stream-dwelling amphibians.   For each ecosystem we consider the intrinsic features and external   drivers that render it susceptible to tipping points, and identify   subtypes of the ecosystem that we deem to be especially vulnerable. (C)   2011 Elsevier Ltd. All rights reserved.",1289,no,ER,,,
"Jesper Bruun Mosbacher, Niels Martin Schmidt, Anders Michelsen",2013,Impacts of eriophyoid gall mites on arctic willow in a rapidly changing   Arctic,POLAR BIOLOGY,1735-1748,1735-1748,10.1007/s00300-013-1393-6,"Arctic plants and herbivores are subject to ongoing climatic changes   that are more rapid and extreme than elsewhere on the planet, and thus   it is pivotal to understand the arctic plant-herbivore interactions in a   global change context. We examined how infestation by an eriophyoid gall   mite affects the circumpolar shrub Salix arctica, and how the effects   vary across vegetation types. Specifically, we compared multiple leaf   characteristics (leaf area, biomass, nutrient levels, delta N-15 and   delta C-13, and stress and performance of the photosynthetic apparatus)   of infested leaves to those of un-infested leaves. Furthermore, we   examined how altered environmental conditions, here experimentally   manipulated levels of temperature, water and nutrients, shading, and   UV-B radiation, affect the prevalence, density, and intensity of gall   mite infestation and its impacts on S. arctica. Infested leaves were   smaller in area and biomass and had lower nitrogen and carbon pools.   However, their carbon concentration was higher, possibly because the   galls acted as carbon sinks. The smaller photosynthetic area and lower   nutrient content caused increased stress on the photosynthetic apparatus   in infested leaves. The remaining leaf tissue responded with a higher   photosynthetic performance, although there were indications of a general   reduction in photosynthesis. Female leaves were more affected than male   leaves. The experimental manipulations of environmental conditions did   not affect the gall prevalence, density, or intensity on S. arctica   leaves. Rather, plants responded positively to the treatments, reducing   the effects of the galls to in-significance. This suggests a higher   tolerance and defense against gall mites under future climate   conditions.",1290,maybe,ER,yes,,are gall mites parasites?
"James E. Byers, Tanya L. Rogers, Jonathan H. Grabowski, A. Randall Hughes, Michael F. Piehler, David L. Kimbro",2014,Host and parasite recruitment correlated at a regional scale,OECOLOGIA,731-738,731-738,10.1007/s00442-013-2809-2,"Drivers of large-scale variability in parasite prevalence are not well   understood. For logistical reasons, explorations of spatial patterns in   parasites are often performed as observational studies. However, to   understand the mechanisms that underlie these spatial patterns,   standardized and controlled comparisons are needed. Here, we examined   spatial variability in infection of an important fishery species and   ecosystem engineer, the oyster (Crassostrea virginica) by its pea crab   parasite (Zaops ostreus) across 700 km of the southeastern USA   coastline. To minimize the influence of host genetics on infection   patterns, we obtained juvenile oysters from a homogeneous source stock   and raised them in situ for 3 months at multiple sites with similar   environmental characteristics. We found that prevalence of pea crab   infection varied between 24 and 73 \% across sites, but not   systematically across latitude. Of all measured environmental variables,   oyster recruitment correlated most strongly (and positively) with pea   crab infection, explaining 92 \% of the variability in infection across   sites. Our data ostensibly suggest that regional processes driving   variation in oyster recruitment similarly affect the recruitment of one   of its common parasites.",1291,no,ER,,,
"Klaas Welke, Jutta M. Schneider",2009,Inbreeding avoidance through cryptic female choice in the cannibalistic   orb-web spider Argiope lobata,BEHAVIORAL ECOLOGY,1056-1062,1056-1062,10.1093/beheco/arp097,"The adaptive value of polyandry in the absence of direct benefits is   often assumed to lie in the production of more viable or more attractive   offspring, mediated by additive genetic effects. Alternative models   propose nonadditive effects through the selective matching of compatible   genomes. If genetic incompatibility, for example, through hybridization,   inbreeding, or selfish genetic elements, reduces viability of offspring,   selection should favor pre- or postcopulatory mechanisms of inbreeding   avoidance. Postcopulatory inbreeding avoidance might be achieved by   polyandry in combination with cryptic female choice. Because female   spiders have paired and independent sperm storage organs that are only   filled one at a time, they have been suggested to be ideal organisms to   investigate cryptic female choice. Here we used orb-web spiders of the   Mediterranean species Argiope lobata to investigate whether females   treat ejaculates from siblings or nonsiblings differently. In   double-mating trials using sibling and nonsibling males in all possible   combinations, we experimentally manipulated which male mated into which   sperm storage organ and subsequently counted spermatozoa in these   storage organs. This experimental design allowed us to unambiguously   assign ejaculates to individual males. We found no differential storage   of sperm from first males but a significantly reduced amount of stored   sperm from the second male if he was a sibling. Our results suggest that   females cryptically chose sperm to trade up to more compatible males   through storing different quantities.",1292,no,ER,,,
"Charles J. Krebs, Rudy Boonstra, Stan Boutin",2018,Using experimentation to understand the 10-year snowshoe hare cycle in   the boreal forest of North America,JOURNAL OF ANIMAL ECOLOGY,87-100,87-100,10.1111/1365-2656.12720,"1. Population cycles have long fascinated ecologists from the time of   Charles Elton in the 1920s. The discovery of large population   fluctuations in undisturbed ecosystems challenged the idea that pristine   nature was in a state of balance. The 10-year cycle of snowshoe hares   (Lepus americanus Erxleben) across the boreal forests of Canada and   Alaska is a classic cycle, recognized by fur traders for more than   300years.   2. Since the 1930s, ecologists have investigated the mechanisms that   might cause these cycles. Proposed causal mechanisms have varied from   sunspots to food supplies, parasites, diseases, predation and social   behaviour. Both the birth rate and the death rate change dramatically   over the cycle. Social behaviour was eliminated as a possible cause   because snowshoe hares are not territorial and do not commit   infanticide.   3. Since the 1960s, large-scale manipulative experiments have been used   to discover the major limiting factors. Food supply and predation   quickly became recognized as potential key factors causing the cycle.   Experiments adding food and restricting predator access to field   populations have been decisive in pinpointing predation as the key   mechanism causing these fluctuations.   4. The immediate cause of death of most snowshoe hares is predation by a   variety of predators, including the Canada lynx (Lynx canadensis Kerr).   The collapse in the reproductive rate is not due to food shortage as was   originally thought, but is a result of chronic stress from predator   chases.   5. Five major issues remain unresolved. First, what is the nature of the   predator-induced memory that results in the prolonged low phase of the   cycle? Second, why do hare cycles form a travelling wave, starting in   the centre of the boreal forest in Saskatchewan and travelling across   western Canada and Alaska? Third, why does the amplitude of the cycle   vary greatly from one cycle to the next in the same area? Fourth, do the   same mechanisms of population limitation apply to snowshoe hares in   eastern North American or in similar ecosystems across Siberia? Finally,   what effect will climatic warming have on all the above issues? The   answers to these questions remain for future generations of biologists   to determine.",1293,no,ER,,,
"Michael A. Nash, Ary A. Hoffmann, Linda J. Thomson",2010,Identifying signature of chemical applications on indigenous and   invasive nontarget arthropod communities in vineyards,ECOLOGICAL APPLICATIONS,1693-1703,1693-1703,10.1890/09-1065.1,"Communities of arthropods providing ecosystem services (e.g., pest   control, pollination, and soil nutrient cycling) to agricultural   production systems are influenced by pesticide inputs, yet the impact of   pesticide applications on nontarget organisms is normally evaluated   through standardized sets of laboratory tests involving individual   pesticides applied to a few representative species. By combining   season-long pesticide applications of various insecticides and   fungicides into a metric based on the International Organization for   Biological and Integrated Control (IOBC) toxicity ratings, we evaluate   season-long pesticide impacts on communities of indigenous and exotic   arthropods across 61 vineyards assessed for an entire growing season.   The composition of arthropod communities, identified mostly at the   family level, but in some cases at the species level, was altered   depending on season-long pesticide use. Numbers of mostly indigenous   parasitoids, predatory mites, and coccinellids in the canopy, as well as   carabid/tenebrionid beetles and some spider families on the ground, were   decreased at higher cumulative pesticide metric scores. In contrast,   numbers of one invasive millipede species (Ommatoiulus moreletti Lucas,   Julida: Julidae) increased under higher cumulative pesticide metric   scores. These changing community patterns were detected despite the   absence of broad-spectrum insecticide applications in the vineyards.   Pesticide effects were mostly due to indoxacarb and sulphur, applied as   a fungicide. The reduction of beneficial arthropods and increase in an   invasive herbivorous millipede under high cumulative pesticide metric   scores highlights the need to manage nontarget season-long pesticide   impacts in vineyards. A cumulative pesticide metric, based on IOBC   toxicity ratings, provides a way of assessing overall toxicity effects,   giving managers a means to estimate and consider potential negative   season-long pesticide impacts on ecosystem services provided through   arthropod communities.",1294,no,ER,,,
"Graeme F. Clark, Ezequiel M. Marzinelli, Christopher J. Fogwill, Chris S. M. Turney, Emma L. Johnston",2015,"Effects of sea-ice cover on marine benthic communities: a natural   experiment in Commonwealth Bay, East Antarctica",POLAR BIOLOGY,1213-1222,1213-1222,10.1007/s00300-015-1688-x,"Sea-ice is a key physical driver of Antarctic marine ecosystems.   Understanding ecological effects of sea-ice is particularly important   given current and future climate change, but a major obstacle is the   impracticality of manipulating sea-ice at a relevant scale. However,   large-scale anomalous events, such as those occurring in Commonwealth   Bay, East Antarctica, provide opportunities for natural experiments.   Historically, katabatic winds have kept Commonwealth Bay ice-free for   most of each year, but since 2010, a massive grounded iceberg has   resulted in year-round sea-ice cover. We surveyed benthic communities in   Commonwealth Bay approximately 3 years after continuous sea-ice cover   began and found algal bed communities in severe decline. The majority   (similar to 75 \%) of large macroalgae were decomposing, and the   remainder were discoloured or bleached, while approximately 40 \% of   encrusting coralline algae were bleached. Accompanying this, the   presence of invertebrates such as ophiuroids and polychaetes suggests   that communities are in the early stages of transitioning to an   invertebrate-dominated state. With a known start date, monitoring   benthic communities in Commonwealth Bay will allow quantification of   rates of benthic regime shifts in response to sea-ice cover, and improve   understanding of the vulnerability of polar ecosystems to climate   change.",1295,no,ER,,,
"Oona M. Loennstedt, Mark I. McCormick",2015,Damsel in distress: captured damselfish prey emit chemical cues that   attract secondary predators and improve escape chances,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,NA,NA,10.1098/rspb.2015.2038,"In aquatic environments, many prey animals possess damage-released   chemical alarm cues that elicit antipredator behaviours in responsive   con-and heterospecifics. Despite considerable study, the selective   advantage of alarm cues remains unclear. In an attempt to investigate   one of the more promising hypotheses concerning the evolution of alarm   cues, we examined whether the cue functions in a fashion analogous to   the distress vocalizations emitted by many terrestrial animals. Our   results suggest that chemical alarm cues in damselfish (Pomacentridae)   may have evolved to benefit the cue sender by attracting secondary   predators who disrupt the predation event, allowing the prey a greater   chance to escape. The coral reef piscivore, the dusky dottyback   (Pseudochromis fuscus), chemically eavesdrops on predation events and   uses chemical alarm cues from fish prey (lemon damselfish; Pomacentrus   moluccensis) in an attempt to find and steal prey from primary   predators. Field studies showed that Ps. fuscus aggregate at sites where   prey alarm cue has been experimentally released. Furthermore, secondary   predators attempted to steal captured prey of primary predators in   laboratory trials and enhanced prey escape chances by 35-40\%. These   results are the first, to the best of our knowledge, to demonstrate a   mechanism by which marine fish may benefit from the production and   release of alarm cues, and highlight the complex and important role that   semiochemicals play in marine predator-prey interactions.",1296,no,ER,,,
"Karlo Hock, Nicholas H. Wolff, Roger Beeden, Jessica Hoey, Scott A. Condie, Kenneth R. N. Anthony, Hugh P. Possingham, Peter J. Mumby",2016,Controlling range expansion in habitat networks by adaptively targeting   source populations,CONSERVATION BIOLOGY,856-866,856-866,10.1111/cobi.12665,"Controlling the spread of invasive species, pests, and pathogens is   often logistically limited to interventions that target specific   locations at specific periods. However, in complex, highly connected   systems, such as marine environments connected by ocean currents,   populations spread dynamically in both space and time via transient   connectivity links. This results in nondeterministic future   distributions of species in which local populations emerge dynamically   and concurrently over a large area. The challenge, therefore, is to   choose intervention locations that will maximize the effectiveness of   the control efforts. We propose a novel method to manage dynamic species   invasions and outbreaks that identifies the intervention locations most   likely to curtail population expansion by selectively targeting local   populations most likely to expand their future range. Critically, at any   point during the development of the invasion or outbreak, the method   identifies the local intervention that maximizes the long-term benefit   across the ecosystem by restricting species' potential to spread. In so   doing, the method adaptively selects the intervention targets under   dynamically changing circumstances. To illustrate the effectiveness of   the method we applied it to controlling the spread of crown-of-thorns   starfish (Acanthaster sp.) outbreaks across Australia's Great Barrier   Reef. Application of our method resulted in an 18-fold relative   improvement in management outcomes compared with a random targeting of   reefs in putative starfish control scenarios. Although we focused on   applying the method to reducing the spread of an unwanted species, it   can also be used to facilitate the spread of desirable species through   connectivity networks. For example, the method could be used to select   those fragments of habitat most likely to rebuild a population if they   were sufficiently well protected.   Control de la Expansion de la Extension en las Redes de Habitats al   Enfocarse Adaptativamente en las Poblaciones Fuente El control de la   dispersion de las especies invasoras, las plagas y los patogenos   generalmente esta limitado logisticamente a las intervenciones que se   enfocan en localidades especificas durante periodos especificos. Sin   embargo, en sistemas complejos y muy bien conectados, como los ambientes   marinos conectados por las corrientes oceanicas, las poblaciones se   dispersan de manera dinamica tanto en el espacio como en el tiempo a   traves de enlaces transitorios de conectividad. Lo anterior resulta en   una distribucion futura no-determinista de las especies, en la que las   poblaciones locales emergen dinamica y concurrentemente en toda la   cobertura de un area grande. Por lo tanto, el reto es elegir localidades   de intervencion que maximizaran la efectividad de los esfuerzos de   control. Proponemos un metodo novedoso para manejar las invasiones   dinamicas de las especies y los brotes, el cual identifica las   localidades de intervencion con mayor probabilidad de restringir las   expansiones poblacionales al enfocarse selectivamente en las poblaciones   locales con mayor probabilidad de expandir su extension futura. En   cualquier momento del desarrollo de la invasion o el brote, el metodo   identifica de manera critica a la intervencion local que maximiza el   beneficio a largo plazo en todo el ecosistema al restringir el potencial   de dispersion de la especie. Al hacer esto, el metodo selecciona   adaptativamente a los objetivos de la intervencion bajo circunstancias   cambiantes de forma dinamica. Para ilustrar la efectividad del metodo,   lo aplicamos al control de la dispersion de los brotes de la estrella de   mar Acanthaster sp. en la Gran Barrera Arrecifal. La aplicacion de   nuestro metodo resulto en una mejora relativa 18 veces mayor en los   resultados de manejo, en comparacion con el enfoque al azar sobre los   arrecifes en escenarios putativos de control de estrellas de mar. Aunque   nos enfocamos en aplicar el metodo para reducir la dispersion de   especies no deseadas, tambien puede usarse para facilitar la dispersion   de especies deseables en las redes de conectividad. Por ejemplo, el   metodo podria usarse para seleccionar aquellos fragmentos de habitat con   mayor probabilidad de reconstruir una poblacion si es protegida   adecuadamente.   Resumen",1297,no,ER,,,
