STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include_do_not_use,screened_by,include_article_review,exclude_reason,note,exclude_reason_old
210,Tao,NO,"M. P. Carron, Q. Auriac, D. Snoeck, C. Villenave, E. Blanchart, F. Ribeyre, R. Marichal, M. Darminto, J. P. Caliman",2015,Spatial heterogeneity of soil quality around mature oil palms receiving   mineral fertilization,EUROPEAN JOURNAL OF SOIL BIOLOGY,24-31,24-31,10.1016/j.ejsobi.2014.11.005,"The African oil palm (Elaeis guineensis Jacq.) is grown on a total area   of 16 million ha; but data on soil quality in mature oil palm   plantations are fragmentary and data concerning biota are almost   nonexistent. Consequently, no well-tested sampling method is available   for soil diagnoses. We studied the spatial heterogeneity of the soil   around the palm by measuring comprehensive soil quality in a 24-year-old   oil palm plantation. Soil quality and litter were assessed in five zones   with different plant cover, and different applications of herbicide or   fertilizer. Physical-chemical characteristics, macrofauna, and   nematofauna were analysed. A sampling method was developed and adapted   to the way the cultivation practices are implemented: sampling by zone   and weighting the plot mean by the respective area of each zone. The   total density of macrofauna in the litter and in the 0-15 cm soil layer   followed a gradient from the harvest pathway (29 ind m(-2)) to the   windrow (1003 ind m(-2)). Ants (13-237 ind m(-2)), earthworms (11-120   ind m(-2)), Dermaptera (0-35 ind m(-2)), Coleoptera (3-24 ind m(-2)) and   Chilopoda (0-43 ind m(-2)) were the main taxa. The termite population   was very poor (3-4 ind m(-2)). The density of nematofauna was also   heterogeneous (268-805 ind 100 g(-1) of soil). Heterogeneity between   zones was also reflected in the density of the functional groups, mainly   soil engineers, detritivores and predators for macrofauna and bacterial   feeders, and phytoparasites for nematofauna. The weeded circular zone   around the palm had the highest soil nutrient content (P, K, Ca, Mg,   C-org CEC, base saturation). Its biodiversity was average but it   contained the highest density of earthworms and nematofauna. Possible   relationships between chemicals and biological groups in the food web   are discussed. (C) 2014 Elsevier Masson SAS. All rights reserved.",482,NA,TH,,,,
211,Tao,NO,"J. B. Larsen, A. Larsen, R. Thyrhaug, G. Bratbak, R. -A. Sandaa",2008,Response of marine viral populations to a nutrient induced phytoplankton   bloom at different pCO(2) levels,BIOGEOSCIENCES,523-533,523-533,10.5194/bg-5-523-2008,"During the PeECE III mesocosm experiment in 2005 we investigated how the   virioplankton community responded to increased levels of nutrients (N   and P) and CO(2). We applied a combination of flow cytometry, Pulsed   Field Gel Electrophoresis and degenerate PCR primers to categorize and   quantify individual viral populations, and to investigate their temporal   dynamics. Species specific and degenerate primers enabled us to identify   two specific large dsDNA viruses, EhV and CeV, infecting the haptophytes   Emiliania huxleyi and Crysochromulina ericina, respectively. Some of the   viral populations detected and enumerated by flow cytometry did not   respond to altered CO(2)-levels, but the abundance of EhV and an   unidentified dsDNA virus decreased with increasing CO(2) levels. Our   results thus indicate that CO(2) conditions, or the related change in   pH, may affect the marine pelagic food web at the viral level. Our   results also demonstrate that in order to unravel ecological problems as   how CO(2) and nutrient levels affect the relationship between marine   algal viruses and their hosts, we need to continue the effort to develop   molecular markers used to identify both hosts and viruses.",483,NA,TH,,,,
212,Tao,NO,"Sarah A. Orlofske, Robert C. Jadin, Jason T. Hoverman, Pieter T. J. Johnson",2014,Predation and disease: understanding the effects of predators at several   trophic levels on pathogen transmission,FRESHWATER BIOLOGY,1064-1075,1064-1075,10.1111/fwb.12329,"Predators can directly and indirectly influence host-parasite   interactions by consuming infected individuals, by removing infectious   parasite stages and by changing host traits (e.g. behaviour). Because   such effects can affect infection positively or negatively,   understanding the net effects of predation on pathogen transmission   under natural conditions is important.   We conducted a mesocosm experiment to examine the effects of predators   on interactions between tadpole hosts (Pseudacris regilla) and trematode   parasites (Ribeiroia ondatrae). We manipulated the presence of   (non-lethal, i.e., caged) predators of tadpoles (dragonfly larvae) and   (potentially lethal) parasite predators (damselfly larvae) to evaluate   their individual and combined effects on host infection. We expected   that dragonflies would reduce tadpole activity and thereby increase   parasite infection through a reduction in antiparasite behaviour.   Because damselflies can consume parasites in the laboratory, we   predicted that damselflies would lower infection by consuming parasites   before they infected tadpoles. Our goal was to evaluate the net   consequences of these predator-mediated effects for host/prey infection.   The presence of caged dragonflies reduced tadpole activity, resulting in   a similar to 50\% increase in average infection load compared to   treatments without predators. In contrast to our prediction that   damselflies would reduce infection, damselflies elicited behavioural and   morphological changes in hosts similar to dragonflies, with a comparable   increase in parasite transmission. Thus, predator-mediated effects were   evident predominantly through changes in host/prey behaviour, rather   than through changes in the abundance of parasites. The lack of a direct   effect of predators on infection (i.e. via consumption of parasites)   could be the result of the presence of alternative prey (zooplankton) or   a mismatch in timing between visual predators feeding during the day and   parasites released from the first intermediate host and infecting   amphibians at night.   The presence of predators also stimulated morphological defences in   their tadpole prey, including increased tail and body depth.   Interestingly, we found that parasite infection also induced   morphological changes in tadpole tail and body depth, similar to changes   produced by (non-lethal) cues from predators. Parasites caused   malformations in tadpoles, but there were no effects on tadpole growth   or development from either parasites or predators.   This research has key implications for linking predation and infectious   disease in aquatic ecosystems. Our results emphasise the importance of   indirect effects of predators on infection and highlight possible   trade-offs in mitigating the concurrent risks of predation and disease.   Parasites can also alter host morphology through trait-mediated effects   similar to predators, supporting a broader inclusion of parasites in the   study of the ecology of natural enemies.",484,NA,TH,,,,
213,Tao,NO,"Dirk Sanders, F. J. Frank van Veen",2012,Indirect commensalism promotes persistence of secondary consumer species,BIOLOGY LETTERS,960-963,960-963,10.1098/rsbl.2012.0572,"Local species extinctions may lead to, often unexpected, secondary   extinctions. To predict these, we need to understand how indirect   effects, within a network of interacting species, affect the ability of   species to persist. It has been hypothesized that the persistence of   some predators depends on other predator species that suppress   competitively dominant prey to low levels, allowing a greater diversity   of prey species, and their predators, to coexist. We show that, in   experimental insect communities, the absence of one parasitoid wasp   species does indeed lead to the extinction of another that is separated   by four trophic links. These results highlight the importance of a   holistic systems perspective to biodiversity conservation and the   necessity to include indirect population dynamic effects in models for   predicting cascading extinctions in networks of interacting species.",485,NA,TH,,,,
214,Tao,NO,"Romeo A. Saldana-Vazquez, Alejandro A. Castro-Luna, Cesar A. Sandoval-Ruiz, Jesus R. Hernandez-Montero, Kathryn E. Stoner",2013,"Population Composition and Ectoparasite Prevalence on Bats (Sturnira   ludovici; Phyllostomidae) in Forest Fragments and Coffee Plantations of   Central Veracruz, Mexico",BIOTROPICA,351-356,351-356,10.1111/btp.12007,"Studies comparing the abundance of frugivorous bats in shade-coffee   plantations and forest fragments report contradictory results, and have   not taken into account the landscape context in which coffee plantations   are immersed. Variables of population composition such as abundance, sex   proportion, and reproductive condition, together with biological tags   (i.e., bat fly prevalence), can provide information about spatiotemporal   dynamics of habitats used by bats. In the central part of Veracruz,   Mexico, we compared population variables and ectoparasite prevalence of   the highland yellow-shouldered bat (Sturnira ludovici) in two   landscapes, one dominated by shade-coffee plantations and another by   forest fragments. Comparing these attributes between these two   landscapes will increase our knowledge about the role of this   agro-ecosystem in the conservation of this species, which is an   important seed disperser of cloud forest vegetation. Total abundance and   proportion of females was greater in forest fragments than in coffee   plantations, whereas the percentage of reproductive females and bat fly   prevalence was similar between landscapes. Our results show that   landscapes with forest fragments harbor the greatest abundance of S.   ludovici, but shade-coffee plantations also are utilized by S. ludovici   and likely adjacent forest remnants provide enough food resources for   this species and other frugivores. Moreover, this study provides more   evidence documenting the importance of preserving the last cloud forest   fragments in the central region of Veracruz, Mexico, and suggests that   using shade-coffee plantations to connect forest fragments may be an   effective way of maintaining populations of S. ludovici and likely other   volant frugivores.",486,NA,TH,,,,
215,Tao,NO,"Oliver Berry, Cathy Bulman, Michael Bunce, Megan Coghlan, Daithi C. Murray, Robert D. Ward",2015,Comparison of morphological and DNA metabarcoding analyses of diets in   exploited marine fishes,MARINE ECOLOGY PROGRESS SERIES,167-181,167-181,10.3354/meps11524,"Ecosystem-based management (EBM) is a framework for managing marine re   sources. EBM strategies can be evaluated with ecosystem models that   represent functional components of ecosystems, including anthropogenic   factors. Foodwebs are at the core of ecosystem models, but because   dietary data can be difficult to obtain, they are often coarsely   characterised. High-throughput DNA sequencing (HTS) of diets is a rapid   way to parameterise foodwebs at enhanced taxonomic resolution, and   potentially, to optimise the functioning of ecosystem models. We   evaluated the relative merits of microscopic and HTS analyses of the   diets of 8 fish species harvested in Australia's most intensive fishery,   viz. the southeast trawl fishery. We compare the taxonomic resolution   and phylogenetic breadth of diets yielded by these methods and include a   comparison of 3 DNA barcoding markers (mtDNA COX1 Minibar, mtDNA 16S   Chord-cephA, nDNA 18S Bilateria). Using paired individual gut samples (n   = 151), we demonstrate that HTS typically identified similar taxon   richness but at significantly higher taxonomic resolution than   microscopy. However, DNA barcode selection significantly affected both   the resolution and phylogenetic breadth of estimated diets. Both COX1   Minibar and 16S Chord-cephA barcodes provided higher taxonomic   resolution than morphological analysis, but the resolution varied   between taxonomic groups primarily due to availabilities of reference   data. However, neither barcode recovered the full dietary spectrum   revealed by the 18S Bilateria barcode. HTS also revealed the presence of   dietary items not previously recorded for target species, and diverse   parasite assemblages. We conclude that HTS has the potential to improve   structure and function of ecosystem models and to facilitate   best-practice EBM.",487,NA,TH,,,,
216,Tao,NO,"Kalle Hellstrom, James M. Bullock, Richard F. Pywell",2011,Testing the generality of hemiparasitic plant effects on mesotrophic   grasslands: A multi-site experiment,BASIC AND APPLIED ECOLOGY,235-243,235-243,10.1016/j.baae.2011.02.010,"Restoration of species-rich, semi-natural grasslands is one of the key   conservation challenges in Europe. Many of these grasslands have lost   their diversity due to agricultural intensification. A new tool to   facilitate restoration is to introduce hemiparasitic plants such as   Rhinanthus species. R. minor accelerates restoration by decreasing the   biomass of competitive plants and creating gaps which benefit colonising   species. Questions remain about the generality of these impacts and   whether R. minor can establish and facilitate community change in more   productive grasslands. We addressed these questions by introducing R.   minor into 13 mesotrophic grassland sites in southern England. These   represented four main soil types and different ages of grasslands (eight   permanent grasslands and five temporary ex-arable grasslands). We   investigated two treatments using a factorial design: +/- Rhinanthus   seed addition and +/- soil surface scarification. Rhinanthus populations   established at all but one site. There was high variation in   establishment success between the sites (range 0\% to 25\%), but   productivity of the site or nutrient level did not affect establishment.   However, scarification improved establishment. Rhinanthus decreased host   (mainly grasses and legumes) biomass by between 27 and 37\%.   Scarification also decreased grass, legume, total and host biomass.   There was a strong negative relationship between the abundance of   hemiparasites and grass biomass. Non-leguminous herbs were not affected   by the treatments, but grassland age had an effect as there were more   herbs in permanent grasslands. The results show that it is possible to   establish Rhinanthus into different mesotrophic grassland communities   representing a variety of soil types and ages, suggesting it is a   practical and widely applicable tool for restoration. The considerable   variation in the rate of Rhinanthus establishment is unexplained. The   factors behind this variation may lie in unfavourable weather conditions   during germination and seedling stages, and herbivory.",488,NA,TH,,,,
217,Tao,NO,"Spencer R. Hall, Claes R. Becker, Meghan A. Duffy, Carla E. Caceres",2010,Variation in Resource Acquisition and Use among Host Clones Creates Key   Epidemiological Trade-Offs,AMERICAN NATURALIST,557-565,557-565,10.1086/656523,"Parasites can certainly harm host fitness. Given such virulence, hosts   should evolve strategies to resist or tolerate infection. But what   governs those strategies and the costs that they incur? This study   illustrates how a fecundity-susceptibility trade-off among clonally   reared genotypes of a zooplankton (Daphnia dentifera) infected by a   fungal parasite (Metschnikowia) arises due to variation in resource   acquisition and use by hosts. To make these connections, we used lab   experiments and theoretical models that link feeding with   susceptibility, energetics, and fecundity of hosts. These feeding-based   mechanisms also produced a fecundity-survivorship trade-off. Meanwhile,   a parasite spore yield-fecundity trade-off arose from variation in   juvenile growth rate among host clones (another index of resource use),   a result that was readily anticipated and explained by the models. Thus,   several key epidemiological trade-offs stem from variation in resource   acquisition and use among clones. This connection should catalyze the   creation of new theory that integrates resource- and gene-based   responses of hosts to disease.",489,NA,TH,,,,
218,Tao,NO,"Yolanda H. Chen, Stephen C. Welter",2007,Crop domestication creates a refuge from parasitism for a native moth,JOURNAL OF APPLIED ECOLOGY,238-245,238-245,10.1111/j.1365-2664.2006.01255.x,"1. Insect herbivores are generally more abundant in agro-ecosystems than   in natural ecosystems. One possible cause is that artificial selection   of crop plants may have disrupted parasitoid-herbivore interactions. We   studied a native tritrophic system to determine if crop domestication   has created a refuge for the sunflower moth Homoeosoma electellum from   its major parasitoid Dolichogenidea homoeosomae.   2. Parasitoid foraging behaviour on infested wild and agricultural   sunflowers was studied using event-recording software. We used detailed   observations on larval feeding location and parasitoid probing behaviour   to determine if the lower parasitism on agricultural sunflowers was the   result of a structural refuge or a change in parasitoid foraging   behaviour.   3. Greater than 20 times more larvae fed on seeds of agricultural   sunflowers than on seeds of wild sunflowers. Seed-feeding enabled larvae   to escape parasitoids because their ovipositors were too weak to   penetrate the seed. As a consequence, larvae were more likely to be   parasitized on wild sunflowers than on agricultural sunflowers, and   floret-feeding larvae were more likely to be parasitized than   seed-feeding larvae.   4. Parasitoids were more stimulated to probe for larvae on wild   sunflowers than on agricultural sunflowers. However, they responded to   larval feeding location rather than plant genotype. Thus lower   parasitism on agricultural sunflowers was due to a structural refuge for   larvae rather than a change in parasitoid foraging behaviour.   5. Synthesis and applications. Crop domestication has created a   structural refuge from parasitism. The presence of refuges on   agricultural plants helps explain why some insects are difficult to   regulate using biological control. Studying parasitoid activity on wild   relatives of agricultural plants can identify how plant variation   contributes to the creation of a refuge. Beneficial plant traits can   then potentially be bred back into the crop germplasm in order to   enhance the biological control of insect pests in agroecosystems.",490,NA,TH,,,,
219,Tao,NO,"Brendan M. Connors, N. Brent Hargreaves, Simon R. M. Jones, Lawrence M. Dill",2010,Predation intensifies parasite exposure in a salmonid food chain,JOURNAL OF APPLIED ECOLOGY,1365-1371,1365-1371,10.1111/j.1365-2664.2010.01887.x,"1. Parasites can influence ecosystem structure, function and dynamics by   mediating predator-prey interactions. Recurrent infestations of the   salmon louse Lepeophtheirus salmonis associated with salmon aquaculture   may mediate interactions between juvenile salmonids. Louse infection   increases pink salmon Oncorhynchus gorbuscha susceptibility to   predation, resulting in the trophic transmission of lice (with an adult   male bias) to coho salmon O. kisutch predators. While experimental   evidence is accumulating, the extent to which trophic transmission   structures the distribution of lice among juvenile salmon in the wild is   unknown.   2. We used a hierarchical modelling approach to examine the abundance   and sex ratio of salmon lice on juvenile pink and coho salmon, collected   from a region of salmon aquaculture during sea louse infestations, to   test the hypothesis that trophic transmission of salmon lice increases   infection on coho that feed upon infected pink salmon prey.   3. As predicted, coho had higher adult and pre-adult louse abundance   than their pink salmon prey, and louse abundance was more adult male   biased on predators than sympatric prey. We estimate that trophic   transmission accounts for 53-67\% of pre-adult and adult louse infection   on coho.   4. Synthesis and applications. These results suggest that, by evading   predation, salmon lice can accumulate up juvenile salmon food webs.   Predators, such as coho, can experience a two-to threefold increase in   parasite exposure through predation on infected prey than would   otherwise occur through passive exposure to infective larvae. Thus,   predation may intensify parasite exposure and undermine the protection   to ectoparasites conferred by the larger body size of predators. For   larger predatory wild juvenile salmon, the risk of louse transmission   from farmed salmon may therefore be greater than previously appreciated.   These findings argue for an ecosystem perspective in monitoring and   managing the marine environment in areas of intensive salmon aquaculture   that includes the productivity and ecological interactions of all   salmonid species.",491,NA,TH,,,,
220,Tao,NO,"Gabriel E. Garcia-Pena, Andres Garchitorena, Kevin Carolan, Elsa Canard, Anne-Helene Prieur-Richard, Gerardo Suzan, James N. Mills, Benjamin Roche, Jean-Francois Guegan",2016,Niche-based host extinction increases prevalence of an environmentally   acquired pathogen,OIKOS,1508-1515,1508-1515,10.1111/oik.02700,"Understanding the ecology of environmentally acquired and multi-host   pathogens affecting humans and wildlife has been elusive in part because   fluctuations in the abundance of host and pathogen species may feed back   onto pathogen transmission. Complexity of pathogen-host dynamics emerges   from processes driving local extinction of the pathogen, its hosts and   non-hosts. While the extinction of species may entail losses in   pathogen-host interactions and decrease the proportion of hosts infected   by a pathogen (prevalence), some studies suggest the opposite pattern.   Niche-based extinction, based on the species tolerance to environmental   conditions, may increase prevalence of infection because the pathogen   and its hosts persist, while other species go extinct. Hence,   understanding prevalence of infection requires disentangling random-and   niche-based extinction processes occurring simultaneously. To contribute   to this exercise, we analysed the prevalence of an environmentally   acquired, multi-host pathogen, Mycobacterium ulcerans (MU), in a unique   dataset of 16 communities of freshwater animals, surveyed during 12   months in Akonolinga, Cameroon in equatorial Africa. Two different   ecosystems were identified: rivers (lotic) and swamps and flooded areas   (lentic). Increased prevalence of MU infection was correlated with   niche-based extinction of aquatic host invertebrates and vertebrates in   the lentic ecosystems, whereas decreased prevalence was associated with   random disassembly of the lotic ecosystems. This finding suggests that   random and niche-based extinction of host taxa are key to assessing the   effect of local extinction of species on the ecology of environmentally   acquired and multi-host pathogens.",492,NA,TH,,,,
221,Tao,NO,"T. Emiko Condeso, Ross K. Meentemeyer",2007,Effects of landscape heterogeneity on the emerging forest disease sudden   oak death,JOURNAL OF ECOLOGY,364-375,364-375,10.1111/j.1365-2745.2006.01206.x,"Sudden oak death is an emerging forest disease caused by the pathogen   Phytophthora ramorum that is invading the west coast of the United   States and semi-natural areas in Europe. This disease causes lethal stem   infections in oaks (Quercus spp.) and tanoak (Lithocarpus densiflorus),   as well as non-lethal foliar infections in a range of other species.   We investigated two questions to evaluate the effect of landscape   structure on the spread of P. ramorum: (i) does the spatial pattern of   forested habitat predict P. ramorum disease severity, and is this   relationship scale-dependent; and (ii) what influence does spatial   pattern have on the optimal microclimate conditions for P. ramorum   reproduction?   We mapped the spatial distribution of suitable forest habitat for P.   ramorum and established 86 randomly located field plots within a   20-km(2) region of northern California. For each plot, we quantified P.   ramorum disease severity and measured the abundance of woody species.   Disease severity in each plot was examined in relation to the   surrounding landscape structure measured for nested landscapes of   increasing scale.   P. ramorum disease severity was greatest in plots surrounded by a high   proportion of contiguous forest, after accounting for plot-level   variables of host abundance, elevation, canopy cover and microclimate.   The explanatory power of the model increased with increasing scale up to   200 m, but was not significant at scales less than 50 m.   High disease severity was associated with lower temperatures in the   field than the laboratory-determined optimal range for pathogen   reproduction. Variation in microclimate conditions was explained by   elevation, not the pattern of host vegetation, indicating that spatially   varying disease severity was not a function of microclimate-related edge   effects on pathogen growth and survival.   Both landscape-scale configuration and local composition of host habitat   are related to the severity of this destructive forest disease.   Increased disease severity within contiguous woodlands may have a   considerable impact on the composition of such woodlands, with cascading   effects on the population dynamics of both host and pathogen.",493,NA,TH,,,,
222,Tao,NO,"David Giron, Enric Frago, Gaelle Glevarec, Corne M. J. Pieterse, Marcel Dicke",2013,Cytokinins as key regulators in plant-microbe-insect interactions:   connecting plant growth and defence,FUNCTIONAL ECOLOGY,599-609,599-609,10.1111/1365-2435.12042,"Plant hormones play important roles in regulating plant growth and   defence by mediating developmental processes and signalling networks   involved in plant responses to a wide range of parasitic and mutualistic   biotic interactions. Plants are known to rapidly respond to pathogen and   herbivore attack by reconfiguring their metabolism to reduce   pathogen/herbivore food acquisition. This involves the production of   defensive plant secondary compounds, but also an alteration of the plant   primary metabolism to fuel the energetic requirements of the direct   defence. Cytokinins are plant hormones that play a key role in plant   morphology, plant defence, leaf senescence and sourcesink relationships.   They are involved in numerous plantbiotic interactions. These   phytohormones may have been the target of arthropods and pathogens over   the course of the evolutionary arms race between plants and their biotic   partners to hijack the plant metabolism, control its physiology and/or   morphology and successfully invade the plant. In the case of arthropods,   cytokinin-induced phenotypes can be mediated by their bacterial   symbionts, giving rise to intricate plantmicrobeinsect interactions.   Cytokinin-mediated effects strongly impact not only plant growth and   defence but also the whole community of insect and pathogen species   sharing the same plant by facilitating or preventing plant invasion.   This suggests that cytokinins (CKs) are key regulators of the plant   growth-defence trade-off and highlights the complexity of the finely   balanced responses that plants use while facing both invaders and   mutualists.",494,NA,TH,,,,
223,Tao,NO,"James W. Bressette, Harald Beck, Vanessa B. Beauchamp",2012,Beyond the browse line: complex cascade effects mediated by white-tailed   deer,OIKOS,1749-1760,1749-1760,10.1111/j.1600-0706.2011.20305.x,"In many ecosystems, browsing of large mammals can affect plant species   compositions. However, much less is known about potential above- and   below-ground trophic interactions of large browsing mammals. This study   focused on the direct and indirect effects of browsing on trophic and   abiotic interactions within forest ecosystems. To quantify above- and   below-ground cascade effects, white-tailed deer have been excluded for   over 18 years from three 4-ha plots, which were paired with same sized   deer access plots. Our results demonstrate complex direct and indirect   cascade effects on forest food webs. Deer exclusion directly altered   woody species composition and significantly increased shrub and sapling   density. Above-ground cascade effects include greater leaf litter   accumulation and higher arthropod density and biomass within the   exclosures. Below-ground indirect effects include significant decrease   in soil nutrients, and higher arbuscular mycorrhizal fungal inoculum   potential in the exclosures. Because ecosystems have finite resource   availability, high deer density may imbalance the system by redirecting   resources toward maintaining deer biomass at the expense of multiple   trophic levels throughout the forest community. Both complex bottom up   and top down trophic cascade effects demonstrated largely unidirectional   negative responses suggesting that high deer density has reduced the   biodiversity of the forest community.",495,NA,TH,,,,
224,Tao,NO,"S. E. Hartley, J. P. Green, F. P. Massey, M. C. P. Press, A. J. A. Stewart, E. A. John",2015,Hemiparasitic plant impacts animal and plant communities across four   trophic levels,ECOLOGY,2408-2416,2408-2416,10.1890/14-1244.1,"Understanding the impact of species on community structure is a   fundamental question in ecology. There is a growing body of evidence   that suggests that both subdominant species and parasites can have   disproportionately large effects on other organisms. Here we report   those impacts for a species that is both subdominant and parasitic, the   hemiparasite Rhinanthus minor. While the impact of parasitic angiosperms   on their hosts and, to a lesser degree, coexisting plant species, has   been well characterized, much less is known about their effects on   higher trophic levels. We experimentally manipulated field densities of   the hemiparasite Rhinanthus minor in a species-rich grassland, comparing   the plant and invertebrate communities in plots where it was removed,   present at natural densities, or present at enhanced densities. Plots   with natural and enhanced densities of R. minor had lower plant biomass   than plots without the hemiparasite, but enhanced densities almost   doubled the abundance of invertebrates within the plots across all   trophic levels, with effects evident in herbivores, predators, and   detritivores. The hemiparasite R. minor, despite being a subdominant and   transient component within plant communities that it inhabits, has   profound effects on four different trophic levels. These effects persist   beyond the life of the hemiparasite, emphasizing its role as a keystone   species in grassland communities.",496,NA,TH,,,,
225,Tao,NO,"Ilka C. Feller, Anne Chamberlain",2007,Herbivore responses to nutrient enrichment and landscape heterogeneity   in a mangrove ecosystem,OECOLOGIA,607-616,607-616,10.1007/s00442-007-0760-9,"Complex gradients in forest structure across the landscape of offshore   mangrove islands in Belize are associated with nutrient deficiency and   flooding. While nutrient availability can affect many ecological   processes, here we investigate how N and P enrichment interact with   forest structure in three distinct zones (fringe, transition, dwarf) to   alter patterns of herbivory as a function of folivory, loss of yield,   and tissue mining. The effects of nutrient addition and zone varied by   functional feeding group or specific herbivore. Folivory ranged from 0   to 0.4\% leaf area damaged per month, but rates did not vary by either   nutrient enrichment or zone. Leaf lifetime damage ranged from 3 to 10\%   of the total leaf area and was caused primarily by the omnivorous tree   crab Aratus pisonii. We detected two distinct spatial scales of response   by A. pisonii that were unrelated to nutrient treatment, i.e., most   feeding damage occurred in the fringe zone and crabs fed primarily on   the oldest leaves in the canopy. Loss of yield caused by the bud moth   Ecdytolopha sp. varied by zone but not by nutrient treatment. A   periderm-mining Marmara sp. responded positively to nutrient enrichment   and closely mirrored the growth response by Rhizophora mangle across the   tree height gradient. In contrast, a leaf-mining Marmara sp. was   controlled by parasitoids and predators that killed > 89\% of its   larvae. Thus, nutrient availability altered patterns of herbivory of   some but not all mangrove herbivores. These findings support the   hypothesis that landscape heterogeneity of the biotic and abiotic   environment has species-specific effects on community structure and   trophic interactions. Predicting how herbivores respond to nutrient   over-enrichment in mangrove ecosystems also requires an assessment of   habitat heterogeneity coupled with feeding strategies and   species-specific behavior measured on multiple scales of response.",497,NA,TH,,,,
226,Tao,NO,"Erida Gjini, Sten Madec",2017,A slow-fast dynamic decomposition links neutral and non-neutral   coexistence in interacting multi-strain pathogens,THEORETICAL ECOLOGY,129-141,129-141,10.1007/s12080-016-0320-1,"Understanding the dynamics of multi-type microbial ecosystems remains a   challenge, despite advancing molecular technologies for diversity   resolution within and between hosts. Analytical progress becomes   difficult when modelling realistic levels of community richness, relying   on computationally- intensive simulations and detailed parametrisation.   Simplification of dynamics in polymorphic pathogen systems is possible   using aggregationmethods and the slow-fast dynamics approach. Here, we   develop one new such framework, tailored to the epidemiology of an   endemic multi-strain pathogen. We apply Goldstone's idea of slow   dynamics resulting from spontaneously broken symmetries to study direct   interactions in co-colonization, ranging from competition to   facilitation between strains. The slow-fast dynamics approach   interpolates between a neutral and nonneutral model for multi-strain   coexistence, and quantifies the asymmetries that are important for the   maintenance and stabilisation of diversity.",498,NA,TH,,,,
227,Tao,NO,"R. Poulin, R. A. Paterson, C. R. Townsend, D. M. Tompkins, D. W. Kelly",2011,Biological invasions and the dynamics of endemic diseases in freshwater   ecosystems,FRESHWATER BIOLOGY,676-688,676-688,10.1111/j.1365-2427.2010.02425.x,"P>1. Biological invasions, still occurring worldwide at an alarming   rate, are widely acknowledged as threats to the integrity and   functioning of ecosystems. In addition to introducing disease,   biological invasions have also been linked to sudden increases in the   incidence or severity of previously existing diseases. We review and   illustrate the potential direct and indirect impacts of introduced   species on the dynamics of endemic parasites in freshwater ecosystems.   2. Introduced species may trigger and sustain disease emergence by   acting as competent hosts for endemic parasites in which infection is   amplified and then `spilled back' to native hosts. In contrast, if   introduced species are not suitable hosts for endemic parasites but   become infected anyway, they may act as sinks for parasites and thus   dilute disease risk for native hosts.   3. Another mechanism by which introduced species can influence endemic   parasitic diseases is by altering the relative abundance of one of the   parasite's hosts in ways that could either enhance or reduce disease   transmission to other native hosts in the parasite's life cycle.   4. Introduced species may also alter disease incidence and severity in   native hosts through trait-mediated indirect effects. For example, the   introduced species could change the exposure or susceptibility of native   hosts to infection by causing alterations in their behaviour or   immunocompetence. Also, by directly changing physicochemical conditions   and modifying environmental stressors introduced species may indirectly   affect native host exposure and/or resistance to disease.   5. A survey of parasites infecting introduced freshwater fish in four   distinct geographical areas revealed that use of non-indigenous hosts by   endemic parasites is widespread, mostly involving parasites transmitted   via the food chain.   6. We conclude by presenting a framework, based on risk assessment, for   the prediction and possible mitigation of the impact of introduced   species on endemic diseases and by calling for greater recognition of   the potential role of invasive species as triggers of endemic disease   emergence.",499,NA,TH,,,,
228,Tao,NO,"Monika H. Egerer, Heidi Liere, Brenda B. Lin, Shalene Jha, Peter Bichier, Stacy M. Philpott",2018,Herbivore regulation in urban agroecosystems: Direct and indirect   effects,BASIC AND APPLIED ECOLOGY,44-54,44-54,10.1016/j.baae.2018.02.006,"Urban agroecosystems can provide habitat for biodiversity and can   benefit human communities through urban food provisioning. Moreover,   urban agroecosystems could be managed so as to optimize ecosystem   services like natural pest control provided by trophic interactions   between natural enemies and herbivores. As in other ecosystems,   predation and parasitism regulate herbivores in urban settings, but less   is known about the relative importance of direct and indirect effects at   local and landscape scales in highly managed urban agroecosystems. We   collected data on herbivore (cabbage aphid) density and parasitism   ratios (proportion of parasitized aphid ``mummies'') in 25 community   gardens in three counties in the California central coast, USA. We used   structural equation modeling to examine the effects of direct factors   (host plant characteristics and parasitism) and indirect factors (soil,   garden, and landscape characteristics) on herbivore density changes at   two time points in the growing season (June and August). Aphid density,   but not parasitism, varied across counties over the season, and there   was a strong negative relationship between aphid density and parasitism.   Direct effects were strong drivers of aphid density but not parasitism.   In June, aphid density increased with host plant volume but decreased   with greater floral density, while parasitism was only influenced by   aphid density. In August, host plant volume similarly positively   affected aphid density, and soil water holding capacity increased host   plant volume. In addition, host plant density had a strong negative   effect on parasitism. Urban gardeners may be able to reduce aphid pest   densities by increasing floral resource density and strategically   spatially distributing host plants throughout garden beds, though these   processes depend on the season. The indirect effects of soil water   holding capacity on aphid densities further suggest a critical role of   human management on pest populations and pest control services through   soil amendments and irrigation. (C) 2018 Gesellschaft fur Okologie.   Published by Elsevier GmbH. All rights reserved.",500,NA,TH,,,,
