AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,screened_by,include_article_review,exclude_reason,note
"Matteo Dainese, Silvia Montecchiari, Tommaso Sitzia, Maurizia Sigura, Lorenzo Marini",2017,High cover of hedgerows in the landscape supports multiple ecosystem   services in Mediterranean cereal fields,JOURNAL OF APPLIED ECOLOGY,380-388,380-388,10.1111/1365-2664.12747,"1. Field-margin diversification through conservation and restoration of   hedgerows is becoming a prominent intervention for promoting   biodiversity and associated ecosystem services in intensive agricultural   landscapes. However, how increasing cover of hedgerows in the landscape   can affect ecosystem services has rarely been considered.   2. Here, we assessed the effect of increased field-margin complexity at   the local scale and increasing cover of hedgerows in the landscape on   the provision of pest control, weed control and potential pollination.   Locally, three types of field margin were compared as follows: (i)   standard grass margin, (ii) simple hedgerow and (iii) complex hedgerow,   along two independent gradients of hedgerow cover and arable land cover   in the landscape. We performed an exclusion experiment to measure   biological control of cereal aphids and assessed natural enemy and pest   abundance in the field. We sampled plant weed communities and performed   a phytometer experiment to test the effects of pollinators on plant   reproductive success.   3. At the local scale, planting a new hedgerow or improving its   structural complexity and vegetation diversity did not enhance the   delivery of ecosystem services in the neighbouring field.   4. However, high cover of hedgerows in the landscape enhanced aphid   parasitism (from 12 to 18\%) and potential pollination (visitation rate   and seed set increased up to 70\%) irrespective of local margin quality.   The cover of arable land in the landscape reduced the abundance of   plant-dwelling predators and weed diversity, but did not affect the   delivery of the investigated ecosystem services.   5. Synthesis and applications. Our results highlight the key importance   of the surrounding landscape context, rather than local factors, to the   delivery of ecosystem services. This suggests a need for new policies   that pay particular attention to the conservation of hedgerows at large   scales for promoting multiple ecosystem services in agroecosystems.   Specifically, hedgerows can serve to develop a network of ecological   corridors that can facilitate the movement of beneficial organisms, such   as pollinators and natural enemies in the agricultural matrix. Such   interventions may be a `low cost-high benefit solution', since farmers   can create or conserve high-quality habitats taking little or no land   from crop production and without the need to change their crop   management.",1593,NO,SL,,,
"E. R. Jasper Wubs, T. Martijn Bezemer",2016,Effects of spatial plant-soil feedback heterogeneity on plant   performance in monocultures,JOURNAL OF ECOLOGY,364-376,364-376,10.1111/1365-2745.12521,"Plant-soil feedback (PSF) effects have almost exclusively been   quantified on homogeneous soils, but as different plant species will   influence their local soil differently, in reality PSF effects will be   spatially heterogeneous. Whether plant performance in soils with   spatially heterogeneous PSF can be predicted from pot experiments with   homogeneous soils is unclear. In a glasshouse experiment, we tested the   response of monocultures of six grassland species (two grasses, two   legumes and two forbs) to three spatially explicit treatments   (fine-grained heterogeneity, coarse-grained heterogeneity and   homogeneous). Sixteen patches of conditioned soil (6x6cm) were placed   within each container. For homogeneous treatments, all patches contained   the same conditioned soil within a container. The fine-grained   heterogeneous treatment contained four differently conditioned soils   that were applied following a Latin square design, while for the   coarse-grained heterogeneous treatment, four contiguous square blocks of   four cells each were created in each container. In general, species grew   worse on soil conditioned by conspecifics. However, when the biomass   production on all homogeneous soil treatments (own and foreign soils)   was averaged and compared to the heterogeneous treatments, we found that   biomass production was lower than expected in the heterogeneous soils.   This effect of heterogeneity depended on both the conditioning and test   species, but most heterogeneity effects were negative. The grain of the   heterogeneity (coarse vs. fine: at the chosen spatial scale) did not   affect plant performance. We hypothesize that a more diverse soil   community is present in spatially heterogeneous soils. This increases   (i) the chance of plants to encounter its antagonists, which may then   rapidly increase in numbers; and (ii) the scope for synergistic   co-infections. Together, this may lead to non-additive responses of   plants to spatial heterogeneity in PSF.Synthesis. Plant performance was   lower in spatially heterogeneous soils than predicted by spatially   homogeneous soils. In natural grasslands that have mixed plant   communities conditioning the soil, plant-soil feedback (PSF) effects on   plant performance may therefore be more negative than what is predicted   from pot experiments. Our results emphasize the need to incorporate the   spatial dynamics of PSF both in empirical and modelling studies if we   are to understand the role of PSF in plant-plant interactions and plant   community dynamics.",1594,NO,SL,,,
"Andre R. Breton, S. Dean Kildaw, K. Murra, C. Loren Buck",2008,Multilevel models reveal no cohort-level variation in time spent   foraging to account for a collapse in kittiwake (Rissa tridactyla)   breeding success,ECOLOGICAL MODELLING,233-243,233-243,10.1016/j.ecolmodel.2007.10.003,"As central-place foragers, colonial seabirds should be able to   compensate, up to some threshold, for changing breeding conditions by   remaining flexible in the amount of time allocated to foraging versus   other activities. Black-legged kittiwake (Rissa tridactyla) colonies in   Chiniak Bay, Kodiak Island, Alaska experienced high productivity from   2001 to 2003 and virtually no productivity from 2004 to 2005. In the   absence of disease epidemics, increased human disturbance or predation,   we applied multilevel, mixed, regression models to assess the hypothesis   that the collapse from high to low breeding success was due primarily to   changes in prey availability. Under this hypothesis, we predicted that   longer foraging trips would be associated with reduced breeding   performance in cohorts of kittiwakes-groups marked with   radio-transmitters at the same colony in the same year. We separately   modeled two response variables: foraging trip-durations made during the   incubation and early chick stages. Multilevel mixed models revealed only   weak variation at the cohort-level in either response variable; hatching   success and fledging success accounted for none or less than 2\% of the   total variation in trip-durations made during the incubation and early   chick stages, respectively The majority of the variation in our response   variables was at the observation (ca. 80-90\%) and bird (or individual)   levels (ca. 10-12\%). Our results expose the unreliability of using   indirect evidence to implicate prey availability as the primary cause of   widespread breeding failures in colonial seabirds. In the ecological   literature, two types of inferences seem particularly vulnerable to   indirect evidence: inferences following studies on species that are   accepted or strongly promoted as bioindicators of changes in marine   productivity such as the black-legged kittiwake, and inferences that   implicate a fisheries-induced reduction in prey availability to failed   breeding. In light of these pitfalls, we recommend that long-term   monitoring studies on kittiwakes and other seabirds carefully consider   in their study designs and implementations multiple working hypotheses   that might explain major changes in breeding success. (c) 2007 Elsevier   B.V. All rights reserved.",1595,NO,SL,,,
"Shengliang Zhou, Hui Qiu, Chengcheng Feng, Yanhua Guo, Xiaoning Wang, Caifa Chen",2016,"Impact of deltamethrin on the endophytic fungal community of a Chinese   cabbage, Brassica chinensis",CHEMISTRY AND ECOLOGY,259-269,259-269,10.1080/02757540.2015.1135907,"Endophytic fungi, being closely associated with their host plants, are   an important part of the ecosystem and food web. In modern agriculture,   pesticides are widely used. The impact of pesticides on the endophytic   fungal community of crops remains poorly understood. In this paper,   Chinese cabbage Brassica chinensis, a popular leafy vegetable consumed   worldwide, was selected for evaluating the potential effects of a   pesticide, deltamethrin, on the endophytic fungal community. By culture   method, 195 endophytic fungal strains classified into 39 taxa and 186   strains classified into 30 taxa, respectively, were isolated from the   pesticide-treated and untreated B. chinensis samples. Sirodesmium spp.   were the predominant endophytic fungi from both samples. The   colonisation rates of endophytic fungi of the treated and the untreated   samples were not significantly different, as determined by one-way   analysis of variance (p > .05). The Shannon diversity indexes (H `) were   close, being 2.216 and 2.152, respectively. However, the endophyte   compositions of the treated and the untreated samples were significantly   different (p < .01) by the canonical correspondence analysis. The   similarity coefficient of the endophyte assembles was only 29.0\%. Our   results indicate that the application of deltamethrin lead to the change   of the endophytic fungal assemble in B. chinensis.",1596,NO,SL,,,
"Stella Redon, Andy J. Green, Boyko B. Georgiev, Gergana P. Vasileva, Francisco Amat",2015,"Influence of developmental stage and sex on infection of the American   brine shrimp Artemia franciscana Kellogg, 1906 by avian cestodes in Ebro   Delta salterns, Spain",AQUATIC INVASIONS,415-423,415-423,10.3391/ai.2015.10.4.05,"The American brine shrimp Artemia franciscana Kellogg, 1906 is invasive   in the Mediterranean region where it has displaced native populations of   sexual A. salina and clonal A. parthenogenetica from many hypersaline   wetlands. Brine shrimps are intermediate hosts of several   cyclophyllidean avian cestodes, whose effects have been studied in   native Artemia. However, determinants of these infections in the alien   invader remain unknown. We present the most detailed study to date of   parasitism of A. franciscana by cestodes in its invasive range,   conducted in the Ebro Delta salterns (NE Spain) over a 33 month period,   when a total of 9,293 A. franciscana adults and 8,902 juveniles were   studied. We examined for first time whether host age and sex influence   infection rates. Ten cestode species were recorded, with a total   prevalence of 11.1\% in adults and 2.7\% in juveniles. The most abundant   cestodes were Eurycestus avoceti (in adults) and Flamingolepis flamingo   (in juveniles). Prevalence, abundance and intensity of infection were   significantly higher in adults for four cestode species (Flamingolepis   liguloides, Wardium stellorae, E. avoceti and Anomotaenia microphallos),   and significantly higher in juveniles for F. flamingo. Mean cestode   species richness was four times higher in adults. One cestode species   (F. liguloides), was significantly more abundant in adult females than   in adult males. Host age influences infection patterns which seem to be   strongly related to the feeding behaviour of avian final hosts   (filtering versus picking), suggesting complex ecological interactions   among predators, prey and their parasites, with important implications   for native biodiversity and ecosystem stability.",1597,NO,SL,,,
"Tilmann Harder, Alexandra H. Campbell, Suhelen Egan, Peter D. Steinberg",2012,Chemical Mediation of Ternary Interactions Between Marine Holobionts and   Their Environment as Exemplified by the Red Alga Delisea pulchra,JOURNAL OF CHEMICAL ECOLOGY,442-450,442-450,10.1007/s10886-012-0119-5,"The need for animals and plants to control microbial colonization is   important in the marine environment with its high densities of   microscopic propagules and seawater that provides an ideal medium for   their dispersal. In contrast to the traditional emphasis on antagonistic   interactions of marine organisms with microbes, emerging studies lend   support to the notion that health and performance of many marine   organisms are functionally regulated and assisted by associated   microbes, an ecological concept defined as a holobiont. While   antimicrobial activities of marine secondary metabolites have been   studied in great depth , we are beginning to understand how some of   these compounds function in an ecological context to maintain the   performance of marine holobionts. The present article reviews two   decades of our research on the red seaweed by addressing: the defense   chemistry of this seaweed; chemically-mediated interactions between the   seaweed and its natural enemies; and the negative influence of elevated   seawater temperature on these interactions. Our understanding of these   defense compounds and the functional roles they play for extends from   molecular interactions with bacterial cell signaling molecules, to   ecosystem-scale consequences of chemically-controlled disease and   herbivory. produces halogenated furanones that antagonize the same   receptor as acylated homoserine lactones (AHL)-a group of widespread   intercellular communication signals among bacteria. Halogenated   furanones compete with and inhibit bacterial cell-to-cell communication,   and thus interfere with important bacterial communication-regulated   processes, such as biofilm formation. In a predictable pattern that   occurs at the ecological level of entire populations, environmental   stress interferes with the production of halogenated furanones, causing   downstream processes that ultimately result in disease of the algal   holobiont.",1598,NO,SL,,,
"L. K. Kirkman, E. A. Whitehead, S. W. Golladay, L. L. Smith, S. P. Opsahl",2011,A research framework for identifying potential linkages between isolated   wetlands and disease ecology,ECOLOGICAL RESEARCH,875-883,875-883,10.1007/s11284-010-0770-7,"Isolated wetlands are ideal model systems to examine linkages between   environmental change, complex food webs, and the ecology of   mosquito-borne diseases. Through long-term studies, we have evaluated   the diversity among plant, invertebrate, and amphibian species of   relatively undisturbed isolated wetlands. Based on preliminary evidence   from impaired wetlands, we have developed a conceptual model to examine   how human land use and climate change may affect wetland ecosystem   functions that ultimately link to the proliferation of mosquito-borne   diseases through the alteration of food webs and mosquito habitat. Our   research framework initially requires the development of a wetland   condition ranking system for a large group of isolated wetlands based on   potential habitat for mosquitoes that vector disease. Secondly, it   identifies potential changes in ecosystem function that specifically   address the role of aquatic fauna in mediating mosquito-borne infectious   diseases. Ultimately, understanding ecological functions and services   will help focus the need for better management practices and potential   regulation of impacts to isolated wetland habitats in the USA.",1599,NO,SL,,,
"Ana Mellado, Regino Zamora",2017,Parasites structuring ecological communities: The mistletoe footprint in   Mediterranean pine forests,FUNCTIONAL ECOLOGY,2167-2176,2167-2176,10.1111/1365-2435.12907,"1. The capacity of parasitic plants in structuring natural communities   is increasingly recognized. These plants can affect the structure,   composition and productivity of plant communities by modifying the   competitive balance between hosts and non-host species and by altering   the quantity and quality of resources entering the soil. Despite the   progress made in this field, there is still a lack of integrative   studies showing the structuring capacity of parasitic plants in forest   ecosystems, where their effect may be less detectable due to the long   life span of the system.   2. In this study we evaluate the long-term impact of Viscum album subsp.   austriacum on the woody-plant community of a Mediterranean pineland.   This mistletoe remains several years on the same host, exerting   long-lasting, spatially concentrated effects on community and ecosystem   characteristics. Mistletoe concentrates zoochorous seeds and induces   changes in the soil fertility and light availability beneath the canopy   of parasitized trees, which have the potential to facilitate   zoochorous-plant colonization, recruitment, and growth at the same time   as it weakens the host. Here, we analyse whether mistletoe-driven   changes could result in a nucleus of zoochorous woody plants nourished   by the abundant organic detritus accumulated under the host. We also   analyse whether mistletoe effects can expand after host death.   3. We selected unparasitized, parasitized, and dead parasitized Pinus   nigra trees, in which we studied the joint effect of mistletoe-mediated   changes in soil nutrient and light availability, with the seed rain,   seed predation, seedling establishment, plant recruitment, and plant   growth. Light-and soil-nutrient resources were greater under parasitized   trees, and intensified after host death. The seed rain was maximum under   parasitized trees, where seedling recruitment proved more likely.   Sapling density, richness, and growth increased with the development of   parasitism.   4. Our findings show that V. album exerts a strong and lasting impact on   the structure and dynamics of Mediterranean pinelands, with parasitized   trees acting as centres for the establishment and growth of colonizing   fleshy-fruited woody species, which, over the long term, promote   vegetation shifts by limiting dominant pine trees and facilitating less   represented fleshy-fruited shrubs.",1600,MAYBE,SL,yes,,"count seed predation as secondary production? no, because we don't know who ate it. plant coverage as primary production? yes"
"M. L. Friesen, A. Mathias",2010,Mixed infections may promote diversification of mutualistic symbionts:   why are there ineffective rhizobia?,JOURNAL OF EVOLUTIONARY BIOLOGY,323-334,323-334,10.1111/j.1420-9101.2009.01902.x,"While strategy variation is a key feature of symbiotic mutualisms,   little work focuses on the origin of this diversity. Rhizobia strategies   range from mutualistic nitrogen fixers to parasitic nonfixers that hoard   plant resources to increase their own survival in soil. Host plants   reward beneficial rhizobia with higher nodule growth rates, generating a   trade-off between reproduction in nodules and subsequent survival in   soil. However, hosts might not discriminate between strains in mixed   infections, allowing nonfixing strains to escape sanctions. We construct   an adaptive dynamics model of symbiotic nitrogen-fixation and find   general situations where symbionts undergo adaptive diversification, but   in most situations complete nonfixers do not evolve. Social conflict in   mixed infections when symbionts face a survival-reproduction trade-off   can drive the origin of some coexisting symbiont strategies, where less   mutualistic strains exploit benefits generated by better mutualists.",1601,no,SL,,,
"Tino Schott, Snorre B. Hagen, Rolf A. Ims, Nigel G. Yoccoz",2010,Are population outbreaks in sub-arctic geometrids terminated by larval   parasitoids?,JOURNAL OF ANIMAL ECOLOGY,701-708,701-708,10.1111/j.1365-2656.2010.01673.x,"P>1. Larval parasitoids (i.e. parasitoids attacking host larvae)   constitute a major source of mortality in many ecologically and   economically important forest insects, but how this mortality affects   spatio-temporal population dynamics is often not clear.   2. In sub-arctic Fennoscandian birch forest, the two geometrids Epirrita   autumnata and Operophtera brumata exhibit pronounced outbreak cycles   with significant ecosystem impacts. As mortality owing to larval   parasitoids often is very high, the hypothesis that parasitism   terminates outbreaks has been advocated, but without decisive empirical   evidence.   3. We analysed the altitude- and species-specific timing of population   outbreaks typically seen in the coastal section of the sub-arctic birch   forest ecosystem to evaluate the critical premise that   parasitoid-inflicted larval mortality ought to predict geometrid   population growth.   4. However, despite temporally high rates of parasitism, this did not   influence the strongly species- and altitude-patterned geometrid   outbreaks. We therefore conclude that termination of cyclic outbreaks in   these geometrids is caused by other regulatory mechanisms than larval   parasitoids.   5. Regardless of their lack of effect on the altitude-specific outbreak   dynamics, larval parasitoids accounted for some of the local spatial   variance in the temporal dynamics. This implies that results from   spatially localized observations and experiments, which dominate   research on parasitoid-host interaction, may be misinterpreted with   respect to their relevance for large-scale and long-term population   dynamics.",1602,NO,SL,,,
"Stef Bokhorst, David A. Wardle",2014,Snow fungi as a food source for micro-arthropods,EUROPEAN JOURNAL OF SOIL BIOLOGY,77-80,77-80,10.1016/j.ejsobi.2013.11.006,"Snow fungi are often visibly abundant on tundra and forest understory   vegetation immediately after snow melt in Nordic regions. Fungal hyphae   are a common food source for many terrestrial arthropods and snow fungi   could therefore be a potentially important component of an as of yet   unexplored winter food web. We compared the abundance of soil arthropods   (Acari and Collembola) from paired patches with and without dense   infections of snow fungi in the forest understory of a northern Swedish   boreal forest after snow melt. Although we did not find increased   abundance of these animals when snow fungi were present, Collembola and   Acari were sustained on a diet of snow fungi for six months. The isotope   signature of the snow fungi clearly differed from humus and other fungal   types from literature values obtained from similar boreal forests,   suggesting that these fungi may occupy a novel N niche during winter in   northern boreal forests. Our study shows for the first time that snow   fungi are a potential food source for micro-arthropods during winter and   spring. Potentially, snow fungi may represent the basis of an unexplored   sub-nivean winter food web but further work is required to assess their   importance for community development and winter litter decomposition.   (C) 2013 Elsevier Masson SAS. All rights reserved.",1603,NO,SL,,,
"S. B. Neogi, B. P. Koch, P. Schmitt-Kopplin, C. Pohl, G. Kattner, S. Yamasaki, R. J. Lara",2011,Biogeochemical controls on the bacterial populations in the eastern   Atlantic Ocean,BIOGEOSCIENCES,3747-3759,3747-3759,10.5194/bg-8-3747-2011,"Little is known about bacterial dynamics in the oligotrophic ocean,   particularly about cultivable bacteria. We examined the abundance of   total and cultivable bacteria in relation to changes in biogeochemical   conditions in the eastern Atlantic Ocean with special regard to Vibrio   spp., a group of bacteria that can cause diseases in human and aquatic   organisms. Surface, deep water and plankton (<20 mu m, 20-55 mu m and   >55 mu m) samples were collected between 50 degrees N and 24 degrees S.   Chlorophyll-a was very low (<0.3 mu g l(-1)) in most areas of the   nutrient-poor Atlantic, except at a few locations near upwelling   regions. In surface water, dissolved organic carbon (DOC) and nitrogen   (DON) concentrations were 64-95 mu M C and 2(-)10 mu M N accounting for   >= 90\% and >= 76\% of total organic C and N, respectively. DOC and DON   gradually decreased to similar to 45 mu M C and <5 mu M N in the bottom   water. In the surface layer, culture independent total bacteria and   other prokaryotes represented by 4'-6-diamidino-2-phenylindole (DAPI)   counts, ranged mostly between 10(7) and 10(8) cells l(-1), while   cultivable bacterial counts (CBC) and Vibrio spp. were found at   concentrations of 10(4)-10(7) and 10(2)-10(5) colony forming units (CFU)   l(-1), respectively. Most bacteria (>99 \%) were found in the   nanoplankton fraction (<20 mu m), however, bacterial abundance did not   correlate with suspended particulates (chlorophyll-a, particulate   organic C [POC] and N [PON]). Instead, we found a highly significant   correlation between bacterial abundance and temperature (p < 0.001) and   a significant correlation with DOC and DON (p < 0.005 and < 0.01,   respectively). In comparison to CBC and DAPI-stained prokaryotes,   cultivable Vibrio showed a stronger and highly significant correlation   with DOC and DON (p < 0.0005 and p < 0.005, respectively). In cold   waters of the mesopelagic and abyssal zones, CBC was 50 to 100-times   lower than in the surface layer; however, cultivable Vibrio spp. could   be isolated from the bathypelagic zone and even near the seafloor   (average similar to 10 CFU l(-1)). The depth-wise decrease in CBC and   Vibrio coincided with the decrease in both DOC and POC. Our study   indicates that Vibrio and other bacteria may largely depend on dissolved   organic matter to survive in nutrient-poor oceanic habitats.",1604,NO,SL,,,
"W. Brett Mattingly, Barbara L. Swedo, Heather L. Reynolds",2010,Interactive effects of resource enrichment and resident diversity on   invasion of native grassland by Lolium arundinaceum,PLANT ECOLOGY,203-212,203-212,10.1007/s11258-009-9665-5,"Resident diversity and resource enrichment are both recognized as   potentially important determinants of community invasibility, but the   effects of these biotic and abiotic factors on invasions are often   investigated separately, and little work has been done to directly   compare their relative effects or to examine their potential   interactions. Here, we evaluate the individual and interactive effects   of resident diversity and resource enrichment on plant community   resistance to invasion. We factorially manipulated plant diversity and   the enrichment of belowground (soil nitrogen) and aboveground (light)   resources in low-fertility grassland communities invaded by Lolium   arundinaceum, the most abundant invasive grass in eastern North America.   Soil nitrogen enrichment enhanced L. arundinaceum performance, but   increased resident diversity dampened this effect of nitrogen   enrichment. Increased light availability (via clipping of aboveground   vegetation) had a negligible effect on community invasibility. These   results demonstrate that a community's susceptibility to invasion can be   contingent upon the type of resource pulse and the diversity of resident   species. In order to assess the generality of these results, future   studies that test the effects of resident diversity and resource   enrichment against a range of invasive species and in other   environmental contexts (e.g., sites differing in soil fertility and   light regimes) are needed. Such studies may help to resolve conflicting   interpretations of the diversity-invasibility relationship and provide   direction for management strategies.",1605,NO,SL,,,
"Callum Blake, Martin Thiel, Boris A. Lopez, Ceridwen I. Fraser",2017,"Gall-forming protistan parasites infect southern bull kelp across the   Southern Ocean, with prevalence increasing to the south",MARINE ECOLOGY PROGRESS SERIES,95-106,95-106,10.3354/meps12346,"Protistan pathogens can have devastating effects on marine plants, yet   the processes that affect their distributions and infection intensities   are poorly understood. Species within the brown algal genus Durvillaea   are major ecosystem engineers throughout the sub-Antarctic and   cold-temperate Southern Hemisphere, and a newly described genus of   protistan parasite, Maullinia, was recently found infecting D.   antarctica in Chile. We set out to address 3 key questions. (1) Is there   evidence for trans-oceanic dispersal of Maullinia? (2) Does Maullinia   infect other Durvillaea species? (3) Does infection prevalence vary   throughout the hosts' ranges? We sampled Maullinia on Durvillaea   populations along coasts in Chile (D. antarctica, from 32 degrees to 42   degrees S: 8 sites), Australia (D. potatorum and D. amatheiae, from 36   degrees to 38 degrees S: 5 sites) and sub-Antarctic Marion Island (46   degrees 53' 47 `' S, 37 degrees 43' 32 `' E). We used a genetic marker   (18S rRNA) to verify the presence of Maullinia on Durvillaea at all   sites and visual surveys of Maullinia galls to assess infection   prevalence in Chile and Australia. We confirm that Maullinia infects   Australian Durvillaea species, but our results indicate that each host   species is parasitised by a different Maullinia lineage. Maullinia   infection prevalence increased with latitude. Long- and short-distance   dispersal events are inferred to have occurred based on genetic   patterns. We conclude that Maullinia protists are broadly distributed   and affect multiple host species, including at least 3 Durvillaea   species (2 in Australia, and 1 in both Chile and Marion Island), and   that environmental factors influence host susceptibility to infection.",1606,NO,SL,,,
"A. Rusch, L. Delbac, L. Muneret, D. Thiery",2015,Organic farming and host density affect parasitism rates of tortricid   moths in vineyards,AGRICULTURE ECOSYSTEMS \& ENVIRONMENT,46-53,46-53,10.1016/j.agee.2015.08.019,"Natural pest control by predators and parasitoids is an important   ecosystem service supporting crop production. It is now well known that   the proportion of semi-natural habitats as well as organic farming   enhance abundance and species richness of natural enemies in   agroecosystems. However, few studies have examined how these   environmental variables affect natural pest control services. Moreover,   most studies have been performed in annual cropping systems and almost   nothing is known about the effect of landscape complexity and organic   farming in perennial crops, which differ greatly from annual ones in   terms of disturbance regimes. In this study, we analyzed how landscape   composition and farming systems affect abundance of insect pests of   grape and their parasitism rates in 79 vineyards in southwestern France.   Our results show that farming systems and host density affect biological   control of tortricid moths by their parasitoids. Surprisingly, organic   fields had lower parasitism rates compared to conventional ones and this   rate was negatively correlated to host density at the field scale. We   also found that moth community composition depended on the proportion of   grapevine crop in the landscape in a 1 km radius but that pest abundance   and parasitism rates did not change with landscape complexity. Our   results suggest that some farming practices that are frequent in organic   farming, such as organic-certified insecticides, copper or sulfur, can   reduce parasitoid populations and thus limit biological control in   vineyards. Negative density dependence relationship between parasitism   rates and host abundance suggest a dilution effect of the biological   control potential at the landscape scale and potential mechanisms such   as variable parasitoid population sizes, relatively limited female   longevity or fecundity, as well as increase in handling time. Further   research on the effect of organic and conventional farming practices are   now needed to provide a more mechanistic understanding of how these   agricultural practices shape ecological processes such as biological   control of pests. (C) 2015 Elsevier B.V. All rights reserved.",1607,NO,SL,,,
"B. Kuijper, I. Pen",2010,The evolution of haplodiploidy by male-killing endosymbionts: importance   of population structure and endosymbiont mutualisms,JOURNAL OF EVOLUTIONARY BIOLOGY,40-52,40-52,10.1111/j.1420-9101.2009.01854.x,"Haplodiploid inheritance systems, characterized by male transmission of   only their maternally inherited genomic elements, have evolved more than   20 times within the animal kingdom. A number of theoretical studies have   argued that infection with certain male-killing endosymbionts can   potentially lead to the evolution of haplodiploidy. By explicitly   investigating the coevolutionary dynamics between host and endosymbiont,   we show that the assumptions of current models cannot explain the   evolution of haplodiploidy very well, as the endosymbiont will often go   extinct in the long term. Here, we provide two additional mechanisms   that can explain the stable evolution of haplodiploidy by male-killing   endosymbionts. First of all, a spatially structured population can   facilitate the long-term persistence of haplodiploidy, but this applies   only when levels of inbreeding are very high. By contrast, endosymbionts   that are mutualistic with their hosts provide a much more general and   promising route to the stable evolution of haplodiploidy. This model is   the first to provide a formal explanation of the supposed association   between the evolution of haplodiploidy and the highly inbred lifestyles   of some ancestors, while it also provides a hypothesis for the evolution   of haplodiploidy in more outbred ancestors.",1608,MAYBE,SL,no,modeling study,
"Berhane T. Weldegergis, Feng Zhu, Erik H. Poelman, Marcel Dicke",2015,Drought stress affects plant metabolites and herbivore preference but   not host location by its parasitoids,OECOLOGIA,701-713,701-713,10.1007/s00442-014-3129-x,"One of the main abiotic stresses that strongly affects plant survival   and the primary cause of crop loss around the world is drought. Drought   stress leads to sequential morphological, physiological, biochemical and   molecular changes that can have severe effects on plant growth,   development and productivity. As a consequence of these changes, the   interaction between plants and insects can be altered. Using cultivated   Brassica oleracea plants, the parasitoid Microplitis mediator and its   herbivorous host Mamestra brassicae, we studied the effect of drought   stress on (1) the emission of plant volatile organic compounds (VOCs),   (2) plant hormone titres, (3) preference and performance of the   herbivore, and (4) preference of the parasitoid. Higher levels of   jasmonic acid (JA) and abscisic acid (ABA) were recorded in response to   herbivory, but no significant differences were observed for salicylic   acid (SA) and indole-3-acetic acid (IAA). Drought significantly impacted   SA level and showed a significant interactive effect with herbivory for   IAA levels. A total of 55 VOCs were recorded and the difference among   the treatments was influenced largely by herbivory, where the emission   rate of fatty acid-derived volatiles, nitriles and   (E)-4,8-dimethylnona-1,3,7-triene [(E)-DMNT] was enhanced. Mamestra   brassicae moths preferred to lay eggs on drought-stressed over control   plants; their offspring performed similarly on plants of both   treatments. VOCs due to drought did not affect the choice of M. mediator   parasitoids. Overall, our study reveals an influence of drought on plant   chemistry and insect-plant interactions.",1609,NO,SL,,,
"Alexandra R. Bukowski, Jana S. Petermann",2014,Intraspecific plant-soil feedback and intraspecific overyielding in   Arabidopsis thaliana,ECOLOGY AND EVOLUTION,2533-2545,2533-2545,10.1002/ece3.1077,"Understanding the mechanisms of community coexistence and ecosystem   functioning may help to counteract the current biodiversity loss and its   potentially harmful consequences. In recent years, plant-soil feedback   that can, for example, be caused by below-ground microorganisms has been   suggested to play a role in maintaining plant coexistence and to be a   potential driver of the positive relationship between plant diversity   and ecosystem functioning. Most of the studies addressing these topics   have focused on the species level. However, in addition to interspecific   interactions, intraspecific interactions might be important for the   structure of natural communities. Here, we examine intraspecific   coexistence and intraspecific diversity effects using 10 natural   accessions of the model species Arabidopsis thaliana (L.) Heynh. We   assessed morphological intraspecific diversity by measuring several   above-and below-ground traits. We performed a plant-soil feedback   experiment that was based on these trait differences between the   accessions in order to determine whether A. thaliana experiences   feedback at intraspecific level as a result of trait differences. We   also experimentally tested the diversity-productivity relationship at   intraspecific level. We found strong differences in above-and   below-ground traits between the A. thaliana accessions. Overall,   plant-soil feedback occurred at intraspecific level. However, accessions   differed in the direction and strength of this feedback: Some accessions   grew better on their own soils, some on soils from other accessions.   Furthermore, we found positive diversity effects within A. thaliana:   Accession mixtures produced a higher total above-ground biomass than   accession monocultures. Differences between accessions in their feedback   response could not be explained by morphological traits. Therefore, we   suggest that they might have been caused by accession-specific   accumulated soil communities, by root exudates, or by accession-specific   resource use based on genetic differences that are not expressed in   morphological traits. Synthesis. Our results provide some of the first   evidence for intraspecific plant-soil feedback and intraspecific   overyielding. These findings may have wider implications for the   maintenance of variation within species and the importance of this   variation for ecosystem functioning. Our results highlight the need for   an increased focus on intraspecific processes in plant diversity   research to fully understand the mechanisms of coexistence and ecosystem   functioning.",1610,NO,SL,,,
