AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,screened_by,include_article_review,exclude_reason,notes
"David M. Baker, Stephen E. MacAvoy, Kiho Kim",2007,"Relationship between water quality, delta N-15, and aspergillosis of   Caribbean sea fan corals",MARINE ECOLOGY PROGRESS SERIES,123-130,123-130,10.3354/meps06937,"It has been hypothesized that excess nitrogen (N) contributes to coral   reef decline by exacerbating the impact of disease. We tested the   relationship between N concentration and the prevalence and severity of   aspergillosis of the sea fan coral Gorgonia ventalina at 9 reefs along   the Florida Keys Reef Tract. Quarterly water quality data, averaged over   1 and 4 yr prior to a disease survey, were used to examine whether   aspergillosis dynamics reflected short- or long-term N concentrations. A   positive relationship was detected between prevalence of aspergillosis   and long-term total nitrogen (TN) concentration; in contrast, disease   severity was positively related to the ratio between dissolved inorganic   nitrogen and total phosphate (DIN:TP) over both short- and long-terms.   These results may reflect the differential influence of N on the host   and pathogen. We also tested whether N isotope analysis (delta N-15) of   sea fan coral tissue and skeleton could be used to assess the relative   exposure to anthropogenic N inputs and its impact on disease. There was   no relationship between delta N-15 and aspergillosis (either prevalence   or severity). Furthermore, there was no relationship between delta N-15   and environmental concentrations of N. It is possible that the source of   N (e.g. anthropogenic) does not affect the dynamics of sea fan   aspergillosis, or that the delta N-15 signatures were suppressed by   agricultural effluents and other N sources, thus confounding our   analyses with disease.",666,NO,SH,,,
"Nik J. Cunniffe, Christopher A. Gilligan",2008,Scaling from mycelial growth to infection dynamics: a reaction diffusion   approach,FUNGAL ECOLOGY,133-142,133-142,10.1016/j.funeco.2008.10.007,"Numerous models have been proposed for the dynamics of fungal growth,   and also for the dynamics of infection. Few models, however, have   combined the mechanistic interpretation of mycelial growth with   epidemiological models for the transmission of infection. Many of the   mechanistic models seek to include considerable biological detail, which   necessarily leads to a proliferation of state variables and parameters.   Including such models within an epidemiological framework makes   interpretation of underpinning processes difficult. A simple reaction   diffusion model for the growth and spread of fungal mycelium is   introduced and analysed, scaling from the small-scale parameters for   mycelial dynamics to the large-scale properties of the colony. By   coupling the output to a parsimonious epidemiological model for the   dynamics of primary infection, we analyse the sensitivity of the   probability of successful infection of a host to the colony dynamics   associated with local bulking-up, extension, growth and nutrient   consumption by the mycelium. in particular we identify optimal   trade-offs in bulking-up versus dispersal in controlling infection   dynamics. (C) 2008 Elsevier Ltd and The British Mycological Society. All   rights reserved.",667,NO,SH,,,
"Zeljka Loncaric, Branimir K. Hackenberger",2013,Stage and age structured Aedes vexans and Culex pipiens (Diptera:   Culicidae) climate-dependent matrix population model,THEORETICAL POPULATION BIOLOGY,82-94,82-94,10.1016/j.tpb.2012.08.002,"Aedes vexans and Culex pipiens mosquitoes are potential vectors of many   arbovirial diseases. Due to the ongoing climate changes and reappearance   of some zoonoses that were considered eradicated, there is a growing   concern about potential disease outbreaks. Therefore, the prediction of   increased adult population abundances becomes an essential tool for the   appropriate implementation of mosquito control strategies. In order to   describe the population dynamics of A. vexans and C pipiens mosquitoes   in temperate climate regions, a 3-year period (2008-2010)   climate-dependent model was constructed. The models represent a   combination of mathematical modeling and computer simulations, and   include temperature, rainfall, photoperiods, and the flooding dynamics   of A. vexans breeding sites. Both models are structured according to the   developmental stages, and by individuals' ``age'' (i.e., time spent in   each developmental stage), as we wanted to enable a time delay between   the appearances of different developmental stages of mosquitoes. The   time delay length is temperature dependent, with temperature being the   most important factor influencing morphogenesis rates in immatures and   gonotrophic cycle durations in adult mosquitoes. To determine which   developmental stages are the most sensitive and are those at which   control measures should be aimed, transient elasticities were   calculated. The analysis showed that both mosquito species reacted to   perturbation of the same matrix elements; however, in the C pipiens   model, the stage with greatest proportional sensitivity (i.e.,   elasticity) during most of the three-year reproduction season contained   adults, while in the A. vexans model it contained larvae. The models   were validated by comparing 7-day model outputs with data on human bait   collection (HBC) obtained from the Public Health Institute of   Osijek-Baranja, with both model outputs showing valid compatibility with   field data over the three-year period. The proposed models can easily be   modified to describe population dynamics of other mosquito species in   different geographical areas, as well as for assessing the efficiency   and optimization of different mosquito control strategies. (C) 2012   Elsevier Inc. All rights reserved.",668,NO,SH,,,
"Corentin Iltis, Thierry Spataro, Remi Wattier, Vincent Medoc",2018,Parasitism may alter functional response comparisons: a case study on   the killer shrimp \&ITDikerogammarus villosus\&IT and two non-invasive   gammarids,BIOLOGICAL INVASIONS,619-632,619-632,10.1007/s10530-017-1563-5,"The Ponto-Caspian freshwater amphipod Dikerogammarus villosus has   colonized most of the water bodies of continental Europe where it causes   strong structural alterations in recipient communities that can lead to   changes in ecosystem-level processes, mainly because of a strong   predatory behaviour. Most of the D. villosus populations from the   invaded range have been found infected with the co-introduced   microsporidian parasite Cucumispora dikerogammari, known to decrease the   predation rate of its host. Infection might thus mitigate the ecological   impact of D. villosus and we wanted to test this assumption using the   comparative functional response approach. We compared the relationship   between resource use and resource availability (i.e. the functional   response, FR) of D. villosus, either with infected individuals or not,   to that of two non-invasive gammarids: Gammarus pulex and Echinogammarus   berilloni. With infected individuals included, D. villosus displayed a   higher FR than the two non-invasive gammarids. Although this effect was   not significant, C. dikerogammari infection tended to alter the FR of D.   villosus with a slight decrease in attack rate and handling time,   resulting in a less steep initial slope and a higher asymptote,   respectively. Removing infected D. villosus from the dataset did not   affect the FR comparison with G. pulex but suppressed the difference in   FR with E. berilloni. Although we cannot exclude the role of sample size   reduction in this effect, this suggests that C. dikerogammari infection   might increase the predation pressure on local prey populations in case   of species replacement between D. villosus and E. berilloni. From a more   general perspective, our study illustrates how parasites may alter our   capacity to predict invasive species impacts from FR comparisons.",669,YES,SH,yes,,
"Eric K. Brown, Sheila A. McKenna, Sallie C. Beavers, Tim Clark, Michael Gawel, David F. Raikow",2016,Informing coral reef management decisions at four US National Parks in   the Pacific using long-term monitoring data,ECOSPHERE,NA,NA,10.1002/ecs2.1463,"Effective management of coral reefs is challenging because of local and   global stressors. Robust monitoring data are critical to managing these   resources. Between 2006 and 2008, the Pacific Island Network Inventory   and Monitoring Program of the U.S. National Park Service implemented   monitoring protocols at four national parks in Hawai'i (Kaloko-Honokohau   National Historical Park [KAHO], Kalaupapa National Historical Park   [KALA]), Guam (War in the Pacific National Historical Park [WAPA]),   and American Samoa (National Park of American Samoa [NPSA]). Benthic   marine community, marine fish, and land-based surface and groundwater   quality monitoring protocols used a split-panel sampling design to   collect data on ecosystem ``vital signs'' and processes. Vital signs   included coral species richness, percent coverage of benthic community   types, fish abundance and biomass, rugosity, and a suite of surface and   groundwater quality parameters. Data on key processes included top-down   (e.g., fish trophic structure, bleaching, and disease) and bottom-up   (e.g., coral larval settlement, turbidity, pH, temperature, nitrogen,   phosphorus, salinity, groundwater levels) controls. The importance of   these monitoring data is highlighted in four case studies that described   how the information was used to manage a diverse array of issues at the   parks. First, coral reef areas vulnerable to Acanthaster planci   (crown-of-thorns sea star) outbreaks at NPSA and WAPA were identified to   determine whether, and where, to focus culling efforts. Second, data   were used at KALA to delineate zones with high fish biomass that were   sensitive to fishing activities and warranted increased management.   Third, coral settlement data at KALA identified sensitive regions within   the park. Fourth, land-based surface water quality and groundwater   dynamics monitoring data at KAHO were used to support management actions   that mitigate land-based threats to park coral reefs. Advantages of the   monitoring program included the split-panel sampling design, which   provided a more complete picture of the resources with statistically   robust data, and the efficacy of colocating and co-visiting sites for   multiple protocols. The case studies demonstrated the usefulness of   these data in the short term. In the long term, these data will continue   to yield significant information about ecosystem responses to   anthropogenic impacts and natural events, vital to park planning   processes.",670,NO,SH,,,
"Maud Deniau, Vincent Jung, Cecile Le Lann, Harald Kellner, Benoit Bechade, Thibault Morra, Andreas Prinzing",2018,Janzen-Connell patterns can be induced by fungal-driven decomposition   and offset by ectomycorrhizal fungi accumulated under a closely related   canopy,FUNCTIONAL ECOLOGY,785-798,785-798,10.1111/1365-2435.13003,"Seedlings near a conspecific adult might suffer increased mortality due   to pressure from enemies such as below-ground pathogenic fungi   (Janzen-Connell hypothesis), however, variation exists among taxa such   that some experience low levels of mortality. We hypothesized that   seedlings close to adults might profit, rather than suffer, from   below-ground fungi, notably from mycorrhiza or decomposers, in   particular near large adult trees and under a closely related canopy. We   planted oak seedlings in a temperate forest at different distances from   adults and followed seedling mortality, budburst (early budburst   permitting photosynthesis during the best light conditions) and leaf   herbivory. We applied fungicide on half of the seedlings for 2years to   identify the net effect of below-ground fungi on seedlings. We   quantified seedling mycorrhization and fungal-driven decomposition of a   neighbourhood-specific and an unspecific substrate, local oak leaves and   cellulose respectively. Finally, we related mycorrhization and   decomposition to seedling performance. We found that, in seedlings   planted close to conspecific adults, below-ground fungi had a negative   net effect on seedlings: elimination of fungi, surprisingly, decreased   herbivory. This effect could be due to oak leaf decomposition, which was   related to increased seedling herbivory and was higher near a   conspecific adult. Under a closely related canopy, however, the net   effect of below-ground fungi on nearby seedlings became positive:   elimination of fungi delayed budburst. This effect could be due to   colonization by the ectomycorrhizal fungus Cortinarius sp., which   related to accelerated budburst and was higher near a conspecific under   a closely related canopy. Effects of below-ground fungi on nearby   seedlings were not dependent on the size of the conspecific and were   species but not lineage specific. Overall, our results suggest that a   Janzen-Connell-like pattern, that is, increased mortality of seedlings   near conspecific adult, can be (1) induced by specialist decomposers   increasing the nutritional quality of conspecific seedlings to   herbivores, and (2) offset by ectomycorrhizal fungal mutualists under a   closely related canopy. Coexistence among closely related adult trees   appears to change interactions between adults and nearby conspecific   seedlings from conspecific inhibition to conspecific facilitation.",671,NO,SH,,,
"Sanjay Kumar Gupta, Faiz Ahmad Ansari, Amritanshu Shriwastav, Narendra Kumar Sahoo, Ismail Rawat, Faizal Bux",2016,Dual role of Chlorella sorokiniana and Scenedesmus obliquus for   comprehensive wastewater treatment and biomass production for bio-fuels,JOURNAL OF CLEANER PRODUCTION,255-264,255-264,10.1016/j.jclepro.2015.12.040,"Microalgal treatment of raw sewage presents many complexities, mainly   resulting from the inability of the algal species to sustain increased   physiological stresses due to variable nutrient levels and high   concentrations of organics. Chlorella sorokiniana and Scenedesmus   obliquus have been identified to tolerate higher amounts of organic   loading and physiological stresses. Nutrient removal, pathogen removal,   and lipid accumulation with secondary or tertiary effluents have been   demonstrated independently for these organisms. However, their   potentials for accomplishing these objectives simultaneously with raw   sewage have not been investigated. This study presents comprehensive   investigations of applicability of C. sorokiniana and S. obliquus to   wastewater treatment without the requirement for any additional   treatment. S. obliquus showed greater potential for removing organic   carbon (76.13 +/- 1.59\% COD removal), nutrients (98.54 +/- 330\%   N-removal, 97.99 +/- 3.59\% P-removal) and comparable pathogens removal   (99.93 +/- 0.12\% total coliforms removal, 100\% faecal coliform   removal) in comparison to C sorokiniana (69.38 +/- 1.81\% COD removal,   86.93 +/- 3.49\% N-removal, 68.24 +/- 11.69\% P-removal, 99.78 +/-   0.12\% total coliforms removal, 100\% faecal coliform removal) with 15   days of cultivation with filtered raw sewage, but also encountered   increased levels of stress (F-v/F-m of 0.48 +/- 0.03) which accounted   for increased lipid accumulation in the cells (23.26 +/- 3.95\% w/w) but   might also affect their biomass productivity and treatment potential in   longer applications. In comparison, C sorokiniana demonstrated better   adaptability to physiological stresses (F-v/F-m of 0.53 +/- 0.01) and   may be suitable for achieving comprehensive treatment and sufficient   lipid accumulation (22.74 +/- 3.11\% w/w) without compromising these   potentials during prolonged applications. These results highlight the   importance of selecting algal species with better stress resistance to   extend their applicability for comprehensive wastewater treatment and   lipid production. (C) 2015 Elsevier Ltd. All rights reserved.",672,NO,SH,,,
"Nicholas Trull, Monika Boehm, Jamie Carr",2018,Patterns and biases of climate change threats in the IUCN Red List,CONSERVATION BIOLOGY,135-147,135-147,10.1111/cobi.13022,"International Union for Conservation of Nature (IUCN) Red List   assessments rely on published data and expert inputs, and biases can be   introduced where underlying definitions and concepts are ambiguous.   Consideration of climate change threat is no exception, and recently   numerous approaches to assessing the threat of climate change to species   have been developed. We explored IUCN Red List assessments of amphibians   and birds to determine whether species listed as threatened by climate   change display distinct patterns in terms of habitat occupied and   additional nonclimatic threats faced. We compared IUCN Red List data   with a published data set of species' biological and ecological traits   believed to infer high vulnerability to climate change and determined   whether distributions of climate change-threatened species on the IUCN   Red List concur with those of climate change-threatened species   identified with the trait-based approach and whether species possessing   these traits are more likely to have climate change listed as a threat   on the IUCN Red List. Species in some ecosystems (e.g., grassland,   shrubland) and subject to particular threats (e.g., invasive species)   were more likely to have climate change as a listed threat. Geographical   patterns of climate change-threatened amphibians and birds on the IUCN   Red List were incongruent with patterns of global species richness and   patterns identified using trait-based approaches. Certain traits were   linked to increases or decreases in the likelihood of a species being   threatened by climate change. Broad temperature tolerance of a species   was consistently related to an increased likelihood of climate change   threat, indicating counterintuitive relationships in IUCN assessments.   To improve the robustness of species assessments of the vulnerability or   extinction risk associated with climate change, we suggest IUCN adopt a   more cohesive approach whereby specific traits highlighted by our   results are considered in Red List assessments. To achieve this and to   strengthen the climate change-vulnerability assessments approach, it is   necessary to identify and implement logical avenues for further research   into traits that make species vulnerable to climate change ( including   population-level threats).",673,NO,SH,,,
"David C. Haak, Leslie A. McGinnis, Douglas J. Levey, Joshua J. Tewksbury",2012,Why are not all chilies hot? A trade-off limits pungency,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2012-2017,2012-2017,10.1098/rspb.2011.2091,"Evolutionary biologists increasingly recognize that evolution can be   constrained by trade-offs, yet our understanding of how and when such   constraints are manifested and whether they restrict adaptive divergence   in populations remains limited. Here, we show that spatial heterogeneity   in moisture maintains a polymorphism for pungency (heat) among natural   populations of wild chilies (Capsicum chacoense) because traits   influencing water-use efficiency are functionally integrated with traits   controlling pungency (the production of capsaicinoids). Pungent and   non-pungent chilies occur along a cline in moisture that spans their   native range in Bolivia, and the proportion of pungent plants in   populations increases with greater moisture availability. In high   moisture environments, pungency is beneficial because capsaicinoids   protect the fruit from pathogenic fungi, and is not costly because   pungent and non-pungent chilies grown in well-watered conditions produce   equal numbers of seeds. In low moisture environments, pungency is less   beneficial as the risk of fungal infection is lower, and carries a   significant cost because, under drought stress, seed production in   pungent chilies is reduced by 50 per cent relative to non-pungent plants   grown in identical conditions. This large difference in seed production   under water-stressed (WS) conditions explains the existence of   populations dominated by non-pungent plants, and appears to result from   a genetic correlation between pungency and stomatal density: non-pungent   plants, segregating from intra-population crosses, exhibit significantly   lower stomatal density (p = 0.003), thereby reducing gas exchange under   WS conditions. These results demonstrate the importance of trait   integration in constraining adaptive divergence among populations.",674,NO,SH,,,
"Brian M. Connolly, Peter W. Guiden, John L. Orrock",2017,Past freeze-thaw events on Pinus seeds increase seedling herbivory,ECOSPHERE,NA,NA,10.1002/ecs2.1748,"Seed and seedling survival are key components of plant population   persistence. Although freeze-thaw events are experienced by many   dispersed seeds in temperate ecosystems, it is unclear whether   freeze-thaw stresses experienced by seeds can alter seedling   susceptibility to herbivores during the growing season. We evaluated how   freezing stress (temperature at -6 degrees C for 6 h) experienced by   seeds of two conifer species (Pinus resinosa and Pinus strobus) affects   seedling herbivory by a generalist herbivore (Spodoptera exigua). For   both Pinus species, herbivores consumed twofold more seedling biomass   from freeze-thaw-treated plants than seedlings from the constant   temperature treatment. Herbivores grew similar to 66\% faster when   feeding on freeze-thaw P. resinosa seedlings relative to controls, but   herbivore growth rate did not differ between treatments for P. strobus.   Our results show that the thermal environment experienced by a seed can   have subsequent effects on plant-herbivore interactions, suggesting that   (1) early ontogenetic stress could be a cryptic, yet unappreciated,   determinant of future herbivory and (2) increasingly frequent cold   events, such as those projected under winter climate change, may amplify   seedling herbivory and reduce recruitment in managed and natural conifer   forests.",675,NO,SH,,,
W. Matthew Vander Haegen,2007,Fragmention by agriculture influences reproductive success of birds in a   shrubsteppe landscape,ECOLOGICAL APPLICATIONS,934-947,934-947,10.1890/06-0990,"Shrubsteppe communities are among the most imperiled ecosystems in North   America as a result of conversion to agriculture and other anthropogenic   changes. In the Intermountain West of the United States, these   communities support a unique avifauna, including several species that   are declining and numerous others that are of conservation concern.   Extensive research in the eastern and central United States and in   Scandinavia suggests that fragmentation of formerly continuous forests   and grasslands adversely affects reproductive success of birds, yet   little is known of the potential effects on avian communities in Western   shrublands. I used multi-model inference to evaluate the potential   effects of local and landscape variables on nest predation and brood   parasitism, and behavioral observations of color-banded birds to   evaluate the potential effects of habitat fragmentation on seasonal   reproductive success of passerines in the shrubsteppe of eastern   Washington State, USA. Reproductive success of shrubsteppe-obligate   passerines was lower in landscapes fragmented by agriculture than in   continuous shrubsteppe landscapes. Daily survival rates for nests of   Brewer's Sparrows (Spizella breweri; n = 496) and Sage Thrashers   (Oreoscoptes montanus; n 128) were lower in fragmented landscapes, and   seasonal reproductive success ( percentage of pairs. edging young) of   Sage Sparrows (Amphispiza belli; n 146) and Brewer's Sparrows ( n 59)   was lower in fragmented landscapes. Rates of parasitism by Brown-headed   Cowbirds (Molothrus ater) overall were low (4\%) but were significantly   greater in fragmented landscapes for Brewer's Sparrows, and parasitism   resulted in fewer young. edged from successful nests. Simple models of   population growth using landscape-specific fecundity and estimates of   adult survival derived from return rates of banded male Sage Sparrows   and Brewer's Sparrows suggest that fragmented shrubsteppe in Washington   may be acting as a population sink for some species. Immediate   conservation needs include halting further fragmentation of shrubsteppe,   restoring low-productivity agricultural lands and annual grasslands to   shrubsteppe where possible, and convincing the public of the intrinsic   value of these imperiled ecosystems.",676,NO,SH,,,
"Pramod K. Pandey, Wenlong Cao, Sagor Biswas, Venkata Vaddella",2016,A new closed loop heating system for composting of green and food wastes,JOURNAL OF CLEANER PRODUCTION,1252-1259,1252-1259,10.1016/j.jclepro.2016.05.114,"Excessive amount of foodwaste in global food supply chain is a serious   issue, and additional controlling measures are needed to prevent   wastages of food. In our approach to tackle this global problem, we   developed an improved composting system, which can be used as a small   decentralized unit for treating food and green wastes in urban   environment. A new closed loop heating system was developed to enhance   the temperature of compost piles, and accelerate the inactivation of   pathogens during the process. The system involved a heated bath   circulator, an air injector, and a system of copper piping used as heat   exchangers in bins. The system was tested under aerated, static, and   plowed composting conditions. To test the pathogen inactivation in the   composting, the concentrations of Salmonella and Escherichia coli in   compost were measured. In addition, the changes in C:N ratio, pH, and   moisture content were observed to understand the quality of the compost   in terms of nutrient concentrations. Results showed that the Salmonella   levels reached to non-detectable limit in 34, 5, and 34 days of   composting in aerated, static, and plowed composting system,   respectively. The E. coli levels were detectable till day 70 indicating   longer survival of E. coli cells compared to Salmonella under composting   environment. In the current system, feedstock C:N ratio was reduced by   71, 70, and 62\% in static, plowed, and aerated composting,   respectively. We anticipate that the proposed system will yield a new   composting design with less dependency on environmental conditions. The   proposed design can be used for developing an in-door composting system   to convert food and green wastes into pathogen free soil amendment. (C)   2016 Published by Elsevier Ltd.",677,NO,SH,,,
"Piotr Bentkowski, Cock van Oosterhout, Ben Ashby, Thomas Mock",2017,The effect of extrinsic mortality on genome size evolution in   prokaryotes,ISME JOURNAL,1011-1018,1011-1018,10.1038/ismej.2016.165,"Mortality has a significant role in prokaryotic ecology and evolution,   yet the impact of variations in extrinsic mortality on prokaryotic   genome evolution has received little attention. We used both   mathematical and agent-based models to reveal how variations in   extrinsic mortality affect prokaryotic genome evolution. Our results   suggest that the genome size of bacteria increases with increased   mortality. A high extrinsic mortality increases the pool of free   resources and shortens life expectancy, which selects for faster   reproduction, a phenotype we called ` scramblers'. This phenotype is   realised by the expansion of gene families involved in nutrient   acquisition and metabolism. In contrast, a low mortality rate increases   an individual's life expectancy, which results in natural selection   favouring tolerance to starvation when conditions are unfavourable. This   leads to the evolution of small, streamlined genomes ('stayers'). Our   models predict that large genomes, gene family expansion and horizontal   gene transfer should be observed in prokaryotes occupying ecosystems   exposed to high abiotic stress, as well as those under strong   predator-and/or pathogenmediated selection. A comparison of genome size   of cyanobacteria in relatively stable marine versus more turbulent   freshwater environments corroborates our predictions, although other   factors between these environments could also be responsible.",678,NO,SH,,,
"Francisco Balao, Emiliano Trucchi, Thomas M. Wolfe, Bao-Hai Hao, Maria Teresa Lorenzo, Juliane Baar, Laura Sedman, Carolin Kosiol, Fabian Amman, Mark W. Chase, Mikael Hedren, Ovidiu Paun",2017,Adaptive sequence evolution is driven by biotic stress in a pair of   orchid species (Dactylorhiza) with distinct ecological optima,MOLECULAR ECOLOGY,3649-3662,3649-3662,10.1111/mec.14123,"The orchid family is the largest in the angiosperms, but little is known   about the molecular basis of the significant variation they exhibit. We   investigate here the transcriptomic divergence between two European   terrestrial orchids, Dactylorhiza incarnata and Dactylorhiza fuchsii,   and integrate these results in the context of their distinct ecologies   that we also document. Clear signals of lineage-specific adaptive   evolution of protein-coding sequences are identified, notably targeting   elements of biotic defence, including both physical and chemical   adaptations in the context of divergent pools of pathogens and   herbivores. In turn, a substantial regulatory divergence between the two   species appears linked to adaptation/acclimation to abiotic conditions.   Several of the pathways affected by differential expression are also   targeted by deviating post-transcriptional regulation via sRNAs.   Finally, D. incarnata appears to suffer from insufficient sRNA control   over the activity of RNA-dependent DNA polymerase, resulting in   increased activity of class I transposable elements and, over time, in   larger genome size than that of D. fuchsii. The extensive molecular   divergence between the two species suggests significant genomic and   transcriptomic shock in their hybrids and offers insights into the   difficulty of coexistence at the homoploid level. Altogether, biological   response to selection, accumulated during the history of these orchids,   appears governed by their microenvironmental context, in which biotic   and abiotic pressures act synergistically to shape transcriptome   structure, expression and regulation.",679,NO,SH,,,
"Roy H. A. van Grunsven, Wim H. van der Putten, T. Martijn Bezemer, Frank Berendse, Elmar M. Veenendaal",2010,Plant-soil interactions in the expansion and native range of a poleward   shifting plant species,GLOBAL CHANGE BIOLOGY,380-385,380-385,10.1111/j.1365-2486.2009.01996.x,"Climate warming causes range shifts of many species toward higher   latitudes and altitudes. However, range shifts of host species do not   necessarily proceed at the same rates as those of their enemies and   symbionts. Here, we examined how a range shifting plant species performs   in soil from its original range in comparison with soil from the   expansion range. Tragopogon dubius is currently expanding from southern   into northwestern Europe and we examined how this plant species responds   to soil communities from its original and expansion ranges. We compared   the performance of T. dubius with that of the closely related Tragopogon   pratensis, which has a natural occurrence along the entire latitudinal   gradient. Inoculation with the rhizosphere soil from T. dubius   populations of the original range had a more negative effect on plant   biomass production than inoculation with rhizosphere soil from the   expansion range. Interestingly, the nonrange expander T. pratensis   experienced a net negative soil effect throughout this entire range. The   effects observed in this species pair may be due to release from soil   born enemies or accumulation of beneficial soil born organisms. If this   phenomenon applies broadly to other species, then range expansion may   enable plants species to show enhanced performance.",680,NO,SH,,,
"Nico Heer, Fabian Klimmek, Christoph Zwahlen, Markus Fischer, Norbert Hoelzel, Valentin H. Klaus, Till Kleinebecker, Daniel Prati, Steffen Boch",2018,"Hemiparasite-density effects on grassland plant diversity, composition   and biomass",PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,22-29,22-29,10.1016/j.ppees.2018.01.004,"Hemiparasitic plants are considered ecosystem engineers because they can   modify the interactions between hosts and other organisms. Thereby, they   may affect vegetation structure, community dynamics and facilitate   coexistence as they are able to reduce interspecific competition by   parasitizing selectively on competitive species and promote subordinate   ones. In agri-environmental schemes, introducing the hemiparasite   Rhinanthus has therefore been suggested as a low-cost method to increase   grassland plant diversity, which is still subject to debate.   The majority of previous studies simply compared sites with and without   hemiparasites. However, as hemiparasite effects are most likely   density-dependent, we present a novel approach assessing the effect of   Rhinanthus alectorolophus density on grassland plant diversity, yield   and community biomass quality. Moreover, we investigated whether   functional plant composition and community mean traits are affected by   Rhinanthus density, which has been largely neglected in previous   studies.   The relationship between species richness and relative Rhinanthus   biomass followed an optimum curve with highest values at 31\% relative   Rhinanthus biomass. At this Rhinanthus-biomass level, species richness   was increased by 12\% and yield decreased by 26\% compared with plots   without Rhinanthus. M relative Rhinanthus biomass > 60\%, species   richness was even lower than in plots without Rhinanthus. Overall, the   biomass of grasses and the cumulative cover of legumes decreased   linearly with increasing relative Rhinanthus biomass. Community mean   trait analysis revealed that an increasing Rhinanthus density shifts the   community composition towards smaller plant species. Biomass quality was   not affected by increasing relative Rhinanthus biomass.   In summary, our results of increased plant diversity - in line with a   slightly lower yield but similar community biomass quality - indicate   that Rhinanthus is a suitable biological tool for grassland restoration.",681,YES,SH,yes,,
"Michael P. Scroggie, John P. Parkes, Grant Norbury, Ben Reddiex, Richard Heyward",2012,"Lagomorph and sheep effects on vegetation growth in dry and mesic   grasslands in Otago, New Zealand",WILDLIFE RESEARCH,721-730,721-730,10.1071/WR11209,"Context. Rabbits (Oryctolagus cuniculus) are major pests in the semiarid   grasslands of eastern South Island. As the benefits of a viral   biological control agent (rabbit haemorrhagic disease virus) introduced   in 1997 begin to wane, landowners are again faced with the costs of   controlling rabbits.   Aim. The study aimed to measure the extent of vegetation growth as   rabbit and sheep densities changed to enable land managers to better   justify decisions on pest and stock management.   Methods. We investigated the relationship between seasonal growth of   vegetation at two replicate sites within each of three rabbit-prone   areas in Otago. At these sites, the ambient densities of lagomorphs   varied naturally and in response to pest-control operations, whereas the   density of domestic sheep (Ovis aries) varied according to the farmers'   husbandry needs. The vegetation was highly degraded at one of the areas   studied. Rabbits were present at all three sites and hares (Lepus   europaeus) at two sites. At each site, we established exclosures that   excluded either all herbivores or just sheep. The observed rates of   vegetation growth were modelled as a function of prevailing herbivore   densities, season and site. The fitted model was used to infer expected   rates of change in vegetation biomass at the sites, under varying sheep   and lagomorph density indices, and seasons.   Key results. In the absence of herbivores, vegetation was predicted to   grow in all seasons apart from winter at the degraded sites. In the   absence of sheep but in the presence of up to similar to 10 lagomorphs   seen per kilometre of spotlight transect, accumulation of vegetation   biomass follows the same seasonal pattern as in the absence of   herbivores. As lagomorph counts reach 50 per kilometre, vegetation   biomass accumulates only in spring and summer and only at the least   degraded sites. The maximum stocking rates for sheep for which positive   biomass accumulation could be maintained under varying lagomorph   densities was predicted from the model.   Conclusions. At the least degraded sites some sheep could be grazed   while maintaining positive pasture growth, even at high rabbit   densities, except in winter if rabbit-density indices exceeded similar   to 30 per kilometre. At the most degraded sites, a very low density of   sheep could be maintained, but only in spring and only if lagomorph   density indices were below similar to 10 per kilometre.",682,NO,SH,,,
