AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,include-old,screened_by,double-check,include_article_review,exclude_reason,notes
"Jomar M. Barbosa, Esther Sebastian-Gonzalez, Gregory P. Asner, David E. Knapp, Christopher Anderson, Roberta E. Martin, Rodolfo Dirzo",2016,Hemiparasite-host plant interactions in a fragmented landscape assessed   via imaging spectroscopy and LiDAR,ECOLOGICAL APPLICATIONS,55-66,55-66,10.1890/14-2429,"Species interactions are susceptible to anthropogenic changes in   ecosystems, but this has been poorly investigated in a spatially   explicit manner in the case of plant parasitism, such as the omnipresent   hemiparasitic mistletoe-host plant interactions. Analyzing such   interactions at a large spatial scale may advance our understanding of   parasitism patterns over complex landscapes. Combining high-resolution   airborne imaging spectroscopy and LiDAR, we studied hemiparasite   incidence within and among tree host stands to examine the prevalence   and spatial distribution of hemiparasite load in ecosystems.   Specifically, we aimed to assess: (1) detection accuracy of mistletoes   on their oak hosts; (2) hemiparasitism prevalence within host tree   canopies depending on tree height, and (3) spatial variation in   hemiparasitism across fragmented woodlands, in a low-diversity   mediterranean oak woodland in California, USA. We identified mistletoe   infestations with 55-96\% accuracy, and detected significant differences   in remote-sensed spectra between oak trees with and without mistletoe   infestation. We also found that host canopy height had little influence   on infestation degree, whereas landscape-level variation showed   consistent, non-random patterns: isolated host trees had twice the   infestation load than did trees located at the core of forest fragments.   Overall, we found that canopy exposure (i.e., lower canopy density or   proximity to forest edge) is more important than canopy height for   mistletoe infestation, and that by changing landscape structure,   parasitic prevalence increased with woodland fragmentation. We conclude   that reducing fragmentation in oak woodlands will minimize anthropogenic   impact on mistletoe infestation at the landscape level. We argue that   advanced remote sensing technology can provide baselines to   quantitatively analyze and monitor parasite-host trajectories in light   of global environmental change, and that this is a promising approach to   be further tested in other temperate and tropical forests.",1043,maybe,,BH,check,no,data on PP but not on ecosystem processes affected by PP,
"Hiroshi Yamashita, Go Suzuki, Chuya Shinzato, Mitsuru Jimbo, Kazuhiko Koike",2018,Symbiosis process between Acropora larvae and Symbiodinium differs even   among closely related Symbiodinium types,MARINE ECOLOGY PROGRESS SERIES,119-128,119-128,10.3354/meps12474,"The symbiosis between corals and the dinoflagellate genus Symbiodinium   is a fundamental pillar of coral reef ecosystems. Many of the coral   species, including Acropora, acquire Symbiodinium from the environment   during early ontogeny for symbiosis. Genetically diverse members of   Symbiodinium have been identified from the environment, but naturally   settled Acropora recruits (i.e. settlers or spats) usually harbor   specific members of Symbiodinium. Thus, symbiosis between Acropora and   Symbiodinium is not established haphazardly in the wild. Conversely,   under laboratory conditions, Acropora larvae can acquire other   Symbiodinium varieties. However, it remains unclear whether a stable   symbiosis between these Symbiodinium that are never detected in natural   Acropora recruits and corals is successfully established. Here, we   artificially supplied A. tenuis larvae with 3 closely related   Symbiodinium culture strains, namely, type A1 (common within natural   Acropora recruits), type A2-relative (never detected within corals), and   type A3 (often found within natural Acropora recruits). We then   determined the percentage of Symbiodinium-infected larvae and the   density of Symbiodinium cells infecting the larvae. For types A1 and A3,   the percentage of Symbiodinium-infected larvae and the density of   Symbiodinium cells did not decrease even after stopping the Symbiodinium   supply. This result indicated that stable symbiosis was successfully   established, even in the laboratory. However, the percentage of   Symbiodinium-infected larvae and Symbiodinium cell density of type   A2-relative declined after stopping the Symbiodinium supply. Thus, under   laboratory conditions, A. tenuis larvae can acquire Symbiodinium that is   never detected within natural corals; however, stable symbiosis between   these Symbiodinium and corals was not successfully established.",1044,maybe,,BH,check,no,no data on PP,
"T. Cheng, B. Rivard, G. A. Sanchez-Azofeifa, J. Feng, M. Calvo-Polanco",2010,Continuous wavelet analysis for the detection of green attack damage due   to mountain pine beetle infestation,REMOTE SENSING OF ENVIRONMENT,899-910,899-910,10.1016/j.rse.2009.12.005,"Mountain pine beetle (Dendroctonus ponderosae Hopkins) is the most   destructive insect infesting mature pine forests in North America and   has devastated millions of hectares of forest in western Canada. Past   studies have demonstrated the use of multispectral imagery for remote   identification and mapping of visible or red attack damage in forests.   This study aims to detect pre-visual or green attack damage in lodgepole   pine needles by means of hyperspectral measurements, particularly via   continuous wavelet analysis. Field measurements of lodgepole pine stands   were conducted at two sites located northwest of Edmonton, Alberta,   Canada. In June and August of 2007, reflectance spectra (350-2500 nm)   were collected for 16 pairs of trees. Each of the 16 tree pairs included   one control tree (healthy), and one stressed tree (girdled to simulate   the effects of beetle infestation). In addition, during the period of   June through October 2008, spectra were collected from 15 pairs of   control- and beetle-infested trees. Spectra derived from these 31 tree   pairs were subjected to a continuous wavelet transform, generating a   scalogram that compiles the wavelet power as a function of wavelength   location and scale of decomposition. Linear relationships were then   explored between the wavelet scalograms and chemical properties or class   labels (control and non-control) of the sample populations in order to   isolate the most useful distinguishing spectral features that related to   infested or girdled trees vs. control trees.   A deficit in water content is observed in infested trees while an   additional deficit in chlorophyll content is seen for girdled trees. The   measurable water deficit of infested and girdled tree samples was   detectable from the wavelet analysis of the reflectance spectra   providing a novel method for the detection of green attack. The spectral   features distinguishing control and infested trees are predominantly   located between 950 and 1390 nm from scales 1 to 8. Of those, five   features between 1318 to 1322 nm at scale 7 are consistently found in   the July and August 2008 datasets. These features are located at longer   wavelengths than those investigated in previous studies (below 1100 nm)   and provide new insights into the potential remote detection of green   attack. Spectral features that distinguish control and girdled trees   were mostly observed between 1550 and 2370 nm from scales 1 to 5. The   differing response of girdled and infested trees appears to indicate   that the girdling process does not provide a perfect simulation of the   effects caused by beetle infestation.   It remains to be determined if the location of the 1318-1322 nm   features, near the edge of a strong atmospheric water absorption band,   will be sufficiently separable for use in airborne detection of green   attack. A plot comparing needle water content and wavelet power at 1320   nm reveals considerable overlap between data derived from both infested   and control samples, though the groups are statistically separable. This   obstacle may preclude a high accuracy separation of healthy and infected   single individuals, but establishing threshold identification levels may   provide an economical, efficient and expeditious method for   discriminating between healthy and infested tree populations. (C) 2009   Elsevier Inc. All rights reserved.",1045,maybe,,BH,check,no,no data on PP,
"John K. Scott, Louise Morin",2012,Moraea flaccida Sweet - one-leaf Cape tulip Moraea miniata Andrews -   two-leaf Cape tulip,NA,398-403,398-403,NA,"In 1999, the Iridaceae species one- and two-leaf Cape tulips (Moraea   flaccida and Moraea miniata, previously in the genus Homeria), were the   first in this family to be approved as target weeds for biocontrol in   Australia. Cape tulips invade natural ecosystems and pasture and are   toxic to livestock across southern Australia, with the greatest   infestations recorded in the south-west of WA. Surveys for natural   enemies of Cape tulips in South Africa, the region of origin of these   weeds, identified the rust fungus Puccinia moraeae as the most promising   candidate biocontrol agent. Insects feeding on the corms and seeds were   also found, but basic information on their biology is needed before   their biocontrol potential can be assessed. Thirty-nine accessions of   the rust collected across the Cape tulips' range in South Africa were   recently imported into quarantine in Australia, but only one accession   from two-leaf Cape tulip was successfully cultured on Australian plants.   Preliminary host-specificity tests with this rust accession were   performed on a few selected non-target species within the Iridaceae;   none developed any symptoms. However, more collection and testing is   required to select the rust isolates most pathogenic on Australian Cape   tulips prior to undertaking comprehensive host-specificity testing.   Identification of putative genotypes comprised in both Cape tulip   species in Australia would facilitate this selection process.",1046,maybe,,BH,check,no,data on PP but not on ecosystem processes affected by PP,
"Colin D. MacLeod, Robert Poulin",2015,Interactive effects of parasitic infection and ocean acidification on   the calcification of a marine gastropod,MARINE ECOLOGY PROGRESS SERIES,137-150,137-150,10.3354/meps11459,"The interactive effects of ocean acidification (OA) and parasitic   infection have the potential to alter the performance of many marine   organisms. Parasitic infection can affect host organisms' response to   abiotic stressors, and vice versa, while the response of marine   organisms to stressors associated with OA can vary within and between   taxonomic groups (host or parasite). Accordingly, it seems likely that   the combination of infection stress and the novel stressors associated   with OA could alter previously stable host-parasite interactions. This   study is a detailed investigation into the changes to shell growth,   dissolution, and tensile strength in the New Zealand mud snail   Zeacumantus subcarinatus caused by trematode infection in combination   with exposure to simulated OA conditions. This study also tests the   effects of reduced pH on snails infected by 3 different trematode   species to investigate potential species-specific effects of infection.   After a 90 d exposure to 3 pH treatments (pH 8.1, 7.6, and 7.4),   acidified seawater caused significant reductions in shell growth,   length, and tensile strength in all snails. Trematode infected snails   displayed increased shell growth and dissolution and reduced shell   strength relative to uninfected conspecifics. In all measured variables,   there were also significant differences between snails maintained at the   same pH but infected by different species of parasite. These results   indicate that parasitic infection has the potential to alter host   organisms' response to OA and that the magnitude of this effect varies   among parasite species.",1047,maybe,,BH,check,yes,,polymorph of CaCO3
"Gary L. Krapu, David A. Brandt, Paul J. Kinzel, Aaron T. Pearse",2014,"Spring Migration Ecology of the Mid-Continent Sandhill Crane Population   with an Emphasis on Use of the Central Platte River Valley, Nebraska",WILDLIFE MONOGRAPHS,1-41,1-41,10.1002/wmon.1013,"We conducted a 10-year study (1998-2007) of the Mid-Continent Population   (MCP) of sandhill cranes (Grus canadensis) to identify spring-migration   corridors, locations of major stopovers, and migration chronology by   crane breeding affiliation (western Alaska-Siberia [WA-S], northern   Canada-Nunavut [NC-N], west-central Canada-Alaska [WC-A], and   east-central Canada-Minnesota [EC-M]). In the Central Platte River   Valley (CPRV) of Nebraska, we evaluated factors influencing staging   chronology, food habits, fat storage, and habitat use of sandhill   cranes. We compared our findings to results from the Platte River   Ecology Study conducted during 1978-1980. We determined spring migration   corridors used by the breeding affiliations (designated subpopulations   for management purposes) by monitoring 169 cranes marked with platform   transmitter terminals (PTTs). We also marked and monitored 456 cranes in   the CPRV with very high frequency (VHF) transmitters to evaluate length   and pattern of stay, habitat use, and movements. An estimated 42\% and   58\% of cranes staging in the CPRV were greater sandhill cranes (G. c.   tabida) and lesser sandhill cranes (G. c. canadensis), and they stayed   for an average of 20 and 25 days (2000-2007), respectively. Cranes from   the WA-S, NC-N, WC-A, and EC-M affiliations spent an average of 72, 77,   52, and 53 days, respectively, in spring migration of which 28, 23, 24,   and 18 days occurred in the CPRV. The majority of the WA-S subpopulation   settled in the CPRV apparently because of inadequate habitat to support   more birds upstream, although WA-S cranes accounted for >90\% of birds   staging in the North Platte River Valley. Crane staging duration in the   CPRV was negatively correlated with arrival dates; 92\% of cranes stayed   >7 days. A program of annual mechanical removal of mature stands of   woody growth and seedlings that began in the early 1980s primarily in   the main channel of the Platte River has allowed distribution of crane   roosts to remain relatively stable over the past 2 decades. Most cranes   returned to nocturnal roost sites used in previous years. Corn residues   dominated the diet of sandhill cranes in the CPRV, as in the 1970s,   despite a marked decline in standing crop of corn residues. Only 14\%   (10 of 74) of PTT-marked migrant cranes stayed at stopovers for >= 5   days before arriving in the CPRV, which limited the contribution of   sites south of the CPRV for fat accumulation needed for migration and   reproduction. Body masses of cranes (after adjusting for body size [an   index of fat]) at arrival in the CPRV varied widely among years   (1998-2006), indicating the importance of maintaining productive   habitats on the wintering grounds to condition cranes for migration and   reproduction. Average rates of fat gain by adult females while in the   CPRV remained similar from 1978-1979 to 1998-1999 but declined among   males. Distances cranes flew to feeding grounds in the CPRV increased as   the percentage of cropland planted to soybeans increased and as density   of cranes on nocturnal roosts increased. These results suggest that as   habitats of limited or no value to cranes increase on the landscape,   more flight time and higher maintenance costs may reduce fat storage. An   estimated 40\% of diurnal use occurred north of Interstate 80 (I-80)   where <= 5\% of lands dedicated to crane conservation are located.   Seventy-four and 40\% of PTT-marked EC-M and WC-A cranes had spring   migrations that included staging in eastern South Dakota for an average   of 11 and 10 days, respectively.   Cranes of the NC-N, WA-S, and WC-A subpopulations staged an average of   25, 17, and 12 days in central and western Saskatchewan/eastern Alberta.   Females in these affiliations increased their fat reserves after leaving   Nebraska by an estimated 450, 451, and 452 g, respectively, underscoring   the key role of these staging areas in preparing the 3 subpopulations   for reproduction. After departing Nebraska, MCP cranes roosted primarily   in basin wetlands. Most of these wetlands are in private ownership and   lack adequate protection, emphasizing the need for effective laws and   policies to ensure their long-term protection. The continued success of   the current management goal of maintaining the MCP at approximately its   current size and providing diverse recreational opportunities over a   wide area of midcontinent and western North America is predicated on the   ability of MCP cranes to continue to store large fat reserves in the   CPRV in advance of breeding. For the CPRV to remain a key fat storage   site, active channel maintenance (e. g., clearing of woody vegetation)   likely will need to continue, along with establishing minimum stream   flows. These actions would help ensure nocturnal roosting habitat   remains sufficiently dispersed to provide cranes with daily intake of   high-energy food adequate for major fat storage and limit risk of high   mortality from storms and disease. Published 2014. This article is a   U.S. Government work and is in the public domain in the USA.",1048,NO,NO,BH,done,,,
"Sally E. Thompson, Simon Levin, Ignacio Rodriguez-Iturbe",2014,Rainfall and temperatures changes have confounding impacts on   Phytophthora cinnamomi occurrence risk in the southwestern USA under   climate change scenarios,GLOBAL CHANGE BIOLOGY,1299-1312,1299-1312,10.1111/gcb.12463,"Global change will simultaneously impact many aspects of climate, with   the potential to exacerbate the risks posed by plant pathogens to   agriculture and the natural environment; yet, most studies that explore   climate impacts on plant pathogen ranges consider individual climatic   factors separately. In this study, we adopt a stochastic modeling   approach to address multiple pathways by which climate can constrain the   range of the generalist plant pathogen Phytophthora cinnamomi (Pc):   through changing winter soil temperatures affecting pathogen survival;   spring soil temperatures and thus pathogen metabolic rates; and changing   spring soil moisture conditions and thus pathogen growth rates through   host root systems. We apply this model to the southwestern USA for   contemporary and plausible future climate scenarios and evaluate the   changes in the potential range of Pc. The results indicate that the   plausible range of this pathogen in the southwestern USA extends over   approximately 200000km(2) under contemporary conditions. While warming   temperatures as projected by the IPCC A2 and B1 emissions scenarios   greatly expand the range over which the pathogen can survive winter,   projected reductions in spring rainfall reduce its feasible habitat,   leading to spatially complex patterns of changing risk. The study   demonstrates that temperature and rainfall changes associated with   possible climate futures in the southwestern USA have confounding   impacts on the range of Pc, suggesting that projections of future   pathogen dynamics and ranges should account for multiple pathways of   climate-pathogen interaction.",1049,NO,NO,BH,done,,,
"Juan Antonio Lopez-Raez, Harro Bouwmeester, Maria J. Pozo",2012,"Communication in the Rhizosphere, a Target for Pest Management",NA,109-133,109-133,10.1007/978-94-007-1905-7\_5,"The industrial agriculture has given rise to an excessive use and misuse   of agrochemicals causing environmental pollution. Therefore, it is   urgent to find alternatives that are more environmentally friendly than   chemical fertilizers and pesticides for disease control. The key to   achieve successful biological control strategies is the knowledge of the   ecological interactions that occur belowground. The rhizosphere   constitutes a very dynamic environment harbouring the plant roots and   many organisms. Plants communicate and interact with those organisms   through the production and release of a large variety of secondary   metabolites into the rhizosphere. Thus, they use these metabolites to   defend themselves against soil-borne pathogens, which can adversely   affect plant growth and fitness, but also to establish mutualistic   associations with beneficial soil microorganisms. However, despite the   importance of these plant-organism interactions the mechanisms   regulating them remain largely unknown.   We review here chemical communication that takes place in the   rhizosphere between plants and other soil organisms, and the potential   use of this molecular dialogue for developing new biological control   strategies against deleterious organisms. We focus on the knowledge of   the root parasitic weed germination stimulants - strigolactones - to   develop more efficient control methods against this pest. Finally, we   illustrate this with an exciting example: the use of the mutualistic   arbuscular mycorrhizal symbiosis for controlling root parasitic weeds by   reducing the production of stiigolactones in the host plant.",1050,NO,NO,BH,done,,,
"Lydia Hantsch, Uwe Braun, Michael Scherer-Lorenzen, Helge Bruelheide",2013,Species richness and species identity effects on occurrence of foliar   fungal pathogens in a tree diversity experiment,ECOSPHERE,NA,NA,10.1890/ES13-00103.1,"Current theory on transmission rates of plant pathogens predicts a   strong influence of host richness on the degree of infection. In   addition, identity effects, caused by the presence of particular species   in a community, may also drive biodiversity and ecosystem functioning   relationships, with ``selection'' or ``sampling effects'' being   particularly important. We tested the effect of tree species richness   and tree species identity effects on foliar fungal pathogens on four   forest tree species of the temperate zone making use of the BIOTREE tree   diversity experiment in Germany. We hypothesized that fungal species   richness is positively and fungal pathogen load negatively related to   tree species richness. In addition, we tested whether species number of   foliar biotrophic fungi and pathogen load depend on tree community   composition and on the presence or absence of particular disease-prone   tree species. All foliar fungi were identified macro-and microscopically   and subjected to statistical analyses at three hierarchical levels, at   the plot level, the level of single tree species and the level of   individual fungus species. There was a negative effect of tree richness   on the pathogen load of common powdery mildew species. Moreover, we   found strong tree species identity effects at the plot level as the   presence of Quercus resulted in a high pathogen load. Thus, for the   first time we experimentally showed that disease risk and pathogen   transmission of foliar fungal pathogens in temperate forest tree   ecosystems may depend on tree richness and on the presence of particular   disease-prone species.",1051,YES,YES,BH,done,no,data on PP but not on ecosystem processes affected by PP,
"Lindy M. MacRaild, James Q. Radford, Andrew F. Bennett",2010,Non-linear effects of landscape properties on mistletoe parasitism in   fragmented agricultural landscapes,LANDSCAPE ECOLOGY,395-406,395-406,10.1007/s10980-009-9414-0,"Ecological processes such as plant-animal interactions have a critical   role in shaping the structure and function of ecosystems, but little is   known of how such processes are modified by changes in landscape   structure. We investigated the effect of landscape change on mistletoe   parasitism in fragmented agricultural environments by surveying   mistletoes on eucalypt host trees in 24 landscapes, each 100 km(2) in   size, in south-eastern Australia. Landscapes were selected to represent   a gradient in extent (from 60\% to 2\% cover) and spatial pattern of   remnant wooded vegetation. Mistletoes were surveyed at 15 sites in each   landscape, stratified to sample five types of wooded elements in   proportion to their relative cover. The incidence per landscape of box   mistletoe (Amyema miquelii), the most common species, was best explained   by the extent of wooded cover (non-linear relationship) and mean annual   rainfall. Higher incidence occurred in landscapes with intermediate   levels of cover (15-30\%) and higher rainfall (> 500 mm). Importantly, a   marked non-linear decline in the incidence of A. miquelii in low-cover   landscapes implies a disproportionate loss of this species in remaining   wooded vegetation, greater than that attributable to decreasing forest   cover. The most likely mechanism is the effect of landscape change on   the mistletoebird (Dicaeum hirundinaceum), the primary seed-dispersal   vector for A. miquelii. Our results are consistent with observations   that habitat fragmentation initially enhances mistletoe occurrence in   agricultural environments; but in this region, when wooded vegetation   fell below a threshold of similar to 15\% landscape cover, the incidence   of A. miquelii declined precipitously. Conservation management will   benefit from greater understanding of the components of landscape   structure that most influence ecological processes, such as mistletoe   parasitism and other plant-animal mutualisms, and the critical stages in   such relationships. This will facilitate action before critical   thresholds are crossed and cascading effects extend to other aspects of   ecosystem function.",1052,YES,YES,BH,done,no,data on PP but not on ecosystem processes affected by PP,
"Kim N. Mouritsen, Sascha C. B. Haun",2008,Community regulation by herbivore parasitism and density: Trait-mediated   indirect interactions in the intertidal,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,236-246,236-246,10.1016/j.jembe.2008.10.009,"The abundant herbivorous mud-snail Hydrobia ulvae is an ecosystem   engineer in soft-bottom intertidal habitats due to its grazing and   bioturbation activity. However, mud snails are commonly infected by   trematodes that reduce their overall activity, which in turn may affect   their impact on the surrounding benthic community. To test this   hypothesis, we performed field experiments manipulating both the   abundance of uninfected snails (0, 7500 and 15.000 ind. m(-2)) and the   level of snail parasitism (0, 33 and 100\% trematode prevalence) on a   Danish mud-flat. The results showed that increasing snail abundance and   parasitism generally had opposite effects on the community of   microphytobenthos and zoobenthos. Increasing snail density increased the   chlorophyll-a concentration in the substrate (enhancement), whereas   increasing parasitism decreased it. In accordance, the benthic primary   producers were generally less nutrient limited at high snail density and   mostly so at high levels of snail parasitism. Moreover, epipsammic   diatoms were favoured over epipelic diatoms at increasing snail density,   whereas the opposite was evident at increasing snail parasitism. At the   community level, increasing snail density increased evenness among   epipelic diatoms, whereas increasing snail parasitism decreased evenness   and species diversity. Probably through the action of trophic cascades   and varying levels of disturbance, the zoobenthic community was   influenced by experimental treatments as well. The indirect effects of   snail parasitism influenced significantly the abundance of more faunal   species (seven) than did snail density (two). At the community level,   increasing snail density decreased evenness and lowest species richness   coincided with intermediate snail density. In contrast, increasing snail   parasitism resulted in increasing evenness and peaking species richness   at intermediate level of parasitism. Together, the results show that   parasites solely through their impact on the behaviour of a single   community member can be significant indirect determinants of community   organisation and function. (C) 2008 Elsevier B.V. All rights reserved.",1053,YES,YES,BH,done,yes,,
"Kelly A. Collins, Timothy J. Lawrence, Emilie K. Stander, Robert J. Jontos, Sujay S. Kaushal, Tamara A. Newcomer, Nancy B. Grimm, Marci L. Cole Ekberg",2010,Opportunities and challenges for managing nitrogen in urban stormwater:   A review and synthesis,ECOLOGICAL ENGINEERING,1507-1519,1507-1519,10.1016/j.ecoleng.2010.03.015,"Although nitrogen (N) is prevalent in urban stormwater, regulation of   this pollutant has occurred only more recently. This paper reviews the   concerns over N in urban stormwater, mechanisms and design enhancements   for N uptake and denitrification through various stormwater control   measures (SCMs), and presents opportunities to integrate this current   knowledge into the regulatory framework. A survey of personnel directly   involved in various aspects of US state and territory NPDES programs   revealed that the top three pollutants of concern were total suspended   solids (TSS), pathogens and bacteria, and total phosphorus (TP).   Surprisingly, nitrate (NO(3)(-)) was of little concern among the survey   respondents, with 3.9\% giving it the highest level of concern, 2.0\%   ranking it second, and 6.0\% ranking it third. When asked which   strategies were currently used in their geographic area for stormwater   management, the most common results were wet ponds and dry ponds. At the   same time, wet ponds and dry ponds were recognized as less effective   practices to manage stormwater.   A review of current literature reveals that several alternative SCMs,   such as bioretention, filters, and wetlands, show greater promise in   their ability to remove N from stormwater than more conventional   practices such as dry ponds and wet ponds. Enhanced N removal via   denitrification and plant uptake is often observed under the combination   of aerobic followed by sustained anoxic conditions, the presence of a   carbon source (organic material), and the presence of mature, dense   vegetation.   Given the lack of concern or awareness of local officials related to N   loading from urban stormwater, and variation in the efficacy of various   SCMs, it is not surprising that regulators remain focused on   conventional dry pond and wet pond control measures. More needs to be   done to quantify the impact of urban sources of Non water quality and   aquatic ecosystems. In addition, greater focus needs to be placed on the   development of design criteria for SCMs, such as bioretention, filters,   and constructed wetlands, which show more promise for N removal. (C)   2010 Elsevier B.V. All rights reserved.",1054,NO,NO,BH,done,,,
"A. Studer, R. Poulin",2012,Effects of salinity on an intertidal host-parasite system: Is the   parasite more sensitive than its host?,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,110-116,110-116,10.1016/j.jembe.2011.11.008,"Intertidal habitats are characterised by highly fluctuating   environmental conditions including varying salinity regimes. Changes in   salinity may be gradual or abrupt; for example, heavy rainfall or   evaporation during warm periods can either decrease or increase   salinity. Trematodes are the most common parasites in intertidal   ecosystems and their transmission is known to be highly influenced by   environmental conditions. However, effects of salinity on the   transmission of intertidal trematodes are not well studied. Here, we   investigated the effects of long-term (i.e. several weeks) exposure to   different salinities (25, 30, 35 and 40 psu) on the transmission of   Maritrema novaezealandensis from its first intermediate snail host   (Zeacumantus subcarinatus) to a second intermediate amphipod host   (Paracalliope novizealandiae), in order to evaluate overall net effects.   The following steps were assessed: output of parasite transmission   stages (cercariae) from infected snail hosts, survival and infectivity   of cercariae, susceptibility of amphipod hosts to infection and survival   of amphipod hosts including parasite development within amphipod hosts.   Output and survival of cercariae increased with increasing salinity   whilst infectivity of cercariae and susceptibility of amphipods to   infection were not clearly affected. Survival of amphipods was   significantly longer at lower salinities and parasite development in   infected amphipods was concomitantly more advanced. Overall, the results   suggest that the parasite and the amphipods are differentially affected,   and that under normal to increased salinities conditions are more   favourable for the parasite than for the amphipod host. (c) 2011   Elsevier B.V. All rights reserved.",1055,MAYBE,MAYBE,BH,done,yes,,
"Jaime M. Anaya-Rojas, Franziska S. Brunner, Nina Sommer, Ole Seehausen, Christophe Eizaguirre, Blake Matthews",2016,The association of feeding behaviour with the resistance and tolerance   to parasites in recently diverged sticklebacks,JOURNAL OF EVOLUTIONARY BIOLOGY,2157-2167,2157-2167,10.1111/jeb.12934,"Divergent natural selection regimes can contribute to adaptive   population divergence, but can be sensitive to human-mediated   environmental change. Nutrient loading of aquatic ecosystems, for   example, might modify selection pressures by altering the abundance and   distribution of resources and the prevalence and infectivity of   parasites. Here, we used a mesocosm experiment to test for interactive   effects of nutrient loading and parasitism on host condition and feeding   ecology. Specifically, we investigated whether the common fish parasite   Gyrodactylus sp. differentially affected recently diverged lake and   stream ecotypes of three-spined stickleback (Gasterosteus aculeatus). We   found that the stream ecotype had a higher resistance to Gyrodactylus   sp. infections than the lake ecotype, and that both ecotypes experienced   a cost of parasitism, indicated by negative relationships between   parasite load and both stomach fullness and body condition. Overall, our   results suggest that in the early stages of adaptive population   divergence of hosts, parasites can affect host resistance, body   condition and diet.",1056,NO,NO,BH,done,,,
"Pablo M. Beldomenico, Sandra Telfer, Stephanie Gebert, Lukasz Lukomski, Malcolm Bennett, Michael Begon",2008,Poor condition and infection: a vicious circle in natural populations,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1753-1759,1753-1759,10.1098/rspb.2008.0147,"Pathogens may be important for host population dynamics, as they can be   a proximate cause of morbidity and mortality. Infection dynamics, in   turn, may be dependent on the underlying condition of hosts. There is a   clear potential for synergy between infection and condition: poor   condition predisposes to host infections, which further reduce condition   and so on. To provide empirical data that support this notion, we   measured haematological indicators of infection (neutrophils and   monocytes) and condition (red blood cells (RBCs) and lymphocytes) in   field voles from three populations sampled monthly for 2 years.   Mixed-effect models were developed to evaluate two hypotheses, (i) that   individuals with low lymphocyte and/or RBC levels are more prone to show   elevated haematological indicators of infection when re-sampled four   weeks later, and (ii) that a decline in indicators of condition is   likely to follow the development of monocytosis or neutrophilia. We   found that individuals with low RBC and lymphocyte counts had increased   probabilities of developing monocytosis and higher increments in   neutrophils, and that high indices of infection (neutrophilia and   monocytosis) were generally followed by a declining tendency in the   indicators of condition (RBCs and lymphocytes). The vicious circle that   these results describe suggests that while pathogens overall may be more   important in wildlife dynamics than has previously been appreciated,   specific pathogens are likely to play their part as elements of an   interactive web rather than independent entities.",1057,NO,NO,BH,done,,,
"Jessica Tout, Thomas C. Jeffries, Nicole S. Webster, Roman Stocker, Peter J. Ralph, Justin R. Seymour",2014,Variability in Microbial Community Composition and Function Between   Different Niches Within a Coral Reef,MICROBIAL ECOLOGY,540-552,540-552,10.1007/s00248-013-0362-5,"To explore how microbial community composition and function varies   within a coral reef ecosystem, we performed metagenomic sequencing of   seawater from four niches across Heron Island Reef, within the Great   Barrier Reef. Metagenomes were sequenced from seawater samples   associated with (1) the surface of the coral species Acropora palifera,   (2) the surface of the coral species Acropora aspera, (3) the sandy   substrate within the reef lagoon and (4) open water, outside of the reef   crest. Microbial composition and metabolic function differed   substantially between the four niches. The taxonomic profile showed a   clear shift from an oligotroph-dominated community (e.g. SAR11,   Prochlorococcus, Synechococcus) in the open water and sandy substrate   niches, to a community characterised by an increased frequency of   copiotrophic bacteria (e.g. Vibrio, Pseudoalteromonas, Alteromonas) in   the coral seawater niches. The metabolic potential of the four microbial   assemblages also displayed significant differences, with the open water   and sandy substrate niches dominated by genes associated with core   house-keeping processes such as amino acid, carbohydrate and protein   metabolism as well as DNA and RNA synthesis and metabolism. In contrast,   the coral surface seawater metagenomes had an enhanced frequency of   genes associated with dynamic processes including motility and   chemotaxis, regulation and cell signalling. These findings demonstrate   that the composition and function of microbial communities are highly   variable between niches within coral reef ecosystems and that coral   reefs host heterogeneous microbial communities that are likely shaped by   habitat structure, presence of animal hosts and local biogeochemical   conditions.",1058,NO,NO,BH,done,,,
