paper ID,measureID,pathway,measure general,measure specific -- outcome variable,outcome unit - concat w measure specific,morbid_or_abund_biomass_measure,effects on host,effects on community,predictor variable,ecosystem_process_mediate,have not added double counting,double-counted effect on plants / photosynthesizers as ecosystem effect,double-counted effect on non-plant hosts as ecosystem effect,ecosystem function not linked to morbidity or abund,location in paper,note,exclude as ecosystem measure,include as ecosystem measure,reason for inclusion or exclusion as ecosystem measure,notes,confirm
892,,abund biomass to ecosystem fxn,biogeochemical cycles,mass remaining [decomposition],,,,,time,,1,,,1,F4,"abund/biomass because relates to how much there is of each species and how they break down, not effect of PP on phenotype",,,,change to unknown?,
892,,abund biomass to ecosystem fxn,biogeochemical cycles,N loss,,,,,time,,1,,,1,F4,"abund/biomass because relates to how much there is of each species and how they break down, not effect of PP on phenotype",,,,change to unknown?,
892,,abiotic or biotic,biotic,host taxa,,,,,,0,,,,,T1,,,,,,
907,,PP to ecosystem fxn,secondary production,dry mass,,,,,P taxa,,,,,,T1,,,,,,
907,,abiotic or biotic,biotic,P taxa,,,,,,0,,,,,T1,,,,,,
907,,abiotic or biotic,biotic,P life stage,,,,,,0,,,,,F2,,,,,,
907,,PP to ecosystem fxn,secondary production,proportion of parasite dry mass within a snail host relative to the total dry mass ,,,,,,,,,,,T2,,,,,,
907,,abiotic or biotic,biotic,host taxa,,,,,,0,,,,,T2,,,,,,
1053,1,PP to abund biomass,community biomass,chlorophyll a,,,0,1,host and PP treatment,,,,,,F1,,,,,,
1053,1,abund biomass to ecosystem fxn,primary production,chlorophyll a,,,,,host and PP treatment,,,1,,,F1,,,,,,
1053,,PP to abund biomass,community composition,relative frequency (%) of species of epipelic diatoms ,,,0,1,PP treatment,,,,,,F3,,,,,,
1053,,PP to abund biomass,community composition,proportion of pennate epipelic diatoms,,,0,1,host and PP treatment,,,,,,F2,,,,,,
1053,,PP to abund biomass,community composition,Simpson's diversity index,,,0,1,trematode prevalence,,,,,,"F4, F9",,,,,,
1053,,PP to abund biomass,community composition,Simpson's evenness index,,,0,1,trematode prevalence,,,,,,"F4, F9",,,,,,
1053,,PP to abund biomass,community composition,relative frequency (%) of species of epipsammic diatoms,,,0,1,trematode prevalence,,,,,,F5,,,,,,
1053,,PP to abund biomass,community abundance,density of benthic animals,,,0,1,PP treatment,,,,,,"F6, F7",,,,,,
1053,,abiotic or biotic,biotic,community taxa,,,,,,0,,,,,"F4, F6, F7, F9",,,,,,
1053,,PP to abund biomass,community composition,number of faunal species,,,0,1,trematode prevalence,,,,,,,,,,,,
1055,,PP to ecosystem fxn,secondary production,average output of cercariae (incubation-1),,,,,salinity (psu),,,,,,F1,,,,,,
1055,,abiotic or biotic,abiotic,salinity,,,,,,,,,,,F1,,,,,,
1055,,PP to abund biomass,host mortality,mortality of Paracalliope novizealandiae amphipod hosts,,,1,0,,,,,,,T2,,,,,,
1063,,PP to ecosystem fxn,biogeochemical cycles,tissue carbon (% by mass),,,,,,,,,,,F2,,,,,,
1063,,PP to ecosystem fxn,biogeochemical cycles,tissue nitrogen (% by mass),,,,,,,,,,,F2,,,,,,
1063,,PP to ecosystem fxn,biogeochemical cycles,tissue C:N,,,,,,,,,,,F2,,,,,,
1063,1,PP to morbidity,host phenotype,tissue carbon (% by mass),,,1,0,,,,,,,F2,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,2,PP to morbidity,host phenotype,tissue nitrogen (% by mass),,,1,0,,,,,,,F2,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,3,PP to morbidity,host phenotype,tissue C:N,,,1,0,,,,,,,F2,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,1,morbidity to ecosystem fxn,biogeochemical cycles,tissue carbon (% by mass),,,,,,,,,1,,F2,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,2,morbidity to ecosystem fxn,biogeochemical cycles,tissue nitrogen (% by mass),,,,,,,,,1,,F2,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,3,morbidity to ecosystem fxn,biogeochemical cycles,tissue C:N,,,,,,,,,1,,F2,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,4,PP to morbidity,host phenotype,C:N excretion (TDOC:DIN),,,1,,,,,,,,F3,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,5,PP to morbidity,host phenotype,C:N of feces,,,1,,,,,,,,F3,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,6,PP to morbidity,host phenotype,nitrogen excretion (mg L-1 DIN),,,1,,,,,,,,F3,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,7,PP to morbidity,host phenotype,nitrogen in feces (% by mass),,,1,,,,,,,,F3,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,8,PP to morbidity,host phenotype,carbon excretion (mg L-1 TDOC),,,1,,,,,,,,F3,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,9,PP to morbidity,host phenotype,carbon in feces (% by mass),,,1,,,,,,,,F3,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,4,morbidity to ecosystem fxn,biogeochemical cycles,C:N excretion (TDOC:DIN),,,,,,,,,1,,F3,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,5,morbidity to ecosystem fxn,biogeochemical cycles,C:N of feces,,,,,,,,,1,,F3,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,6,morbidity to ecosystem fxn,biogeochemical cycles,nitrogen excretion (mg L-1 DIN),,,,,,,,,1,,F3,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,7,morbidity to ecosystem fxn,biogeochemical cycles,nitrogen in feces (% by mass),,,,,,,,,1,,F3,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,8,morbidity to ecosystem fxn,biogeochemical cycles,carbon excretion (mg L-1 TDOC),,,,,,,,,1,,F3,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,9,morbidity to ecosystem fxn,biogeochemical cycles,carbon in feces (% by mass),,,,,,,,,1,,F3,phenotype because % by mass of hosts at varying infection levels,,,,,
1063,10,PP to unknown,host phenotype,DIN : periphyton %N,,,,,,,,,,,F5,unknown because interaction between infection intensity and biomass of hosts,,,,,
1063,10,unknown to ecosystem fxn,biogeochemical cycles,DIN : periphyton %N,,,,,,,,,1,,F5,unknown because interaction between infection intensity and biomass of hosts,,,,,
1063,11,PP to unknown,host phenotype,DIN,,,,,,,,,,,F5,unknown because interaction between infection intensity and biomass of hosts,,,,,
1063,11,unknown to ecosystem fxn,biogeochemical cycles,DIN,,,,,,,,,1,,F5,unknown because interaction between infection intensity and biomass of hosts,,,,,
1063,,abiotic or biotic,biotic,host biomass,,,,,,,,,,,,,,,,,
1075,,PP abundance,abundance,abundance of total chytrid sporangia,,,,,time,,,,,,F3,,,,,,
1075,,PP to host infection prevalence / intensity,abundance,abundance of total chytrid sporangia associated with particular diatom taxa,,,,,time,,,,,,F3,,,,,,
1075,,PP to host infection prevalence / intensity,infection prevalence,total infection prevalence of large diatoms,,,,,time,,,,,,F3,,,,,,
1075,1,PP to abund biomass,host biomass,carbon lost to infection,,,,,time,,,,1,,"T2, F4",inferred host biomass lost,,,,,
1075,1,abund biomass to ecosystem fxn,biogeochemical cycles,carbon lost to infection,,,,,time,,,,,,"T2, F4",,,,,,
1075,,abiotic or biotic,biotic,host taxa,,,,,,0,,,,,"T2, F4",,,,,,
1075,,abiotic or biotic,abiotic,organophosphate,,,,,,,,,,,"F5, F6, F8",,,,,,
1075,,abiotic or biotic,abiotic,river discharge,,,,,,,,,,,"F5, F6, F8",,,,,,
1075,,abiotic or biotic,abiotic,precipitation,,,,,,,,,,,"F5, F6, F8",,,,,,
1075,,abiotic or biotic,both,river location,,,,,,0,,,,,F9,,,,,,
1081,1,PP to unknown,host abundance or behavior,visitation,,,1,0,,,,,,1,"T1, F2",,,,,,
1081,2,PP to abund biomass,community biomass,total seed set,,,0,1,,,,,,,"T1, F2",,,,,,
1081,,PP to morbidity,community vigor,proportion seed set,,,0,1,infection prevalence,,,,,,"T1, F2",not sure if this should be abund/biomass or morbidity,,,,,
1081,2,abund biomass to ecosystem fxn,primary production,total seed set,,,0,1,,,,,,1,"T1, F2",,1,,,,
1081,3,PP to abund biomass,community biomass,seed mass,,,0,1,infection prevalence,,,,,,"T1, F2",,,,,,
1081,3,abund biomass to ecosystem fxn,primary production,seed mass,,,0,1,infection prevalence,,,,,1,"T1, F2",,,,,,
1081,,PP to abund biomass,community reproduction,conspecific pollen ,,,0,1,,,,,,,T1,not sure if this should be abund/biomass or morbidity,,,,,
1081,,PP to abund biomass,community reproduction,heterospecific pollen,,,0,1,,,,,,,T1,not sure if this should be abund/biomass or morbidity,,,,,
1081,,abiotic or biotic,biotic,community taxa,,,,,,0,,,,,T1,,,,,,
1081,,PP to host infection prevalence / intensity,infection prevalence,proportion of bumble bees parasitized,,,,,,,,,,,F1,,,,,,
917,1,PP to abund biomass,host and community biomass,mean basal area increment,,,1,1,pre- vs. post blister rust arrival to stand,,,,,,"F3, F4",,,,,,
917,1,abund biomass to ecosystem fxn,primary production,mean basal area increment,,,1,1,pre- vs. post blister rust arrival to stand,,,1,,,"F3, F4",,,,,,
917,1,abiotic or biotic,biotic,community taxa,,,,,pre- vs. post blister rust arrival to stand,0,,,,,"F3, F4",,,,,,
917,1,abiotic or biotic,biotic,upper vs. lower canopy,,,,,pre- vs. post blister rust arrival to stand,0,,,,,"F3, F4",,,,,,
917,1,abiotic or biotic,both,site,,,,,pre- vs. post blister rust arrival to stand,0,,,,,"F3, F4",,,,,,
917,2,PP to abund biomass,host and community biomass,"""recent mortality"" analysis: basal area growth ratio",,,1,1,sugar pine mortality vs. control,,,,,,F5,,,,,,
917,2,abund biomass to ecosystem fxn,primary production,"""recent mortality"" analysis: basal area growth ratio",,,,,sugar pine mortality vs. control,,,,1,,F5,,,,,,
917,3,PP to abund biomass,host and community biomass,tree height,,,1,1,control vs. recent sugar pine mortality,,,,,,F2,,,,,,
917,3,abund biomass to ecosystem fxn,primary production,tree height,,,,,control vs. recent sugar pine mortality,,,,1,,F2,,,,,,
919,1,PP to abund biomass,community biomass,fish biomass (g/100 m2),,,0,1,time of year in relation to nematomorph season,,,,,,T1,changed from morbidity because described biomass,,,,,
919,1,abund biomass to ecosystem fxn,secondary production,fish biomass (g/100 m2),,,,,time of year in relation to nematomorph season,,,,1,,T1,,,,,,
919,2,PP to abund biomass,community biomass,individual fish mass,,,1,1,time of year in relation to nematomorph season,,,,,,T1,individual,,,,,
919,2,abund biomass to ecosystem fxn,secondary production,individual fish mass,,,,,time of year in relation to nematomorph season,,,,1,,T1,,,,,,
919,3,PP to morbidity,community behavior,mean daily energy intake (kJ/100 mg dry mass of fish),,,1,1,time of year in relation to nematomorph season,,,,,,T1,,,,,,
919,3,morbidity to ecosystem fxn,secondary production,mean daily energy intake (kJ/100 mg dry mass of fish),,,,,time of year in relation to nematomorph season,,,,1,,T1,consumption,,,,,
919,,PP to morbidity,host phenotype,energy value of infected orthopterans captured by stream trap,,,1,,month,,,,,,,,,,,,
919,4,PP to morbidity,community behavior,consumption rate,,,1,1,"month x taxa/functional group (infected orthopterans, terrestrial invertebrates, aquatic invertebrates)",,,,,,F1,,,,,,
919,4,morbidity to ecosystem fxn,secondary production,consumption rate,,,,,"month x taxa/functional group (infected orthopterans, terrestrial invertebrates, aquatic invertebrates)",,,,1,,,consumption,,,,,
919,3,abiotic or biotic,biotic,taxa/functional group (infected orthopterans; terrestrial invertebrates; aquatic invertebrates),,,,,time of year in relation to nematomorph season,0,,,,,T1,,,,,,
928,1,PP to abund biomass,community biomass,total plant dry weight,,,1,1,plant parasitic nematode abundance,,,,,,T6,,,,,,
928,1,abund biomass to ecosystem fxn,primary production,total plant dry weight,,,,,plant parasitic nematode abundance,,,1,,,T6,,,,,,
928,,abiotic or biotic,abiotic,NO3-N,,,,,,,,,,,T6,,,,,,
928,,abiotic or biotic,biotic,soil organic matter,,,,,,1,,,,,T6,,,,,,
928,,abiotic or biotic,abiotic,clay,,,,,,,,,,,T6,,,,,,
928,,abiotic or biotic,abiotic,active C,,,,,,,,,,,T6,,,,,,
928,,abiotic or biotic,biotic,total nematode abundance,,,,,,0,,,,,T6,,,,,,
928,,abiotic or biotic,biotic,bateria-feeding nematode abundance,,,,,,0,,,,,T6,,,,,,
928,,abiotic or biotic,biotic,fungal-feeding nematode abundance,,,,,,0,,,,,T6,,,,,,
928,,abiotic or biotic,biotic,nematode food web enrichment index,,,,,,0,,,,,T6,,,,,,
928,,abiotic or biotic,biotic,nematode food web structure index,,,,,,0,,,,,T6,,,,,,
928,,PP to morbidity,host morbidity,total number of leaves/plant,,,1,0,plant parasitic nematode abundance,,,,,,T6,,,,,,
928,,PP to morbidity,host morbidity,leaf greenness,,,1,0,plant parasitic nematode abundance,,,,,,T6,,,,,,
928,,PP to morbidity,host morbidity,leaf necrosis,,,1,0,plant parasitic nematode abundance,,,,,,T6,,,,,change to infection intensity,
928,,PP to morbidity,host morbidity,leaf chlorosis,,,1,0,plant parasitic nematode abundance,,,,,,T6,,,,,change to infection intensity,
928,,PP to morbidity,host morbidity,proportion of withered leaves,,,1,0,plant parasitic nematode abundance,,,,,,T6,,,,,change to infection intensity,
930,1,PP to morbidity,host phenotype,mass remaining over time [decomposition],,,1,0,tar spot vs. adjacent vs. uninfected,,,,,,"F1, T2",morbidity because change in phenotype,,,,,
930,1,morbidity to ecosystem fxn,biogeochemical cycles,mass remaining over time [decomposition],,,,,tar spot vs. adjacent vs. uninfected,,,1,,,"F1, T2",morbidity because change in phenotype,,,,,
930,,PP to ecosystem fxn,secondary production,conidia mg-1 d-1,,,,,tar spot vs. adjacent vs. uninfected,,,,,,"F2, T3",,,,,,
930,,PP to abund biomass,community composition or diversity,number of aquatic hyphomycetes species found on disks,,,,,tar spot vs. adjacent vs. uninfected,,,,,,1091,,,,,,
930,,PP to abund biomass,community composition or diversity,percent similarity,,,,,tar spot vs. adjacent vs. uninfected,,,,,,1091,,,,,,
930,2,PP to morbidity,host phenotype,% C,,,1,0,tar spot vs. adjacent vs. uninfected,,,,,,"F3, T5",morbidity because change in phenotype,,,,,
930,2,morbidity to ecosystem fxn,biogeochemical cycles,% C,,,,,tar spot vs. adjacent vs. uninfected,,,1,,,"F3, T5",morbidity because change in phenotype,,,,,
930,3,PP to morbidity,host phenotype,% N,,,1,0,tar spot vs. adjacent vs. uninfected,,,,,,"F3, T5",morbidity because change in phenotype,,,,,
930,3,morbidity to ecosystem fxn,biogeochemical cycles,% N,,,,,tar spot vs. adjacent vs. uninfected,,,1,,,"F3, T5",morbidity because change in phenotype,,,,,
930,4,PP to morbidity,host phenotype,% P ,,,1,0,tar spot vs. adjacent vs. uninfected,,,,,,"F3, T5",morbidity because change in phenotype,,,,,
930,4,morbidity to ecosystem fxn,biogeochemical cycles,% P ,,,,,tar spot vs. adjacent vs. uninfected,,,1,,,"F3, T5",morbidity because change in phenotype,,,,,
982,,PP to ecosystem fxn,biogeochemical cycles,d13C bat hair,,,,,d15C,,,,,,F1,,,,,,
982,,PP to ecosystem fxn,biogeochemical cycles,d15C bat hair,,,,,d13C,,,,,,F1,,,,,,
982,,abiotic or biotic,both,site,,,,,,0,,,,,F1,,,,,,
982,,PP to ecosystem fxn,biogeochemical cycles,range d13C,,,,,livestock farms per district,,,,,,F3,,,,,,
982,,PP to host infection prevalence / intensity,infection prevalence,bat bites per household per year,,,,,livestock density,,,,,,1285,,,,,,
1018,1,PP to abund biomass,"host, community, and PP biomass",aboveground production,,,1,1,Pc present vs. Pc absent over time,,,,,,"F1, T1, T2, F2",,,,,,
1018,1,abund biomass to ecosystem fxn,primary production,aboveground production,,,,,Pc present vs. Pc absent over time,,,1,,,"F1, T1, T2, F2",,,,,,
1018,"1,2",abiotic or biotic,biotic,shade,,,,,,0,,,,,"F1, T1, T2, F2, T4, F5",,,,,,
1018,"1,2",abiotic or biotic,abiotic,fertilizer,,,,,,,,,,,"F1, T1, T2, F2, T4, F5",,,,,,
1018,"1,2",abiotic or biotic,biotic,"functional group (grass, non-legume forb, legume)",,,,,,0,,,,,"F1, T1, T2, F2, T4, F5",,,,,,
1018,,PP to ecosystem fxn,primary production,aboveground production,,,,,,,,,,,"T5, F3",,,,,,
1018,2,PP to abund biomass,host biomass,dry mass,,,1,0,,,,,,,"F5, T4",,,,,,
1018,2,abund biomass to ecosystem fxn,primary production,dry mass,,,,,,,,1,,,"F5, T4",,,,,,
1018,,abiotic or biotic,biotic,host part (root vs. shoot vs panicle),,,,,,0,,,,,"F5, T4",,,,,,
1018,,abiotic or biotic,biotic,PP part,,,,,,0,,,,,,,,,,,
1027,,PP to host infection prevalence / intensity,infection prevalence,proportion of Tubifex tubifex releasing triactinomyxons,,,,,,,,,,,"F1, F2",,,,,,
1027,,abiotic or biotic,biotic,tubificid species combination,,,,,,0,,,,,"F1, F2",,,,,,
1027,1,PP to unknown,host and community biomass,"relative growth of an individual adult: [(final biomass of adults ⁄final number of
adults) ) (initial biomass of adults ⁄initial number of
adults)]⁄(initial biomass of adults ⁄initial number
of adults))",,,1,1,,,,,,,T1,unknown because combines effects of survival and growth',,,,,
1027,1,unknown to ecosystem fxn,secondary production,"relative growth of an individual adult: [(final biomass of adults ⁄final number of
adults) ) (initial biomass of adults ⁄initial number of
adults)]⁄(initial biomass of adults ⁄initial number
of adults))",,,,,,,,,1,,T1,,,,,,
1027,,abiotic or biotic,biotic,host vs. community species,,,,,,0,,,,,T1,,,,,,
1027,,abiotic or biotic,biotic,community species composition,,,,,,0,,,,,T1,,,,,,
1027,,abiotic or biotic,biotic,PP dose,,,,,,0,,,,,T1,,,,,,
1027,,PP to abund biomass,host and community mortality,adult survivorship,,,1,1,,,,,,,T1,,,,,,
1027,,PP to abund biomass,host reproduction,number of offspring produced by an initial adult,,,,,,,,,,,T1,,,,,,
1027,2,PP to abund biomass,host and community biomass,progeny biomass produced by an initial adult,,,1,1,,,,,,,T1,,,,,,
1027,2,abund biomass to ecosystem fxn,secondary production,progeny biomass produced by an initial adult,,,,,,,,,1,,T1,,,,,,
929,1,PP to abund biomass,host biomass,mass of tadpoles at metamorphosis,,,1,0,Bd,,,,,,T1,,,,,,
929,1,abund biomass to ecosystem fxn,secondary production,mass of tadpoles at metamorphosis,,,,,Bd,,,,1,,T1,,,,,,
929,,abiotic or biotic,abiotic,nutrients,,,,,,,,,,,T1,,,,,,
929,,PP to morbidity,host phenotype,development (Gosner stage),,,1,0,Bd,,,,,,T1,,,,,,
929,,PP to abund biomass,host mortality,survival to metamorphosis,,,1,0,Bd,,,,,,T2,,,,,,
929,,PP to morbidity,host phenotype,development (larval period),,,1,0,Bd,,,,,,T2,,,,,,
929,,PP to host infection prevalence / intensity,infection prevalence,percent of Bd-exposed larvae infected,,,,,,,,,,,113,,,,,,
929,,PP to host infection prevalence / intensity,infection intensity,Bd genome equivalents,,,,,,,,,,,114,,,,,,
929,,PP to abund biomass,community abundance,Cladoceran abundance,,,0,1,,,,,,,T3,,,,,,
929,,abiotic or biotic,abiotic,time,,,,,,,,,,,T3,,,,,,
929,,PP to abund biomass,community abundance,phytoplankton concentration,,,0,1,,,,,,,T3,,,,,,
929,2,PP to abund biomass,community biomass,periphyton biomass,,,0,1,,,,,,,T3,,,,,,
929,2,abund biomass to ecosystem fxn,primary production,periphyton biomass,,,,,,,,1,,,T3,,,,,,
548,,PP to host infection prevalence / intensity,infection intensity,disease index,,,,,,,,,,,F1,,,,,,
548,,abiotic or biotic,biotic,endophyte infection,,,,,,,,,,,F1,,,,,,
548,,abiotic or biotic,abiotic,water-holding capacity,,,,,,,,,,,F1,,,,,,
548,1,PP to abund biomass,host biomass,photosynthetic rate,,,1,,,,,,,,T1,,,,,confirm if this counts as biomass,
548,1,abund biomass to ecosystem fxn,primary production,photosynthetic rate,,,,,,,,1,,,T1,,,,,confirm if this counts as biomass,
548,,PP to morbidity,host phenotype,stomatal conductance,,,1,,,,,,,,T1,,,,,,
548,,PP to morbidity,host phenotype,intercellular CO2 concentration,,,1,,,,,,,,T1,,,,,,
548,,morbidity to ecosystem fxn,host phenotype,transpiration rate (mmol H2O m-2 s-1),,,1,,,,1,,,,"T1, F4",,,,,changed from PP to morbidity,
548,,PP to morbidity,host phenotype,chlorophyll content (mg/dm2),,,1,,,,,,,,F2,,,,,,
548,,PP to abund biomass,host biomass,net photosynthesis (umol CO2 m-2 s-1),,,1,,,,,,,,,,,,,confirm if counts as biomass,
548,,abund biomass to ecosystem fxn,primary production,net photosynthesis (umol CO2 m-2 s-1),,,,,,,,,,,,,,,,confirm if counts as biomass,
548,,PP to morbidity,host phenotype,leaf water content,,,1,,,,,,,,T2,,,,,,
548,2,PP to abund biomass,host biomass,dry weight per plant,,,1,,,,,,,,,,,,,,
548,2,abund biomass to ecosystem fxn,primary production,dry weight per plant,,,,,,,,,,,,,,,,,
548,,abund biomass to ecosystem fxn,host biomass,plant height,,,1,,,,1,,,,T2,,,,,changed from morbidity,
548,,PP to morbidity,host phenotype,tiller number,,,1,,,,,,,,T2,,,,,,
570,,PP to morbidity,host morbidity,adult flea beetle damage,,,,,,,,,,,T1,,,,,,
570,,PP to morbidity,host morbidity,flea beetle larvae damage,,,,,,,,,,,T1,,,,,,
570,,abiotic or biotic,biotic,P-plants vs. G-plants (produce different compounds),,,,,,,,,,,T1,,,,,,
570,,PP to morbidity,host phenotype,Saponin 1 | Hederagenin,,,,,,,,,,,T1,not counting as biogeochemical cycles because defensive compound,,,,,
570,,PP to morbidity,host phenotype,Saponin 2 | Cochalic acid,,,,,,,,,,,T1,not counting as biogeochemical cycles because defensive compound,,,,,
570,,PP to morbidity,host phenotype,Saponin 3 | Oleanolic acid,,,,,,,,,,,T1,not counting as biogeochemical cycles because defensive compound,,,,,
570,,PP to morbidity,host phenotype,Glucosinolates,,,,,,,,,,,T1,not counting as biogeochemical cycles because defensive compound,,,,,
570,1,PP to morbidity,host phenotype,Percentage nitrogen,,,,,,,,,,,T1,,,,,,
570,2,PP to morbidity,host phenotype,Percentage carbon,,,,,,,,,,,T1,,,,,,
570,3,PP to morbidity,host phenotype,Carbon-nitrogen ratio,,,,,,,,,,,T1,,,,,,
570,1,morbidity to ecosystem fxn,biogeochemical cycles,Percentage nitrogen,,,,,,,,1,,,T1,,,,,,
570,2,morbidity to ecosystem fxn,biogeochemical cycles,Percentage carbon,,,,,,,,1,,,T1,,,,,,
570,3,morbidity to ecosystem fxn,biogeochemical cycles,Carbon-nitrogen ratio,,,,,,,,1,,,T1,,,,,,
570,4,PP to abund biomass,host biomass,root biomass,,,,,,,,,,,T1,,,,,,
570,4,abund biomass to ecosystem fxn,primary production,root biomass,,,,,,,,1,,,T1,,,,,,
570,4,PP to abund biomass,host biomass,shoot biomass,,,,,,,,,,,T1,,,,,,
570,4,abund biomass to ecosystem fxn,primary production,shoot biomass,,,,,,,,1,,,T1,,,,,,
570,,PP to morbidity,host phenotype,root-shoot ratio,,,,,,,,,,,T1,,,,,,
570,,PP to morbidity,host phenotype,number of leaves,,,,,,,,,,,T1,,,,,,
570,5,PP to abund biomass,host biomass,biomass per leaf,,,,,,,,,,,T1,,,,,,
570,5,abund biomass to ecosystem fxn,primary production,biomass per leaf,,,,,,,,1,,,T1,,,,,,
570,6,PP to abund biomass,host biomass,biomass per seed,,,,,,,,,,,T1,,,,,,
570,6,abund biomass to ecosystem fxn,primary production,biomass per seed,,,,,,,,1,,,T1,,,,,,
570,7,PP to abund biomass,host biomass,biomass flowering stalks,,,,,,,,,,,T1,,,,,,
570,7,PP to abund biomass,primary production,biomass flowering stalks,,,,,,,,,,,T1,,,,,,
570,,PP to morbidity,host phenotype,total number of flowers,,,,,,,,,,,T1,,,,,,
570,,PP to morbidity,host phenotype,total number of seed pods,,,,,,,,,,,T1,,,,,,
570,,PP to morbidity,host phenotype,seed germination,,,,,,,,,,,T1,,,,,,
570,,PP to morbidity,host phenotype,number of germinating seeds,,,,,,,,,,,T1,,,,,,
570,,PP to host infection prevalence / intensity,infection intensity,pathogen DNA content,,,,,,,,,,,F2,,,,,,
570,8,PP to abund biomass,host biomass,total biomass,,,,,,,,,,,,,,,,,
570,8,abund biomass to ecosystem fxn,primary production,total biomass,,,,,,,,,,,,,,,,,
607,1,PP to abund biomass,host and community biomass,biomass (mg DM m-2),,,1,1,pre- vs. post-decline (year),,,,,,,,,,,,
607,,abiotic or biotic,biotic,host and community taxa,,,,,pre- vs. post-decline (year),,,,,,,,,,,,
607,1,abund biomass to ecosystem fxn,secondary production,biomass (mg DM m-2),,,,,,,,,1,,,,,,,,
607,2,PP to abund biomass,community biomass,epilithon,,,,1,pre- vs. post-decline (year),,,,,,F2,,,,,,
607,2,abund biomass to ecosystem fxn,primary production,epilithon,,,,,pre- vs. post-decline (year),,,1,,,F2,,,,,,
607,6,PP to abund biomass,community biomass,coarse particulate organic matter,,,,1,pre- vs. post-decline (year),,,,,,F2,,,,,,
607,6,abund biomass to ecosystem fxn,biogeochemical cycles,coarse particulate organic matter,,,,,pre- vs. post-decline (year),,,1,,,F2,,,,,,
607,7,PP to abund biomass,community biomass,suspended particular organic matter,,,,1,pre- vs. post-decline (year),,,,,,F2,,,,,,
607,7,abund biomass to ecosystem fxn,biogeochemical cycles,suspended particular organic matter,,,,,pre- vs. post-decline (year),,,1,,,F2,,,,,,
607,8,PP to abund biomass,community biomass,fine particulate organic matter,,,,1,pre- vs. post-decline (year),,,,,,F2,,,,,,
607,8,abund biomass to ecosystem fxn,biogeochemical cycles,fine particulate organic matter,,,,,pre- vs. post-decline (year),,,1,,,F2,,,,,,
607,9,PP to abund biomass,community biomass,macroinvertebrate biomass,,,,,pre- vs. post-decline (year),,,,,,F2,,,,,,
607,9,abund biomass to ecosystem fxn,secondary production,macroinvertebrate biomass,,,,1,pre- vs. post-decline (year),,,,1,,F3,,,,,,
607,,PP to abund biomass,community composition,macroinvertebrate estimated taxa richness,,,,1,,,,,,,,,,,,,
607,10,PP to abund biomass,primary production,mean gross primary production,,,,1,,,,,,,,,,,,,
607,10,abund biomass to ecosystem fxn,primary production,mean gross primary production,,,,,,,,1,,,,,,,,,
607,11,PP to abund biomass,community respiration,community respiration,,,,,,,,,,,F6,,,,,confirm respiration counts as biomass,
607,11,abund biomass to ecosystem fxn,community respiration,community respiration,,,,,,,,,1,,F6,,,,,confirm respiration counts as biomass,
607,12,PP to abund biomass,biogeochemical cycles,ammonium uptake length,,,,1,,,,,,,F6,,,,,confirm biomass,
607,12,abund biomass to ecosystem fxn,biogeochemical cycles,ammonium uptake length,,,,,,,,,1,,F6,,,,,confirm biomass,
607,13,abund biomass to ecosystem fxn,biogeochemical cycles,nitrogen fluxes,,,,,,,,,,,F7,,,,,,
607,13,abiotic or biotic,biotic,macroinvertebrate functional group,,,,,,,,,,,F7,,,,,,
608,,PP to host infection prevalence / intensity,infection prevalence,mean prevalence (%),,,,,time,,,,,,F1,,,,,,
608,1,PP to morbidity,host behavior,consumption (kj d-1),,,1,,infected vs. uninfected,,,,,,F3,,,,,,
608,1,morbidity to ecosystem fxn,secondary production,consumption (kj d-1),,,,,infected vs. uninfected,,,,1,,F3,,,,,,
608,2,PP to morbidity,host physiology,respiration (kj d-1),,,1,,infected vs. uninfected,,,,,,F3,,,,,confirm respiration is morbidity,
608,2,morbidity to ecosystem fxn,secondary production,respiration (kj d-1),,,,,infected vs. uninfected,,,,1,,F3,,,,,confirm respiration is morbidity,
608,3,PP to morbidity,host phenotype,isopod weight,,,1,,infected vs. uninfected,,,,,,F3,,,,,,
608,,PP to abund biomass,host mortality,survival (%),,,,,infected vs. uninfected,,,,,,F2,,,,,,
608,4,PP to morbidity,host phenotype,energy content (kj g-1),,,1,,infected vs. uninfected,,,,,,,,,,,confirm morbidity,
