"","paper.ID","year","author","title","Pathogen.kingdom","pathogen.kingdom.notes","Host.kingdom","host.kingdom.notes","System","System.2","System.2.simplified","PP.to.ecosystem.fxn","PP.abundance","PP.morbidity","PP.to.host.infection.prevalence...intensity","PP.to.abund.biomass","PP.to.morbidity","PP.to.unknown","abund.biomass.to.ecosystem.fxn","morbidity.to.ecosystem.fxn","unknown.to.ecosystem.fxn","ecosystem.fxn.to.PP","abiotic.or.biotic","location","note.x","experimental..PP.manipulation.or.mimic...1..observational..2..both..3.","process.vs..standing.stock.vs..both","process.vs..standing.stock.notes","highest.observational.scale..species.vs..community.ecosystem..of.ecosystem.impact","type.of.manipulation.or.comparison","spatial.scale","coordinates.in.paper","date.processed","time.start","time.end","time.elapsed","date.quant.data","time.elapsed.1","digitizing.time","figures.digitized","note.on.quant","exclude","reason.for.excluding","measureID","pathway","measure.general","measure.specific....outcome.variable","data.to.use","regression.coefficient","regression.coefficient.SE","regression.or.correlation","percent","value","digitizable.or.raw.data.available","variable.greater.without.pathogen.parasite","direction","note.directionality.of.effect","test.statistic.bounded.below","percent.difference","P","F","df","groups","t","sample.size.total","sample.size.control","sample.size.infected","secondary_factor","secondary_factor_level","tertiary_factor","tertiary_factor_level","quaternary.factor","quaternary.factor.level","variance.measure","control.mean","control.variance","variance.not.reported","control.CI.lower","control.CI.upper","infected.mean","infected.variance","infected.CI.lower","infected.CI.upper","correlation.coefficient","R.squared","R.squared.se","U","digitized_data","predictor.variable","predictor.value","predictor.unit","outcome.unit...concat.w.measure.specific","morbid_or_abund_biomass_measure","effects.on.host","effects.on.community","ecosystem_process_mediate","have.not.added.double.counting","double.counted.effect.on.plants...photosynthesizers.as.ecosystem.effect","double.counted.effect.on.non.plant.hosts.as.ecosystem.effect","ecosystem.function.not.linked.to.morbidity.or.abund","location.in.paper","note.y","exclude.as.ecosystem.measure","include.as.ecosystem.measure","reason.for.inclusion.or.exclusion.as.ecosystem.measure","notes","confirm"
"1334",607,"","Rantala","Long-term changes in structure and function of a tropical headwater   stream following a disease-driven amphibian decline","fungus","","animal","","aquatic","stream","",0,0,NA,0,1,0,0,1,0,0,0,0,"Rio Maria, headwater stream in eastern Cordillera Central, El Valle, Panama","ecosystem because ecosystem-scale measures","2","process","process","ecosystem","comparison pre- vs. post-decline of amphibians due to chytrid","180-m reach of stream","1","8/27","13:45","14:10","0:25:00","10/5",NA,NA,NA,"",NA,"","13","abiotic or biotic","biotic","macroinvertebrate functional group","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,NA,"F7","",NA,"","","",""
"1335",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","","PP to host infection prevalence / intensity","infection prevalence","mean prevalence (%)","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"time","","","","","","",NA,NA,NA,NA,NA,"F1","",NA,"","","",""
"1336",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","1","PP to morbidity","host behavior","consumption (kj d-1)","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","1","",NA,NA,NA,NA,NA,"F3","",NA,"","","",""
"1337",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","1","morbidity to ecosystem fxn","secondary production","consumption (kj d-1)","mean_variance",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,30,30,"","","","","",NA,"SE","38.0800",11.82,NA,NA,NA,"58.48",8.16,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","","",NA,NA,NA,1,NA,"F3","",NA,"","","",""
"1338",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","2","PP to morbidity","host physiology","respiration (kj d-1)","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","1","",NA,NA,NA,NA,NA,"F3","",NA,"","","confirm respiration is morbidity",""
"1339",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","2","morbidity to ecosystem fxn","secondary production","respiration (kj d-1)","mean_variance",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,30,30,"","","","","",NA,"SE","25.5500",3.12,NA,NA,NA,"37.5",4.53,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","","",NA,NA,NA,1,NA,"F3","",NA,"","","confirm respiration is morbidity",""
"1340",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","3","PP to morbidity","host phenotype","isopod weight","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","1","",NA,NA,NA,NA,NA,"F3","",NA,"","","",""
"1341",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","","PP to abund biomass","host mortality","survival (%)","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","","",NA,NA,NA,NA,NA,"F2","",NA,"","","",""
"1342",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","4","PP to morbidity","host phenotype","energy content (kj g-1)","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","1","",NA,NA,NA,NA,NA,"","",NA,"","","confirm morbidity",""
"1343",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","4","morbidity to ecosystem fxn","secondary production","energy content (kj g-1)","digitizable",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","","",NA,NA,NA,1,NA,"","",NA,"","","confirm morbidity",""
"1344",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","","abiotic or biotic","biotic","host tissue","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,NA,"F4","",NA,"","","",""
"1345",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","","PP to ecosystem fxn","secondary production","energy content (kj g-1)","digitizable",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,NA,"F4","",NA,"","","",""
"1346",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","5","PP to morbidity","host phenotype","energy allocation (kj m-2 y-1)","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","1","",NA,NA,NA,NA,NA,"","",NA,"","","confirm morbidity",""
"1347",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","5","morbidity to ecosystem fxn","secondary production","energy allocation (kj m-2 y-1)","digitizable",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","","confirm morbidity",""
"1348",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","6","PP to morbidity","host phenotype","assimilation energy (kj m-2 y-1)","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","1","",NA,NA,NA,NA,NA,"","",NA,"","","confirm morbidity",""
"1349",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","6","morbidity to ecosystem fxn","secondary production","assimilation energy (kj m-2 y-1)","digitizable",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","","",NA,NA,NA,1,NA,"","",NA,"","","confirm morbidity",""
"1350",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","7","PP to morbidity","host phenotype","production energy (kj m-2 y-1)","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","1","",NA,NA,NA,NA,NA,"","",NA,"","","confirm morbidity",""
"1351",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","7","morbidity to ecosystem fxn","secondary production","production energy (kj m-2 y-1)","digitizable",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","","",NA,NA,NA,1,NA,"","",NA,"","","confirm morbidity",""
"1352",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","8","PP to morbidity","host phenotype","production efficiency (kj m-2 y-1)","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","1","",NA,NA,NA,NA,NA,"","",NA,"","","confirm morbidity",""
"1353",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","8","morbidity to ecosystem fxn","secondary production","production efficiency (kj m-2 y-1)","digitizable",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","","",NA,NA,NA,1,NA,"","",NA,"","","confirm morbidity",""
"1354",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","9","PP to morbidity","host phenotype","energy unassimilated (feces)","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","1","",NA,NA,NA,NA,NA,"","",NA,"","","confirm morbidity",""
"1355",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","9","morbidity to ecosystem fxn","secondary production","energy unassimilated (feces)","mean_variance",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,30,30,"","","","","",NA,"SE","12.8700",2.28,NA,NA,NA,"21.02",3.71,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","","confirm morbidity",""
"1356",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","9","morbidity to ecosystem fxn","secondary production","growth","mean_variance",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,30,30,"","","","","",NA,"SE","1.0900",0.19,NA,NA,NA,"0.67",0.11,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","","confirm morbidity",""
"1357",608,"2010","Lettini","The energetic cost of parasitism in isopods","animal","","animal","","aquatic","freshwater","",1,0,NA,1,1,1,0,0,1,0,0,1,"Muskingum Brook, NJ, USA","species scale because measured in relation to isopod species","2","process","process","species","comparison of energetics of field-collected infected and uninfected individuals","random locations within 50-m stretch of stream used for collection","1","8/27","14:20","14:41","0:21:00","10/10",10,NA,NA,"",NA,"","9","morbidity to ecosystem fxn","secondary production","reproduction","mean_variance",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,30,30,"","","","","",NA,"SE","0.6900",0.12,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","","confirm morbidity",""
"1358",627,"2012","Metz","An emergent disease causes directional changes in forest species   composition in coastal California","fungus","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,0,0,1,"Big Sur, Santa Lucia Mountains, Monterey County, CA, USA","ecosystem because seem to have measured all the tree species (count as ecosystem if all in a functional group e.g. trees are measured). no, just measured six most common; no, appendix includes all","2","stock","stock","ecosystem","comparison of infected and uninfected plots","280 500-m2 plots across 80,000 ha","0","8/27","14:54","15:14","0:20:00","10/10",NA,NA,NA,"",NA,"","","PP to host infection prevalence / intensity","infection prevalence","number of plots infected out of number of plots","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","","",""
"1359",627,"2012","Metz","An emergent disease causes directional changes in forest species   composition in coastal California","fungus","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,0,0,1,"Big Sur, Santa Lucia Mountains, Monterey County, CA, USA","ecosystem because seem to have measured all the tree species (count as ecosystem if all in a functional group e.g. trees are measured). no, just measured six most common; no, appendix includes all","2","stock","stock","ecosystem","comparison of infected and uninfected plots","280 500-m2 plots across 80,000 ha","0","8/27","14:54","15:14","0:20:00","10/10",NA,NA,NA,"",NA,"","1","PP to abund biomass","host and community biomass","basal area","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","1","1",NA,NA,NA,NA,NA,"","",NA,"","","",""
"1360",627,"2012","Metz","An emergent disease causes directional changes in forest species   composition in coastal California","fungus","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,0,0,1,"Big Sur, Santa Lucia Mountains, Monterey County, CA, USA","ecosystem because seem to have measured all the tree species (count as ecosystem if all in a functional group e.g. trees are measured). no, just measured six most common; no, appendix includes all","2","stock","stock","ecosystem","comparison of infected and uninfected plots","280 500-m2 plots across 80,000 ha","0","8/27","14:54","15:14","0:20:00","10/10",NA,NA,NA,"",NA,"","1","abund biomass to ecosystem fxn","primary production","basal area","digitizable",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"infected vs. uninfected","","","","","","",NA,NA,1,NA,NA,"","",NA,"","","",""
"1361",627,"2012","Metz","An emergent disease causes directional changes in forest species   composition in coastal California","fungus","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,0,0,1,"Big Sur, Santa Lucia Mountains, Monterey County, CA, USA","ecosystem because seem to have measured all the tree species (count as ecosystem if all in a functional group e.g. trees are measured). no, just measured six most common; no, appendix includes all","2","stock","stock","ecosystem","comparison of infected and uninfected plots","280 500-m2 plots across 80,000 ha","0","8/27","14:54","15:14","0:20:00","10/10",NA,NA,NA,"",NA,"","","PP to abund biomass","host and community abundance","stems ha-1","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","1","1",NA,NA,NA,NA,NA,"T1","",NA,"","","",""
"1362",627,"2012","Metz","An emergent disease causes directional changes in forest species   composition in coastal California","fungus","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,0,0,1,"Big Sur, Santa Lucia Mountains, Monterey County, CA, USA","ecosystem because seem to have measured all the tree species (count as ecosystem if all in a functional group e.g. trees are measured). no, just measured six most common; no, appendix includes all","2","stock","stock","ecosystem","comparison of infected and uninfected plots","280 500-m2 plots across 80,000 ha","0","8/27","14:54","15:14","0:20:00","10/10",NA,NA,NA,"",NA,"","","PP to abund biomass","host and community composition","importance value (relative density + relative dominance )","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","1","1",NA,NA,NA,NA,NA,"T1","",NA,"","","",""
"1363",627,"2012","Metz","An emergent disease causes directional changes in forest species   composition in coastal California","fungus","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,0,0,1,"Big Sur, Santa Lucia Mountains, Monterey County, CA, USA","ecosystem because seem to have measured all the tree species (count as ecosystem if all in a functional group e.g. trees are measured). no, just measured six most common; no, appendix includes all","2","stock","stock","ecosystem","comparison of infected and uninfected plots","280 500-m2 plots across 80,000 ha","0","8/27","14:54","15:14","0:20:00","10/10",NA,NA,NA,"",NA,"","","abiotic or biotic","biotic","forest type: mixed evergreen vs. redwood","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","","",""
"1364",627,"2012","Metz","An emergent disease causes directional changes in forest species   composition in coastal California","fungus","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,0,0,1,"Big Sur, Santa Lucia Mountains, Monterey County, CA, USA","ecosystem because seem to have measured all the tree species (count as ecosystem if all in a functional group e.g. trees are measured). no, just measured six most common; no, appendix includes all","2","stock","stock","ecosystem","comparison of infected and uninfected plots","280 500-m2 plots across 80,000 ha","0","8/27","14:54","15:14","0:20:00","10/10",NA,NA,NA,"",NA,"","","abiotic or biotic","biotic","community taxa","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,NA,"F3, T2, p. 8","",NA,"","","",""
"1365",627,"2012","Metz","An emergent disease causes directional changes in forest species   composition in coastal California","fungus","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,0,0,1,"Big Sur, Santa Lucia Mountains, Monterey County, CA, USA","ecosystem because seem to have measured all the tree species (count as ecosystem if all in a functional group e.g. trees are measured). no, just measured six most common; no, appendix includes all","2","stock","stock","ecosystem","comparison of infected and uninfected plots","280 500-m2 plots across 80,000 ha","0","8/27","14:54","15:14","0:20:00","10/10",NA,NA,NA,"",NA,"","","PP to abund biomass","host and community mortality","% dead stems","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","1","1",NA,NA,NA,NA,NA,"F2","",NA,"","","",""
