"","pathway.number","pathway","measure.general","measure.specific....outcome.variable","community","host","count"
"710",1,"PP to abund biomass","community composition or diversity","number of aquatic hyphomycetes species found on disks",NA,NA,1
"711",1,"PP to abund biomass","community composition or diversity","percent similarity",NA,NA,1
"712",1,"PP to abund biomass","community consumption","herbivory",NA,NA,1
"713",1,"PP to abund biomass","community reproduction","conspecific pollen",NA,NA,1
"714",1,"PP to abund biomass","community reproduction","heterospecific pollen",NA,NA,1
"715",1,"PP to abund biomass","community respiration","community respiration",NA,NA,1
"716",1,"PP to abund biomass","community taxa","grass species collected beneath tree",NA,NA,1
"717",1,"PP to abund biomass","host abund/biomass","% dieback",0,1,1
"718",1,"PP to abund biomass","host abund/biomass","% of bacterial production removed by viruses",0,1,1
"719",1,"PP to abund biomass","host abund/biomass","above-ground biomass for each functional group",0,1,1
"720",1,"PP to abund biomass","host abund/biomass","abundance of Emiliana huxleyi",0,1,1
"721",1,"PP to abund biomass","host abund/biomass","average bee weight",0,1,1
"722",1,"PP to abund biomass","host abund/biomass","average ratio of viral-induced mortality to heterotrophic nanoflagellate grazing-induced mortality of prokaryotes",0,1,1
"723",1,"PP to abund biomass","host abund/biomass","bacteria abundance",0,1,1
"724",1,"PP to abund biomass","host abund/biomass","bacteria biomass",0,1,1
"725",1,"PP to abund biomass","host abund/biomass","bacterial mortality due to virus",0,1,1
"726",1,"PP to abund biomass","host abund/biomass","basal area",0,1,1
"727",1,"PP to abund biomass","host abund/biomass","basal area dead with canker",0,1,1
"728",1,"PP to abund biomass","host abund/biomass","basal area red oaks (host)",0,1,1
"729",1,"PP to abund biomass","host abund/biomass","basal area white oaks (host)",0,1,1
"730",1,"PP to abund biomass","host abund/biomass","biomass",0,1,4
"731",1,"PP to abund biomass","host abund/biomass","biomass feedback",0,1,1
"732",1,"PP to abund biomass","host abund/biomass","biomass flowering stalks",0,1,2
"733",1,"PP to abund biomass","host abund/biomass","biomass for each species",0,1,1
"734",1,"PP to abund biomass","host abund/biomass","biomass per leaf",0,1,1
"735",1,"PP to abund biomass","host abund/biomass","biomass per seed",0,1,1
"736",1,"PP to abund biomass","host abund/biomass","Calamagrostis epigejos biomass",0,1,1
"737",1,"PP to abund biomass","host abund/biomass","carbon balance",0,1,1
"738",1,"PP to abund biomass","host abund/biomass","carbon loss",0,1,1
"739",1,"PP to abund biomass","host abund/biomass","carbon lost to infection",0,1,1
"740",1,"PP to abund biomass","host abund/biomass","chlorophyll a",0,1,1
"741",1,"PP to abund biomass","host abund/biomass","colonies attaining pre-plague size (%)",0,1,1
"742",1,"PP to abund biomass","host abund/biomass","colonies recolonized (%)",0,1,1
"743",1,"PP to abund biomass","host abund/biomass","colony height",0,1,2
"744",1,"PP to abund biomass","host abund/biomass","cone production (cones/ha)",0,1,1
"745",1,"PP to abund biomass","host abund/biomass","DBH (cm)",0,1,1
"746",1,"PP to abund biomass","host abund/biomass","dead basal area (as percent of live+dead)",0,1,1
"747",1,"PP to abund biomass","host abund/biomass","decline in N fixation",0,1,1
"748",1,"PP to abund biomass","host abund/biomass","density",0,1,1
"749",1,"PP to abund biomass","host abund/biomass","dry biomass of invertebrate taxa and functional groups",0,1,1
"750",1,"PP to abund biomass","host abund/biomass","dry host biomass",0,1,1
"751",1,"PP to abund biomass","host abund/biomass","dry mass",0,1,1
"752",1,"PP to abund biomass","host abund/biomass","dry shoot and leaf biomass",0,1,1
"753",1,"PP to abund biomass","host abund/biomass","dry weight per plant",0,1,1
"754",1,"PP to abund biomass","host abund/biomass","E. huxleyi concentration",0,1,1
"755",1,"PP to abund biomass","host abund/biomass","graminoid (host)",0,1,1
"756",1,"PP to abund biomass","host abund/biomass","growth",0,1,1
"757",1,"PP to abund biomass","host abund/biomass","growth rate",0,1,1
"758",1,"PP to abund biomass","host abund/biomass","height (m)",0,1,1
"759",1,"PP to abund biomass","host abund/biomass","heterotrophy (% carbon taken from plant)",0,1,1
"760",1,"PP to abund biomass","host abund/biomass","host (Emiliana huxleyi) concentration over time",0,1,1
"761",1,"PP to abund biomass","host abund/biomass","host abundance (P. globosa)",0,1,1
"762",1,"PP to abund biomass","host abund/biomass","host biomass",0,1,1
"763",1,"PP to abund biomass","host abund/biomass","host production",0,1,1
"764",1,"PP to abund biomass","host abund/biomass","large perch",0,1,1
"765",1,"PP to abund biomass","host abund/biomass","leaf area (mm2)",0,1,1
"766",1,"PP to abund biomass","host abund/biomass","live basal area",0,1,1
"767",1,"PP to abund biomass","host abund/biomass","live biomass",0,1,1
"768",1,"PP to abund biomass","host abund/biomass","live nodule biomass",0,1,2
"769",1,"PP to abund biomass","host abund/biomass","mass",0,1,1
"770",1,"PP to abund biomass","host abund/biomass","mass of tadpoles at metamorphosis",0,1,1
"771",1,"PP to abund biomass","host abund/biomass","mean aboveground biomass",0,1,1
"772",1,"PP to abund biomass","host abund/biomass","mean annual biomass (ash free dry mass)",0,1,1
"773",1,"PP to abund biomass","host abund/biomass","mean gross primary production",0,1,1
"774",1,"PP to abund biomass","host abund/biomass","mortality",0,1,2
"775",1,"PP to abund biomass","host abund/biomass","mortality (dead plants per total plants)",0,1,1
"776",1,"PP to abund biomass","host abund/biomass","mortality of Paracalliope novizealandiae amphipod hosts",0,1,1
"777",1,"PP to abund biomass","host abund/biomass","net photosynthesis (umol CO2 m-2 s-1)",0,1,1
"778",1,"PP to abund biomass","host abund/biomass","net primary production (ash free dry mass/yr)",0,1,1
"779",1,"PP to abund biomass","host abund/biomass","number",0,1,1
"780",1,"PP to abund biomass","host abund/biomass","number of offspring produced by an initial adult",0,1,1
"781",1,"PP to abund biomass","host abund/biomass","number of recruits",0,1,1
"782",1,"PP to abund biomass","host abund/biomass","P. globosa (10^5 ml-1)",0,1,1
"783",1,"PP to abund biomass","host abund/biomass","percentage of cells lysed per day",0,1,1
"784",1,"PP to abund biomass","host abund/biomass","percentage of dead cells",0,1,1
"785",1,"PP to abund biomass","host abund/biomass","percentage of hosts dead at each survey site",0,1,1
"786",1,"PP to abund biomass","host abund/biomass","photosynthetic rate",0,1,1
"787",1,"PP to abund biomass","host abund/biomass","point counts (biomass estimate)",0,1,1
"788",1,"PP to abund biomass","host abund/biomass","population density",0,1,1
"789",1,"PP to abund biomass","host abund/biomass","population growth rate",0,1,1
"790",1,"PP to abund biomass","host abund/biomass","potential host biomass",0,1,1
"791",1,"PP to abund biomass","host abund/biomass","productivity (annual net primary production)",0,1,1
"792",1,"PP to abund biomass","host abund/biomass","prokaryote abundance",0,1,1
"793",1,"PP to abund biomass","host abund/biomass","proportion of damaged (dead) cells",0,1,1
"794",1,"PP to abund biomass","host abund/biomass","quantum yield",0,1,1
"795",1,"PP to abund biomass","host abund/biomass","reduction in host biomass vs. parasite biomass",0,1,1
"796",1,"PP to abund biomass","host abund/biomass","relative tree growth rate (wood volume)",0,1,1
"797",1,"PP to abund biomass","host abund/biomass","root biomass",0,1,2
"798",1,"PP to abund biomass","host abund/biomass","root biomass (g pot-1)",0,1,2
"799",1,"PP to abund biomass","host abund/biomass","root dry weight",0,1,1
"800",1,"PP to abund biomass","host abund/biomass","seed predation",0,1,1
"801",1,"PP to abund biomass","host abund/biomass","seed production",0,1,2
"802",1,"PP to abund biomass","host abund/biomass","shoot biomass",0,1,2
"803",1,"PP to abund biomass","host abund/biomass","shoot biomass (g pot-1)",0,1,1
"804",1,"PP to abund biomass","host abund/biomass","shoot dry biomass",0,1,1
"805",1,"PP to abund biomass","host abund/biomass","shoot dry weight",0,1,1
"806",1,"PP to abund biomass","host abund/biomass","shoot total biomass",0,1,1
"807",1,"PP to abund biomass","host abund/biomass","soft tissue dry weight",0,1,1
"808",1,"PP to abund biomass","host abund/biomass","soft-tissue wet weight",0,1,1
"809",1,"PP to abund biomass","host abund/biomass","stem density",0,1,1
"810",1,"PP to abund biomass","host abund/biomass","survival",0,1,1
"811",1,"PP to abund biomass","host abund/biomass","survival (%)",0,1,1
"812",1,"PP to abund biomass","host abund/biomass","survival time",0,1,1
"813",1,"PP to abund biomass","host abund/biomass","survival to metamorphosis",0,1,1
"814",1,"PP to abund biomass","host abund/biomass","tadpole density",0,1,3
"815",1,"PP to abund biomass","host abund/biomass","tadpole length",0,1,1
"816",1,"PP to abund biomass","host abund/biomass","tadpole survival",0,1,1
"817",1,"PP to abund biomass","host abund/biomass","total aboveground biomass (host and parasite)",0,1,1
"818",1,"PP to abund biomass","host abund/biomass","total biomass",0,1,3
"819",1,"PP to abund biomass","host abund/biomass","total biomass (host plus parasite)",0,1,1
"820",1,"PP to abund biomass","host abund/biomass","total biomass of Rana aurora",0,1,1
"821",1,"PP to abund biomass","host abund/biomass","total picophytoplankton abundance",0,1,1
"822",1,"PP to abund biomass","host abund/biomass","total plant biomass",0,1,1
"823",1,"PP to abund biomass","host abund/biomass","tree mortality",0,1,1
"824",1,"PP to abund biomass","host abund/biomass","tree mortality (%)",0,1,1
"825",1,"PP to abund biomass","host abund/biomass","viral-induced prokaryotic mortality",0,1,1
"826",1,"PP to abund biomass","host abund/biomass","virus-mediated mortality",0,1,1
"827",1,"PP to abund biomass","host abund/biomass","virus-mediated prokaryotic mortality rate",0,1,1
"828",1,"PP to abund biomass","host and community abund/biomass","adult plant coverage",NA,NA,1
"829",1,"PP to abund biomass","host and community abund/biomass","density of old saplings",1,1,1
"830",1,"PP to abund biomass","host and community abund/biomass","density of young saplings",1,1,1
"831",1,"PP to abund biomass","host and community abund/biomass","proportion of seedling establishment",1,1,1
"832",1,"PP to abund biomass","host and community abund/biomass","sapling richness",1,1,1
"833",1,"PP to abund biomass","host and community abundance","density of saplings",NA,NA,1
"834",1,"PP to abund biomass","host and community abundance","importance value of Masson pine compared to other woody plant species",NA,NA,1
"835",1,"PP to abund biomass","host and community abundance","stems ha-1",NA,NA,1
"836",1,"PP to abund biomass","host and community and PP biomass","total biomass",NA,NA,1
"837",1,"PP to abund biomass","host and community biomass","""recent mortality"" analysis: basal area growth ratio",NA,NA,1
"838",1,"PP to abund biomass","host and community biomass","aboveground tree biomass",NA,NA,1
"839",1,"PP to abund biomass","host and community biomass","basal area",NA,NA,1
"840",1,"PP to abund biomass","host and community biomass","biomass",NA,NA,1
"841",1,"PP to abund biomass","host and community biomass","biomass (mg DM m-2)",NA,NA,1
"842",1,"PP to abund biomass","host and community biomass","biomass without Rhinanthus",NA,NA,1
"843",1,"PP to abund biomass","host and community biomass","mean basal area increment",NA,NA,1
"844",1,"PP to abund biomass","host and community biomass","progeny biomass produced by an initial adult",NA,NA,1
"845",1,"PP to abund biomass","host and community biomass","tree height",NA,NA,1
"846",1,"PP to abund biomass","host and community composition","change in importance value",NA,NA,1
"847",1,"PP to abund biomass","host and community composition","importance value (relative density + relative dominance )",NA,NA,1
"848",1,"PP to abund biomass","host and community composition","richness",NA,NA,1
"849",1,"PP to abund biomass","host and community composition","Simpson's diversity index",NA,NA,1
"850",1,"PP to abund biomass","host and community demography","seedling establishment",NA,NA,1
"851",1,"PP to abund biomass","host and community mortality","% dead stems",NA,NA,1
"852",1,"PP to abund biomass","host and community mortality","adult survivorship",NA,NA,1
"853",1,"PP to abund biomass","host and community mortality","disease impacts effect size",NA,NA,1
"854",1,"PP to abund biomass","host and community survival","Relative mortality per 2.54-cm size class",NA,NA,1
"855",1,"PP to abund biomass","host and PP production","seed rain under canopy",NA,NA,1
"856",1,"PP to abund biomass","host community composition","evenness",NA,NA,1
"857",1,"PP to abund biomass","host community composition","evenness index",0,1,1
"858",1,"PP to abund biomass","host community composition","richness index",0,1,1
"859",1,"PP to abund biomass","host community composition","shannon-wiener diversity index",0,1,1
"860",1,"PP to abund biomass","host community composition","species richness",0,1,1
"861",1,"PP to abund biomass","host demography","proportion dead",NA,NA,1
"862",1,"PP to abund biomass","host morbidity","ramets dead or with canker",NA,NA,1
"863",1,"PP to abund biomass","host phenotype","CO2 assimilation",0,1,1
"864",1,"PP to abund biomass","host phenotype","daily net photosynthetic production",0,1,1
"865",1,"PP to abund biomass","host production","net photosynthesis",NA,NA,1
"866",1,"PP to abund biomass","host production","net photosynthetic rates",NA,NA,1
"867",1,"PP to abund biomass","host production","prokaryotic growth efficiency",NA,NA,1
"868",1,"PP to abund biomass","host production","prokaryotic respiration",NA,NA,1
"869",1,"PP to abund biomass","host survival","mortality",NA,NA,1
"870",1,"PP to abund biomass","host, community, and PP biomass","aboveground production",NA,NA,1
"871",1,"PP to abund biomass","host, PP, and community demography","seed predation",NA,NA,1
"872",1,"PP to abund biomass","host, PP, and community production","seed density",NA,NA,1
"873",1,"PP to abund biomass","PP and host abundance","virus to bacteria ratio",NA,NA,1
"874",1,"PP to ecosystem fxn","biogeochemical cycles","% carbon of parasite",NA,NA,1
"875",1,"PP to ecosystem fxn","biogeochemical cycles","% mass",NA,NA,1
"876",1,"PP to ecosystem fxn","biogeochemical cycles","% nitrogen of parasite",NA,NA,1
"877",1,"PP to ecosystem fxn","biogeochemical cycles","% of carbon in the form of C. falcatiforme cells, which would otherwise be lost as dissolved organic material or cell debris upon cell death, instead transformed into parasitoid dinospores",NA,NA,1
"878",1,"PP to ecosystem fxn","biogeochemical cycles","% phosphorous of parasite",NA,NA,1
"879",1,"PP to ecosystem fxn","biogeochemical cycles","%C mistletoe",NA,NA,1
"880",1,"PP to ecosystem fxn","biogeochemical cycles","%N mistletoe",NA,NA,1
"881",1,"PP to ecosystem fxn","biogeochemical cycles","Al",NA,NA,3
"882",1,"PP to ecosystem fxn","biogeochemical cycles","atom %13C enrichment of Symbiodinium",NA,NA,1
"883",1,"PP to ecosystem fxn","biogeochemical cycles","atom %15N enrichment of Symbiodinium",NA,NA,1
"884",1,"PP to ecosystem fxn","biogeochemical cycles","B",NA,NA,3
"885",1,"PP to ecosystem fxn","biogeochemical cycles","C",NA,NA,3
"886",1,"PP to ecosystem fxn","biogeochemical cycles","C remaining (%) vs. time",NA,NA,1
"887",1,"PP to ecosystem fxn","biogeochemical cycles","C:N of parasite",NA,NA,1
"888",1,"PP to ecosystem fxn","biogeochemical cycles","C:P of parasite",NA,NA,1
"889",1,"PP to ecosystem fxn","biogeochemical cycles","C/N",NA,NA,1
"890",1,"PP to ecosystem fxn","biogeochemical cycles","C/N mistletoe",NA,NA,1
"891",1,"PP to ecosystem fxn","biogeochemical cycles","C/N ratio vs. time",NA,NA,1
"892",1,"PP to ecosystem fxn","biogeochemical cycles","Ca",NA,NA,3
"893",1,"PP to ecosystem fxn","biogeochemical cycles","Ca: element returns",NA,NA,1
"894",1,"PP to ecosystem fxn","biogeochemical cycles","Ca: mean element concentration in leaf litter",NA,NA,1
"895",1,"PP to ecosystem fxn","biogeochemical cycles","Ca: nutrients of soil surface (0-10 cm)",NA,NA,1
"896",1,"PP to ecosystem fxn","biogeochemical cycles","Cu",NA,NA,3
"897",1,"PP to ecosystem fxn","biogeochemical cycles","d13C bat hair",NA,NA,1
"898",1,"PP to ecosystem fxn","biogeochemical cycles","d13C discrimination factor between host resource and ectoparasites",NA,NA,1
"899",1,"PP to ecosystem fxn","biogeochemical cycles","d13C ectoparasite",NA,NA,1
"900",1,"PP to ecosystem fxn","biogeochemical cycles","d13C host Symbiodinium",NA,NA,1
"901",1,"PP to ecosystem fxn","biogeochemical cycles","d13C mistletoe",NA,NA,1
"902",1,"PP to ecosystem fxn","biogeochemical cycles","d13C shrimp fed ectoparasite",NA,NA,1
"903",1,"PP to ecosystem fxn","biogeochemical cycles","d15C bat hair",NA,NA,1
"904",1,"PP to ecosystem fxn","biogeochemical cycles","d15C shrimp fed ectoparasite",NA,NA,1
"905",1,"PP to ecosystem fxn","biogeochemical cycles","d15C Symbiodinium",NA,NA,1
"906",1,"PP to ecosystem fxn","biogeochemical cycles","d15N discrimination factor between host resource and ectoparasites",NA,NA,1
"907",1,"PP to ecosystem fxn","biogeochemical cycles","d15N ectoparasite",NA,NA,1
"908",1,"PP to ecosystem fxn","biogeochemical cycles","d15N mistletoe",NA,NA,1
"909",1,"PP to ecosystem fxn","biogeochemical cycles","difference between atom %13C enrichment of Symbiodinium and host",NA,NA,1
"910",1,"PP to ecosystem fxn","biogeochemical cycles","difference between atom %15N enrichment of Symbiodinium and host",NA,NA,1
"911",1,"PP to ecosystem fxn","biogeochemical cycles","element concentration: C",NA,NA,1
"912",1,"PP to ecosystem fxn","biogeochemical cycles","element concentration: P",NA,NA,1
"913",1,"PP to ecosystem fxn","biogeochemical cycles","Fe",NA,NA,3
"914",1,"PP to ecosystem fxn","biogeochemical cycles","foliar N",NA,NA,1
"915",1,"PP to ecosystem fxn","biogeochemical cycles","fraction of carbon consumed by virus",NA,NA,1
"916",1,"PP to ecosystem fxn","biogeochemical cycles","K",NA,NA,4
"917",1,"PP to ecosystem fxn","biogeochemical cycles","K: element returns",NA,NA,1
"918",1,"PP to ecosystem fxn","biogeochemical cycles","K: mean element concentration in leaf litter",NA,NA,1
"919",1,"PP to ecosystem fxn","biogeochemical cycles","K: nutrients of soil surface (0-10 cm)",NA,NA,1
"920",1,"PP to ecosystem fxn","biogeochemical cycles","litter biomass",NA,NA,1
"921",1,"PP to ecosystem fxn","biogeochemical cycles","litter element concentration: N",NA,NA,1
"922",1,"PP to ecosystem fxn","biogeochemical cycles","litter N",NA,NA,1
"923",1,"PP to ecosystem fxn","biogeochemical cycles","litterfall mass",NA,NA,1
"924",1,"PP to ecosystem fxn","biogeochemical cycles","mass remaining (%) vs. time (months) due to decomposition",NA,NA,1
"925",1,"PP to ecosystem fxn","biogeochemical cycles","Mg",NA,NA,4
"926",1,"PP to ecosystem fxn","biogeochemical cycles","Mg: element returns",NA,NA,1
"927",1,"PP to ecosystem fxn","biogeochemical cycles","Mg: mean element concentration in leaf litter",NA,NA,1
"928",1,"PP to ecosystem fxn","biogeochemical cycles","Mg: nutrients of soil surface (0-10 cm)",NA,NA,1
"929",1,"PP to ecosystem fxn","biogeochemical cycles","N",NA,NA,5
"930",1,"PP to ecosystem fxn","biogeochemical cycles","N release",NA,NA,2
"931",1,"PP to ecosystem fxn","biogeochemical cycles","N remaining (%)",NA,NA,1
"932",1,"PP to ecosystem fxn","biogeochemical cycles","N: element returns",NA,NA,1
"933",1,"PP to ecosystem fxn","biogeochemical cycles","N: mean element concentration in leaf litter",NA,NA,1
"934",1,"PP to ecosystem fxn","biogeochemical cycles","N: nutrients of soil surface (0-10 cm)",NA,NA,1
"935",1,"PP to ecosystem fxn","biogeochemical cycles","N:P of parasite",NA,NA,1
"936",1,"PP to ecosystem fxn","biogeochemical cycles","N:P ratio",NA,NA,1
"937",1,"PP to ecosystem fxn","biogeochemical cycles","Na",NA,NA,3
"938",1,"PP to ecosystem fxn","biogeochemical cycles","NH4--N",NA,NA,2
"939",1,"PP to ecosystem fxn","biogeochemical cycles","nitrification",NA,NA,1
"940",1,"PP to ecosystem fxn","biogeochemical cycles","nitrification fraction",NA,NA,1
"941",1,"PP to ecosystem fxn","biogeochemical cycles","nitrogen content",NA,NA,1
"942",1,"PP to ecosystem fxn","biogeochemical cycles","NO3--N",NA,NA,1
"943",1,"PP to ecosystem fxn","biogeochemical cycles","P",NA,NA,4
"944",1,"PP to ecosystem fxn","biogeochemical cycles","P remaining(%) vs. time",NA,NA,1
"945",1,"PP to ecosystem fxn","biogeochemical cycles","P: element returns",NA,NA,1
"946",1,"PP to ecosystem fxn","biogeochemical cycles","P: mean element concentration in leaf litter",NA,NA,1
"947",1,"PP to ecosystem fxn","biogeochemical cycles","P: nutrients of soil surface (0-10 cm)",NA,NA,1
"948",1,"PP to ecosystem fxn","biogeochemical cycles","range d13C",NA,NA,1
"949",1,"PP to ecosystem fxn","biogeochemical cycles","S",NA,NA,3
"950",1,"PP to ecosystem fxn","biogeochemical cycles","soil Ca",NA,NA,1
"951",1,"PP to ecosystem fxn","biogeochemical cycles","soil K",NA,NA,1
"952",1,"PP to ecosystem fxn","biogeochemical cycles","soil N",NA,NA,1
"953",1,"PP to ecosystem fxn","biogeochemical cycles","soil P",NA,NA,1
"954",1,"PP to ecosystem fxn","biogeochemical cycles","Symbodinium %C",NA,NA,1
"955",1,"PP to ecosystem fxn","biogeochemical cycles","Symbodinium C:N",NA,NA,1
"956",1,"PP to ecosystem fxn","biogeochemical cycles","tissue C:N",NA,NA,1
"957",1,"PP to ecosystem fxn","biogeochemical cycles","tissue carbon (% by mass)",NA,NA,1
"958",1,"PP to ecosystem fxn","biogeochemical cycles","tissue nitrogen (% by mass)",NA,NA,1
"959",1,"PP to ecosystem fxn","biogeochemical cycles","transpiration",NA,NA,1
"960",1,"PP to ecosystem fxn","biogeochemical cycles","Zn",NA,NA,3
"961",1,"PP to ecosystem fxn","biomass","biomass of lianas",NA,NA,1
"962",1,"PP to ecosystem fxn","biomass","biomass of parasites",NA,NA,1
"963",1,"PP to ecosystem fxn","biomass","virus biomass",NA,NA,1
"964",1,"PP to ecosystem fxn","community","arthropod dry mass on foliage",NA,NA,1
"965",1,"PP to ecosystem fxn","primary production","aboveground production",NA,NA,1
"966",1,"PP to ecosystem fxn","primary production","biomass",NA,NA,5
"967",1,"PP to ecosystem fxn","primary production","fruit per branch",NA,NA,1
"968",1,"PP to ecosystem fxn","primary production","mistletoe leaf biomass in canopy of host trees",NA,NA,1
"969",1,"PP to ecosystem fxn","primary production","mistletoe leaf litter",NA,NA,1
"970",1,"PP to ecosystem fxn","primary production","mistletoe understorey plant biomass",NA,NA,1
"971",1,"PP to ecosystem fxn","primary production","parasite root mass",NA,NA,1
"972",1,"PP to ecosystem fxn","primary production","parasite seed mass",NA,NA,1
"973",1,"PP to ecosystem fxn","primary production","parasite shoot mass",NA,NA,1
"974",1,"PP to ecosystem fxn","primary production","pathogenic respiration",NA,NA,1
"975",1,"PP to ecosystem fxn","primary production","R. minor biomass",NA,NA,1
"976",1,"PP to ecosystem fxn","primary production","Symbodinium mitotic index",NA,NA,1
"977",1,"PP to ecosystem fxn","secondary production","ascostromal growth rate",NA,NA,1
"978",1,"PP to ecosystem fxn","secondary production","average output of cercariae (incubation-1)",NA,NA,1
"979",1,"PP to ecosystem fxn","secondary production","biomass density of parasite",NA,NA,1
"980",1,"PP to ecosystem fxn","secondary production","biomass density of parasites",NA,NA,1
"981",1,"PP to ecosystem fxn","secondary production","carbon amount necessary for ascostromal growth",NA,NA,1
"982",1,"PP to ecosystem fxn","secondary production","carbon flow from above ground biomass to soil carbon via pathogen on host leaves",NA,NA,1
"983",1,"PP to ecosystem fxn","secondary production","cercaria released per snail over time",NA,NA,1
"984",1,"PP to ecosystem fxn","secondary production","cercarial production",NA,NA,1
"985",1,"PP to ecosystem fxn","secondary production","Cercarial production per year per snail host taxa",NA,NA,1
"986",1,"PP to ecosystem fxn","secondary production","conidia mg-1 d-1",NA,NA,1
"987",1,"PP to ecosystem fxn","secondary production","daily respiration of ascostroma",NA,NA,1
"988",1,"PP to ecosystem fxn","secondary production","dry mass",NA,NA,1
"989",1,"PP to ecosystem fxn","secondary production","energy content (kj g-1)",NA,NA,1
"990",1,"PP to ecosystem fxn","secondary production","lytic viral production",NA,NA,1
"991",1,"PP to ecosystem fxn","secondary production","parasite mass as percent of host mass",NA,NA,1
"992",1,"PP to ecosystem fxn","secondary production","proportion of parasite dry mass within a snail host relative to the total dry mass",NA,NA,1
"993",1,"PP to ecosystem fxn","secondary production","relative production (%) bacteria and virus",NA,NA,1
"994",1,"PP to ecosystem fxn","secondary production","relative production (%) chytrids",NA,NA,1
"995",1,"PP to ecosystem fxn","secondary production","seed predation",NA,NA,1
"996",1,"PP to ecosystem fxn","secondary production","trematode dry biomass",NA,NA,1
"997",3,"PP to host infection prevalence / intensity","abundance","abundance of total chytrid sporangia associated with particular diatom taxa",NA,NA,1
"998",3,"PP to host infection prevalence / intensity","abundance","density of fungal hyphae",NA,NA,1
"999",3,"PP to host infection prevalence / intensity","abundance","density of fungal spores",NA,NA,1
"1000",3,"PP to host infection prevalence / intensity","biomass density","biomass of infected vs. uninfected hosts",NA,NA,1
"1001",3,"PP to host infection prevalence / intensity","disease score","",NA,NA,1
"1002",3,"PP to host infection prevalence / intensity","host infection intensity","ascostromal area vs. leaf age",NA,NA,1
"1003",3,"PP to host infection prevalence / intensity","host infection intensity","metacercariae per mm-2 of tissue",NA,NA,1
"1004",3,"PP to host infection prevalence / intensity","host infection intensity","metacercariae per tissue",NA,NA,1
"1005",3,"PP to host infection prevalence / intensity","host infection intensity","number of mistletoe clumps per tree",NA,NA,1
"1006",3,"PP to host infection prevalence / intensity","host infection prevalence","frequency of stem rot",NA,NA,1
"1007",3,"PP to host infection prevalence / intensity","host mortality","virally induced prokaryotic mortality (% of prokaryotic production)",NA,NA,1
"1008",3,"PP to host infection prevalence / intensity","host resistance","percentage of colonies resistant",NA,NA,1
"1009",3,"PP to host infection prevalence / intensity","infection duration","proportion of time algae were bleached",NA,NA,1
"1010",3,"PP to host infection prevalence / intensity","infection intensity","",NA,NA,1
"1011",3,"PP to host infection prevalence / intensity","infection intensity","% of hosts in late stages of infection",NA,NA,1
"1012",3,"PP to host infection prevalence / intensity","infection intensity","Bd genome equivalents",NA,NA,1
"1013",3,"PP to host infection prevalence / intensity","infection intensity","burst size (virus prokaryote-1)",NA,NA,1
"1014",3,"PP to host infection prevalence / intensity","infection intensity","disease index",NA,NA,1
"1015",3,"PP to host infection prevalence / intensity","infection intensity","frequency of lysogenic cells",NA,NA,1
"1016",3,"PP to host infection prevalence / intensity","infection intensity","fungal damage (0 to 5)",NA,NA,1
"1017",3,"PP to host infection prevalence / intensity","infection intensity","gall mite density",NA,NA,1
"1018",3,"PP to host infection prevalence / intensity","infection intensity","gall mite intensity",NA,NA,1
"1019",3,"PP to host infection prevalence / intensity","infection intensity","log(lesion area)",NA,NA,1
"1020",3,"PP to host infection prevalence / intensity","infection intensity","mean lesion expansion rate",NA,NA,1
"1021",3,"PP to host infection prevalence / intensity","infection intensity","mean migration speed",NA,NA,1
"1022",3,"PP to host infection prevalence / intensity","infection intensity","number of parasites per host tree",NA,NA,1
"1023",3,"PP to host infection prevalence / intensity","infection intensity","numbers of parasite extracted from roots and soil",NA,NA,1
"1024",3,"PP to host infection prevalence / intensity","infection intensity","P. sidii severity (%)",NA,NA,1
"1025",3,"PP to host infection prevalence / intensity","infection intensity","pathogen DNA content",NA,NA,1
"1026",3,"PP to host infection prevalence / intensity","infection intensity","percentage of host biomass composed of parasite",NA,NA,1
"1027",3,"PP to host infection prevalence / intensity","infection intensity","stem rot severity  (mean % volume loss)",NA,NA,1
"1028",3,"PP to host infection prevalence / intensity","infection intensity","surface area progression rate",NA,NA,1
"1029",3,"PP to host infection prevalence / intensity","infection prevalence","",NA,NA,3
"1030",3,"PP to host infection prevalence / intensity","infection prevalence","% occurrence of lysogeny",NA,NA,1
"1031",3,"PP to host infection prevalence / intensity","infection prevalence","% of Mikania parasitized by Cuscuta",NA,NA,1
"1032",3,"PP to host infection prevalence / intensity","infection prevalence","% of plots with Ustilago bullata",NA,NA,1
"1033",3,"PP to host infection prevalence / intensity","infection prevalence","Aspergillosis prevalence (%)",NA,NA,1
"1034",3,"PP to host infection prevalence / intensity","infection prevalence","bat bites per household per year",NA,NA,1
"1035",3,"PP to host infection prevalence / intensity","infection prevalence","blister rust infection (%)",NA,NA,1
"1036",3,"PP to host infection prevalence / intensity","infection prevalence","CFD occurrence",NA,NA,1
"1037",3,"PP to host infection prevalence / intensity","infection prevalence","chytrid prevalence",NA,NA,1
"1038",3,"PP to host infection prevalence / intensity","infection prevalence","colonies experiencing plague epizootic",NA,NA,1
"1039",3,"PP to host infection prevalence / intensity","infection prevalence","cyanobacteria infected filament size over time",NA,NA,1
"1040",3,"PP to host infection prevalence / intensity","infection prevalence","disease incidence",NA,NA,1
